u,w,up,wp,ut,wt,error
0.4060069,0.051835373,0.19971773,0.04550113,0.203844,0.045177,0.0044503957
0.4060069,0.051835373,0.20282708,0.0455457,0.206854,0.045274,0.00429862
0.4060069,0.051835373,0.20600621,0.045600764,0.209915,0.045382,0.004127547
0.4060069,0.051835373,0.20926078,0.045667004,0.213035,0.0455,0.0039412305
0.4060069,0.051835373,0.21259688,0.04574507,0.216221,0.045629,0.003740199
0.4060069,0.051835373,0.21602044,0.045835692,0.219482,0.045769,0.0035282634
0.4060069,0.051835373,0.21953733,0.04593958,0.222829,0.04592,0.0033112466
0.4060069,0.051835373,0.22315377,0.046057455,0.226274,0.046081,0.0031437725
0.4060069,0.051835373,0.22687586,0.046190012,0.22983,0.046254,0.0030181296
0.4060069,0.051835373,0.23070931,0.04633797,0.233515,0.046439,0.00290671
0.4060069,0.051835373,0.23466003,0.046501976,0.237348,0.046635,0.0028209984
0.4060069,0.051835373,0.23883075,0.046686355,0.241352,0.046844,0.0026789084
0.4060069,0.051835373,0.24310601,0.04688718,0.245553,0.047066,0.0026258118
0.4060069,0.051835373,0.24748673,0.047104903,0.249984,0.047301,0.00269337
0.4060069,0.051835373,0.25197718,0.047340017,0.254684,0.047551,0.0029178075
0.4060069,0.051835373,0.25658092,0.04759299,0.2597,0.047816,0.003342092
0.4060069,0.051835373,0.26130155,0.047864214,0.265089,0.048097,0.004020244
0.4060069,0.051835373,0.2661428,0.048154034,0.270921,0.048396,0.0050201714
0.4060069,0.051835373,0.27402335,0.04833775,0.277283,0.048715,0.0036369078
0.4060069,0.051835373,0.28269026,0.048411895,0.284284,0.049054,0.0022358447
0.4060069,0.051835373,0.29180786,0.0486089,0.292059,0.049418,0.0010602437
0.4060069,0.051835373,0.30127445,0.048868723,0.300783,0.049808,0.0014307164
0.4060069,0.051835373,0.3110451,0.049164314,0.310677,0.050228,0.0014318042
0.4060069,0.051835373,0.3211134,0.04949552,0.322031,0.050684,0.0021060668
0.4060069,0.051835373,0.33147168,0.04986205,0.335224,0.051181,0.005071271
0.4060069,0.051835373,0.34412208,0.050360978,0.350756,0.051726,0.007998928
0.4060069,0.051835373,0.3704206,0.051542435,0.369298,0.052329,0.0019091591
0.4060069,0.051835373,0.39734295,0.052775197,0.391748,0.053004,0.0058237426
0.4060069,0.051835373,0.4248581,0.054057606,0.419304,0.053765,0.0058466867
0.4060069,0.051835373,0.45293486,0.055387884,0.45354,0.054635,0.001358021
0.4060069,0.051835373,0.50559056,0.057121728,0.496414,0.055642,0.010656279
0.4060069,0.051835373,0.5781875,0.059264444,0.550071,0.056822,0.03055897
0.4060069,0.051835373,0.6493589,0.061263062,0.616098,0.058218,0.036306005
0.4060069,0.051835373,0.71818966,0.06316554,0.693796,0.059876,0.027683217
0.4060069,0.051835373,0.78519416,0.0650319,0.77771,0.06183,0.01068604
0.4060069,0.051835373,0.8504775,0.0668737,0.856989,0.064082,0.009303212
0.4060069,0.051835373,0.91405267,0.06869056,0.920157,0.066587,0.00820791
0.4060069,0.051835373,0.96993685,0.07058832,0.962269,0.069266,0.008990161
0.4060069,0.051835373,0.97614354,0.073311135,0.986086,0.072035,0.011218607
0.4060069,0.051835373,0.9810276,0.07600245,0.997474,0.07483,0.017618857
0.4060069,0.051835373,0.98313946,0.078726664,1.001541,0.077612,0.01951623
0.4060069,0.051835373,0.9837579,0.081430435,1.001602,0.080357,0.018917575
0.4060069,0.051835373,0.9831818,0.084102765,0.999545,0.083055,0.017410971
0.4060069,0.051835373,0.9814628,0.08674362,0.996378,0.0857,0.015958853
0.4060069,0.051835373,0.9786721,0.08925103,0.992628,0.088289,0.014917918
0.4060069,0.051835373,0.97484803,0.09170775,0.988567,0.090821,0.014605716
0.4060069,0.051835373,0.9700404,0.0941288,0.984338,0.093297,0.01512941
0.4060069,0.051835373,0.9643021,0.096514784,0.980016,0.095716,0.016512655
0.4060069,0.051835373,0.9576846,0.09886679,0.975639,0.09808,0.018741198
0.4060069,0.051835373,0.9537855,0.10103163,0.971227,0.100389,0.018084146
0.4060069,0.051835373,0.95155305,0.10305841,0.966792,0.102643,0.015654355
0.4060069,0.051835373,0.9485868,0.10505462,0.962338,0.104844,0.01396177
0.4060069,0.051835373,0.94493526,0.107021645,0.957868,0.106992,0.012962364
0.4060069,0.051835373,0.94064283,0.10896073,0.953383,0.109089,0.012868464
0.4060069,0.051835373,0.93554825,0.11091785,0.948882,0.111134,0.013549887
0.4060069,0.051835373,0.92958987,0.11291742,0.944364,0.113129,0.014985718
0.4060069,0.051835373,0.92674524,0.11473937,0.939828,0.115074,0.013417371
0.4060069,0.051835373,0.92453766,0.11649233,0.935273,0.11697,0.011213005
0.4060069,0.051835373,0.921934,0.118223295,0.930698,0.118818,0.009358674
0.4060069,0.051835373,0.91896963,0.11993365,0.926099,0.120618,0.007813722
0.4060069,0.051835373,0.9156797,0.12162472,0.921475,0.122372,0.0065425783
0.4060069,0.051835373,0.91209984,0.12329814,0.916824,0.124079,0.005505003
0.3713519,0.074395664,0.39208323,0.07442769,0.371352,0.074396,0.020762928
0.3713519,0.074395664,0.37141573,0.076063804,0.370011,0.074686,0.0027825385
0.3713519,0.074395664,0.36535475,0.075112075,0.368019,0.074966,0.002810344
0.3713519,0.074395664,0.3822285,0.07757774,0.36523,0.075232,0.01934424
0.3713519,0.074395664,0.38185295,0.081986755,0.361467,0.075481,0.026891708
0.3713519,0.074395664,0.37754732,0.08413246,0.356524,0.075709,0.029446796
0.3713519,0.074395664,0.37249362,0.08510744,0.350157,0.075911,0.03153307
0.3713519,0.074395664,0.3667806,0.085002415,0.342092,0.076082,0.033609018
0.3713519,0.074395664,0.35658723,0.08347353,0.332023,0.076215,0.03182277
0.3713519,0.074395664,0.34084022,0.08186453,0.319638,0.076301,0.026765734
0.3713519,0.074395664,0.32905433,0.080163844,0.304639,0.076333,0.028246157
0.3713519,0.074395664,0.31883433,0.0785416,0.286799,0.076299,0.034277923
0.3713519,0.074395664,0.30505475,0.07672784,0.266031,0.07619,0.039561592
0.3713519,0.074395664,0.28657717,0.075281516,0.242481,0.075994,0.044808656
0.3713519,0.074395664,0.25868532,0.07310124,0.216627,0.075704,0.044661082
0.3713519,0.074395664,0.22798096,0.07085611,0.189331,0.075314,0.043107852
0.3713519,0.074395664,0.19832309,0.06945062,0.161801,0.07482,0.04189147
0.3713519,0.074395664,0.18194266,0.07054804,0.135431,0.074226,0.050189607
0.3713519,0.074395664,0.16440646,0.07158718,0.111533,0.073541,0.05482728
0.3713519,0.074395664,0.14600016,0.072548494,0.091071,0.072777,0.05515767
0.3713519,0.074395664,0.12712337,0.0731044,0.074506,0.071952,0.053769767
0.3713519,0.074395664,0.108230725,0.073063,0.06181,0.071081,0.048402727
0.3713519,0.074395664,0.091239914,0.072746366,0.052605,0.07018,0.041201282
0.3713519,0.074395664,0.07854147,0.07178035,0.046333,0.069262,0.03472682
0.3713519,0.074395664,0.066796735,0.07064006,0.042403,0.068338,0.026695792
0.3713519,0.074395664,0.05562366,0.06952067,0.040273,0.067416,0.017455332
0.3713519,0.074395664,0.046351474,0.06836984,0.039495,0.066504,0.0087223165
0.3713519,0.074395664,0.037397336,0.0672771,0.039714,0.065604,0.0039897673
0.3713519,0.074395664,0.032541346,0.0664057,0.040659,0.064721,0.009802349
0.3713519,0.074395664,0.033764075,0.06576827,0.04213,0.063857,0.0102772005
0.3713519,0.074395664,0.036203515,0.06508222,0.043982,0.063013,0.009847704
0.3713519,0.074395664,0.038715314,0.06426065,0.046108,0.062191,0.009462334
0.3713519,0.074395664,0.041033577,0.06349102,0.048431,0.06139,0.00949844
0.3713519,0.074395664,0.0428275,0.06279169,0.050895,0.060611,0.010248195
0.3713519,0.074395664,0.044490587,0.06218417,0.05346,0.059855,0.011298582
0.3713519,0.074395664,0.046024453,0.06167247,0.056098,0.059121,0.012625016
0.3713519,0.074395664,0.047430646,0.061257463,0.058787,0.05841,0.014203817
0.3713519,0.074395664,0.04882921,0.060887888,0.061511,0.05772,0.015849676
0.3713519,0.074395664,0.05026908,0.060541384,0.06426,0.057053,0.017479304
0.3713519,0.074395664,0.05175246,0.06021603,0.067025,0.056406,0.019082569
0.3713519,0.074395664,0.053283047,0.05990983,0.069801,0.055782,0.020645786
0.3713519,0.074395664,0.054861795,0.05962036,0.072582,0.055178,0.022162564
0.3713519,0.074395664,0.056488764,0.059345253,0.075365,0.054594,0.02362749
0.3713519,0.074395664,0.06070132,0.05914595,0.078148,0.054031,0.022561628
0.3713519,0.074395664,0.066055074,0.059153967,0.080929,0.053488,0.020539895
0.3713519,0.074395664,0.07120766,0.059300117,0.083706,0.052965,0.018833458
0.3713519,0.074395664,0.07594378,0.059511643,0.08648,0.052461,0.01758686
0.3713519,0.074395664,0.08069505,0.059757702,0.089248,0.051976,0.016334657
0.3713519,0.074395664,0.085435346,0.060030155,0.09201,0.05151,0.015094809
0.3713519,0.074395664,0.0900882,0.060270436,0.094767,0.051062,0.01388723
0.3713519,0.074395664,0.09459503,0.060409635,0.097517,0.050632,0.012699604
0.3713519,0.074395664,0.09906043,0.06055845,0.100261,0.05022,0.01153902
0.3713519,0.074395664,0.10344984,0.06070526,0.102999,0.049825,0.011331093
0.3713519,0.074395664,0.10685511,0.06083245,0.105731,0.049448,0.012508556
0.3713519,0.074395664,0.10902716,0.060977336,0.108457,0.049087,0.0124605
0.3713519,0.074395664,0.11182617,0.061165698,0.111177,0.048743,0.013071869
0.3713519,0.074395664,0.113501385,0.06133111,0.113891,0.048415,0.01330572
0.3713519,0.074395664,0.11534722,0.06150246,0.116599,0.048103,0.014651239
0.3713519,0.074395664,0.117778316,0.0615834,0.119302,0.047807,0.01530008
0.3713519,0.074395664,0.1209539,0.061453983,0.122001,0.047526,0.014975082
0.3713519,0.074395664,0.12488668,0.061295256,0.124694,0.04726,0.014227934
0.3713519,0.074395664,0.12758009,0.06119618,0.127384,0.04701,0.014382262
0.3713519,0.074395664,0.13039811,0.061100997,0.130069,0.046774,0.014656104
0.3713519,0.074395664,0.13623409,0.061018486,0.132751,0.046552,0.017949574
0.3713519,0.074395664,0.14436422,0.060928836,0.13543,0.046344,0.023519065
0.3713519,0.074395664,0.15363657,0.06080187,0.138106,0.046151,0.030181441
0.3713519,0.074395664,0.15982673,0.06059275,0.14078,0.045971,0.033668473
0.3713519,0.074395664,0.16400738,0.060311265,0.143453,0.045805,0.035060644
0.3713519,0.074395664,0.16793656,0.05997456,0.146125,0.045652,0.03613412
0.3713519,0.074395664,0.17157604,0.05958116,0.148797,0.045511,0.036849193
0.3713519,0.074395664,0.17567506,0.058724117,0.151469,0.045384,0.037546173
0.3713519,0.074395664,0.1838082,0.057664394,0.154143,0.04527,0.04205958
0.3713519,0.074395664,0.18860868,0.05656587,0.156819,0.045167,0.043188546
0.3713519,0.074395664,0.19000538,0.05542124,0.159498,0.045078,0.040850613
0.3713519,0.074395664,0.18795371,0.054233305,0.162181,0.045,0.03500601
0.3713519,0.074395664,0.18252309,0.053003598,0.16487,0.044934,0.02572269
0.3713519,0.074395664,0.17500944,0.051693127,0.167565,0.04488,0.014257569
0.3713519,0.074395664,0.17383096,0.051870145,0.170267,0.044837,0.010597099
0.3713519,0.074395664,0.17108254,0.052243344,0.172979,0.044806,0.0093338005
0.3713519,0.074395664,0.16629708,0.052702725,0.175701,0.044786,0.017320655
0.3713519,0.074395664,0.15968248,0.053187106,0.178436,0.044777,0.027163621
0.3713519,0.074395664,0.15247275,0.053746812,0.181185,0.044779,0.03768007
0.3713519,0.074395664,0.1443133,0.054334454,0.183951,0.044792,0.049180154
0.3713519,0.074395664,0.135467,0.05482409,0.186736,0.044816,0.061277103
0.3713519,0.074395664,0.13766885,0.054888677,0.189542,0.044851,0.061910823
0.3713519,0.074395664,0.14745438,0.054476842,0.192373,0.044896,0.054499455
0.3713519,0.074395664,0.15575746,0.05369926,0.195232,0.044952,0.048221804
0.3713519,0.074395664,0.16260953,0.05278354,0.198122,0.045019,0.043277003
0.3713519,0.074395664,0.17096351,0.052255183,0.201048,0.045096,0.037243675
0.3713519,0.074395664,0.17960061,0.05195324,0.204014,0.045183,0.031183634
0.3713519,0.074395664,0.18680188,0.051663704,0.207026,0.045281,0.026606828
0.3713519,0.074395664,0.19841175,0.05114194,0.21009,0.045389,0.017431188
0.3713519,0.074395664,0.20653215,0.05028921,0.213212,0.045508,0.011461057
0.3713519,0.074395664,0.21009335,0.049050916,0.216401,0.045638,0.009720564
0.3713519,0.074395664,0.21285217,0.04794569,0.219666,0.045778,0.00898153
0.3713519,0.074395664,0.21637507,0.047492374,0.223018,0.045929,0.008206312
0.3713519,0.074395664,0.22201972,0.047763757,0.226467,0.046091,0.0061200373
0.3713519,0.074395664,0.22539401,0.04816135,0.23003,0.046265,0.0065323412
0.3713519,0.074395664,0.22803041,0.048558395,0.233722,0.04645,0.007799983
0.3713519,0.074395664,0.2302,0.048991524,0.237563,0.046647,0.009707529
0.3713519,0.074395664,0.23460843,0.049409695,0.241576,0.046857,0.00952027
0.3713519,0.074395664,0.2388378,0.049863204,0.245788,0.047079,0.009734403
0.3713519,0.074395664,0.24313565,0.050312273,0.250232,0.047315,0.010093637
0.3713519,0.074395664,0.25114286,0.050343975,0.254946,0.047566,0.006581109
0.3713519,0.074395664,0.25983766,0.050344415,0.25998,0.047832,0.00265475
0.3713519,0.074395664,0.2687834,0.050359722,0.26539,0.048114,0.0056391023
0.3713519,0.074395664,0.27903646,0.05029341,0.271247,0.048414,0.009668872
0.3713519,0.074395664,0.28969163,0.05024811,0.27764,0.048733,0.013566721
0.3713519,0.074395664,0.30082098,0.050219987,0.284677,0.049074,0.017289963
0.3713519,0.074395664,0.31248245,0.050205577,0.292497,0.049439,0.020752013
0.3713519,0.074395664,0.32484096,0.05047989,0.301275,0.04983,0.024215836
0.3713519,0.074395664,0.33808064,0.050808206,0.311238,0.050253,0.02739786
0.3713519,0.074395664,0.35278112,0.051037423,0.322677,0.05071,0.030431554
0.3713519,0.074395664,0.36787295,0.05150257,0.335978,0.051209,0.032188524
0.3713519,0.074395664,0.38345364,0.052072775,0.351649,0.051757,0.032120425
0.3713519,0.074395664,0.43347633,0.053936023,0.37037,0.052364,0.064678356
0.3713519,0.074395664,0.4873489,0.055898312,0.393054,0.053042,0.09715122
0.3713519,0.074395664,0.5427753,0.05787017,0.420916,0.053809,0.12592044
0.3713519,0.074395664,0.5996079,0.059846472,0.455551,0.054685,0.14921835
0.3713519,0.074395664,0.65769523,0.061822545,0.498935,0.0557,0.16488276
0.3713519,0.074395664,0.7168804,0.06379372,0.553209,0.05689,0.1705751
0.3713519,0.074395664,0.7649189,0.06574339,0.619893,0.058299,0.15247029
0.3713519,0.074395664,0.7856329,0.06765084,0.698101,0.059971,0.09521176
0.3713519,0.074395664,0.80647284,0.06954113,0.782077,0.061941,0.03199595
0.3713519,0.074395664,0.82735676,0.07141078,0.860767,0.064208,0.040613033
0.3713519,0.074395664,0.84820575,0.073256835,0.92288,0.066725,0.08120608
0.3713519,0.074395664,0.86894375,0.0750764,0.963917,0.06941,0.10063966
0.3713519,0.074395664,0.8890588,0.07688995,0.986935,0.072182,0.10258414
0.3713519,0.074395664,0.90691876,0.078776255,0.997829,0.074977,0.09470951
0.3713519,0.074395664,0.9243575,0.080635026,1.00162,0.077757,0.080140606
0.3713519,0.074395664,0.9413236,0.08246401,1.001534,0.0805,0.062174417
0.3713519,0.074395664,0.9577726,0.08426137,0.999399,0.083196,0.042691767
0.3713519,0.074395664,0.9630013,0.08652036,0.996192,0.085838,0.03387303
0.3713519,0.074395664,0.96417016,0.088929854,0.99242,0.088424,0.028755717
0.3713519,0.074395664,0.96522915,0.09127751,0.988347,0.090953,0.02344235
0.3713519,0.074395664,0.966178,0.093561254,0.984113,0.093426,0.018070236
0.3713519,0.074395664,0.9676508,0.09572127,0.979787,0.095842,0.01225695
0.3713519,0.074395664,0.9692542,0.09779254,0.975407,0.098203,0.0065632686
0.3713519,0.074395664,0.96693355,0.10004476,0.970995,0.100509,0.004525706
0.3713519,0.074395664,0.9638156,0.10227283,0.966558,0.10276,0.0032295212
0.3713519,0.074395664,0.9605901,0.10443177,0.962103,0.104958,0.0020391122
0.3713519,0.074395664,0.95726544,0.10652141,0.957633,0.107104,0.00095017254
0.3713519,0.074395664,0.9538506,0.10854201,0.953146,0.109198,0.0013606325
0.3713519,0.074395664,0.95035315,0.11049404,0.948644,0.11124,0.0024551228
0.3713519,0.074395664,0.9467817,0.11237838,0.944126,0.113232,0.0035093054
0.3713519,0.074395664,0.9431425,0.11419588,0.939589,0.115175,0.004532568
0.3713519,0.074395664,0.939442,0.11594801,0.935033,0.117068,0.005528949
0.3713519,0.074395664,0.9356857,0.117636055,0.930456,0.118914,0.0065076575
0.3713519,0.074395664,0.93187726,0.11926173,0.925856,0.120712,0.0074715316
0.3713519,0.074395664,0.9280199,0.12082681,0.921231,0.122463,0.008425102
0.3713519,0.074395664,0.9241115,0.12238625,0.916578,0.124168,0.009315245
0.3713519,0.074395664,0.9201555,0.1238921,0.911895,0.125827,0.010195449
0.3713519,0.074395664,0.91615015,0.12533629,0.90718,0.127441,0.011074856
0.3713519,0.074395664,0.9120917,0.12672085,0.902429,0.129011,0.011952847
0.3713519,0.074395664,0.9079304,0.12800665,0.897639,0.130537,0.012821749
0.3713519,0.074395664,0.90369207,0.1292269,0.892807,0.132019,0.013677165
0.3713519,0.074395664,0.8993761,0.13039345,0.887929,0.133459,0.014512628
0.3713519,0.074395664,0.894921,0.13151988,0.883001,0.134857,0.01525709
0.3713519,0.074395664,0.8902205,0.13262834,0.878018,0.136212,0.015786171
0.3713519,0.074395664,0.8861704,0.13365915,0.872975,0.137526,0.017062247
0.3713519,0.074395664,0.88200885,0.13464648,0.867866,0.138799,0.018295392
0.3713519,0.074395664,0.8776245,0.13559628,0.862686,0.140032,0.019374251
0.3713519,0.074395664,0.87299633,0.13651118,0.857427,0.141224,0.02028215
0.3713519,0.074395664,0.8680988,0.13739336,0.852081,0.142376,0.021000445
0.3713519,0.074395664,0.8629031,0.13824525,0.84664,0.143489,0.021506876
0.3713519,0.074395664,0.8574558,0.13911968,0.841095,0.144562,0.02180314
0.3713519,0.074395664,0.85166776,0.1399804,0.835433,0.145595,0.02184935
0.3713519,0.074395664,0.8454886,0.1408188,0.829643,0.14659,0.021616787
0.3713519,0.074395664,0.8391525,0.14164717,0.82371,0.147546,0.021341309
0.3713519,0.074395664,0.8323885,0.14245915,0.817618,0.148462,0.020773351
0.3713519,0.074395664,0.8251305,0.14325604,0.811346,0.14934,0.019868493
0.3713519,0.074395664,0.8173376,0.14405169,0.804875,0.150178,0.01858887
0.3713519,0.074395664,0.8089701,0.14485851,0.798176,0.150977,0.016912594
0.3713519,0.074395664,0.7999899,0.1456537,0.791221,0.151736,0.014851168
0.3713519,0.074395664,0.7903593,0.14643839,0.783973,0.152455,0.012402952
0.3713519,0.074395664,0.78003734,0.14721337,0.776388,0.153133,0.009568989
0.3713519,0.074395664,0.7689875,0.14797951,0.768416,0.15377,0.0063619763
0.3713519,0.074395664,0.7571711,0.14873755,0.759993,0.154364,0.008448377
0.3713519,0.074395664,0.74455684,0.14948805,0.751042,0.154914,0.011911124
0.3713519,0.074395664,0.73111176,0.15023121,0.741467,0.155419,0.015543029
0.3713519,0.074395664,0.73031783,0.14844215,0.731148,0.155876,0.00826402
0.3713519,0.074395664,0.73182255,0.14605045,0.719935,0.156284,0.022121102
0.3713519,0.074395664,0.73292965,0.14350803,0.707633,0.156639,0.03842759
0.3713519,0.074395664,0.7186489,0.14191133,0.693988,0.156937,0.03968656
0.3713519,0.074395664,0.70303327,0.14036134,0.678668,0.157173,0.0411769
0.3713519,0.074395664,0.6395127,0.1357528,0.661226,0.157341,0.043301463
0.3713519,0.074395664,0.5650715,0.13044181,0.641058,0.157432,0.102976695
0.3713519,0.074395664,0.48584175,0.1248199,0.61733,0.157436,0.16410437
0.3713519,0.074395664,0.40183407,0.11888917,0.588888,0.157338,0.22550274
0.3713519,0.074395664,0.31308025,0.11265299,0.554121,0.157117,0.28550476
0.3713519,0.074395664,0.21961664,0.10611345,0.510817,0.156747,0.3418339
0.3713519,0.074395664,0.17834581,0.10492581,0.45609,0.156192,0.32901037
0.3713519,0.074395664,0.14912917,0.105098695,0.386685,0.155403,0.28786016
0.3713519,0.074395664,0.11842756,0.1052805,0.300424,0.154321,0.23103695
0.3713519,0.074395664,0.086294845,0.10546854,0.199817,0.152886,0.16093962
0.3713519,0.074395664,0.052757274,0.105662294,0.096556,0.151064,0.08920042
0.3713519,0.074395664,0.022318956,0.10573263,0.009257,0.148883,0.05621233
0.3713519,0.074395664,0.016460594,0.10500461,-0.049663,0.146439,0.10755798
0.3713519,0.074395664,0.011370879,0.10413597,-0.08198,0.143851,0.13306591
0.3713519,0.074395664,0.006042924,0.1032343,-0.096749,0.141209,0.14076662
0.3713519,0.074395664,0.0004660301,0.102299675,-0.102009,0.13857,0.13874535
0.3713519,0.074395664,-0.00536998,0.101331644,-0.102595,0.135962,0.13185537
0.3713519,0.074395664,-0.011475731,0.10033027,-0.10098,0.133397,0.122571
0.3713519,0.074395664,-0.017434005,0.09931086,-0.098346,0.130881,0.11248213
0.3713519,0.074395664,-0.019982893,0.09843293,-0.095245,0.128417,0.105246186
0.3713519,0.074395664,-0.02001642,0.09765691,-0.091932,0.126005,0.10026366
0.3713519,0.074395664,-0.020022545,0.09685116,-0.088526,0.123644,0.09529629
0.3713519,0.074395664,-0.01996455,0.0958285,-0.085084,0.121335,0.09062594
0.3713519,0.074395664,-0.030990783,0.095591225,-0.081633,0.119076,0.07412699
0.3713519,0.074395664,-0.043059338,0.09542229,-0.078185,0.116866,0.05656937
0.3713519,0.074395664,-0.054133553,0.0951768,-0.074746,0.114705,0.04014064
0.3713519,0.074395664,-0.06419577,0.09485378,-0.071319,0.112592,0.024861448
0.3713519,0.074395664,-0.073227406,0.09445241,-0.067907,0.110527,0.021394998
0.3713519,0.074395664,-0.081213325,0.093972,-0.064508,0.108507,0.03124033
0.3713519,0.074395664,-0.0881529,0.093909755,-0.061125,0.106534,0.039652143
0.3713519,0.074395664,-0.09386143,0.09393027,-0.057756,0.104605,0.04678016
0.3713519,0.074395664,-0.09850794,0.09390372,-0.054402,0.10272,0.05292222
0.3713519,0.074395664,-0.10204266,0.09357527,-0.051063,0.100878,0.05828239
0.3713519,0.074395664,-0.10189651,0.09249817,-0.047739,0.099078,0.06073734
0.3713519,0.074395664,-0.10057972,0.091345325,-0.044429,0.097321,0.0621264
0.3713519,0.074395664,-0.09829156,0.090162754,-0.041134,0.095604,0.06259881
0.3713519,0.074395664,-0.09504236,0.08895265,-0.037853,0.093928,0.062164713
0.3713519,0.074395664,-0.0908442,0.08771736,-0.034586,0.092292,0.06083284
0.3713519,0.074395664,-0.08571218,0.08645919,-0.031334,0.090694,0.05861299
0.3713519,0.074395664,-0.07966177,0.08518052,-0.028095,0.089135,0.05552125
0.3713519,0.074395664,-0.06556557,0.08414862,-0.024871,0.087613,0.04415895
0.3713519,0.074395664,-0.048719186,0.083186395,-0.021661,0.086128,0.029999787
0.3713519,0.074395664,-0.031564463,0.0821592,-0.018464,0.08468,0.015621262
0.3713519,0.074395664,-0.011859465,0.08110738,-0.015281,0.083267,0.00558116
0.3713519,0.074395664,0.008050632,0.07997513,-0.012111,0.081889,0.022075508
0.3713519,0.074395664,0.027815145,0.07881308,-0.008955,0.080546,0.03850306
0.3713519,0.074395664,0.04745699,0.07762498,-0.005812,0.079237,0.054881014
0.3713519,0.074395664,0.06700219,0.07641456,-0.002682,0.07796,0.07122963
0.3713519,0.074395664,0.086472794,0.075185284,0.000434,0.076717,0.08757051
0.3713519,0.074395664,0.105892226,0.07394104,0.003538,0.075506,0.10391919
0.3713519,0.074395664,0.09687771,0.07318845,0.006629,0.074326,0.091386266
0.3713519,0.074395664,0.08150743,0.07254028,0.009707,0.073177,0.072437145
0.3713519,0.074395664,0.05697332,0.07258637,0.012773,0.072059,0.044727694
0.3713519,0.074395664,0.03661127,0.07384635,0.015826,0.07097,0.023661619
0.3713519,0.074395664,0.03668813,0.07548603,0.018867,0.069911,0.023396155
0.3713519,0.074395664,0.04634748,0.07662604,0.021895,0.068881,0.03219752
0.3713519,0.074395664,0.055493485,0.077781565,0.024911,0.067879,0.040485054
0.3713519,0.074395664,0.0634677,0.079037465,0.027916,0.066905,0.047684163
0.3713519,0.074395664,0.07121448,0.08035326,0.030908,0.065958,0.05470174
0.3713519,0.074395664,0.07874586,0.081729956,0.033889,0.065039,0.061547812
0.3713519,0.074395664,0.08607654,0.08316776,0.036859,0.064146,0.06823931
0.3713519,0.074395664,0.09321533,0.08466714,0.039816,0.063278,0.07478847
0.3713519,0.074395664,0.100172654,0.086228475,0.042763,0.062436,0.081202134
0.3713519,0.074395664,0.10696469,0.08785243,0.045698,0.06162,0.08749913
0.3713519,0.074395664,0.11360164,0.08953983,0.048623,0.060828,0.09369048
0.3713519,0.074395664,0.12009288,0.09129077,0.051536,0.06006,0.09978765
0.5144995,0.059406374,0.51608884,0.06018541,0.514499,0.059406,0.0023692437
0.5144995,0.059406374,0.5617178,0.062348813,0.568819,0.060599,0.008850992
0.5144995,0.059406374,0.63370746,0.062849045,0.634987,0.062011,0.002117578
0.5144995,0.059406374,0.7149754,0.063616216,0.711489,0.063682,0.003552176
0.5144995,0.059406374,0.79646283,0.06490071,0.792089,0.06564,0.0051131397
0.5144995,0.059406374,0.86980397,0.06644636,0.866133,0.06788,0.005104631
0.5144995,0.059406374,0.94019765,0.06811259,0.923708,0.070351,0.018728033
0.5144995,0.059406374,0.9658268,0.07130814,0.961501,0.072976,0.0059936643
0.5144995,0.059406374,0.9831632,0.07473863,0.982721,0.075678,0.0013815761
0.5144995,0.059406374,0.9937192,0.078222215,0.992797,0.078399,0.0010989904
0.5144995,0.059406374,0.9977955,0.08108817,0.996275,0.081104,0.001536347
0.5144995,0.059406374,0.99850273,0.083989166,0.996099,0.083773,0.0026198998
0.5144995,0.059406374,0.99716634,0.08638019,0.993955,0.086394,0.0032251254
0.5144995,0.059406374,0.9947509,0.08883861,0.990763,0.088964,0.0041133016
0.5144995,0.059406374,0.991568,0.091375016,0.987008,0.091479,0.004664041
0.5144995,0.059406374,0.98781985,0.09394348,0.982949,0.093938,0.004876308
0.5144995,0.059406374,0.98366815,0.09650662,0.978721,0.096342,0.0051117465
0.5144995,0.059406374,0.97924954,0.09903368,0.974397,0.098691,0.0051952153
0.5144995,0.059406374,0.9746801,0.10149197,0.970014,0.100985,0.0051731244
0.5144995,0.059406374,0.9700432,0.103861034,0.965595,0.103225,0.005084209
0.5144995,0.059406374,0.9654569,0.106011845,0.961149,0.105412,0.004907772
0.5144995,0.059406374,0.9610164,0.107832894,0.956683,0.107546,0.0046203285
0.5144995,0.059406374,0.95660776,0.10957368,0.952198,0.109629,0.004465051
0.5144995,0.059406374,0.95224494,0.11123117,0.947695,0.111661,0.004979752
0.5144995,0.059406374,0.94793385,0.112803444,0.943174,0.113643,0.005599402
0.5144995,0.059406374,0.9434674,0.114571385,0.938635,0.115575,0.0058360025
0.5144995,0.059406374,0.9387941,0.11659887,0.934076,0.117459,0.0055781975
0.5144995,0.059406374,0.9341224,0.118588336,0.929494,0.119294,0.005334027
0.5144995,0.059406374,0.9294429,0.12053843,0.924889,0.121082,0.0050974265
0.5144995,0.059406374,0.9247436,0.12244764,0.920259,0.122824,0.0048609525
0.5144995,0.059406374,0.92001194,0.12431411,0.9156,0.124519,0.004616827
0.5144995,0.059406374,0.9152355,0.12613565,0.910911,0.126168,0.004356846
0.5144995,0.059406374,0.9104007,0.1279098,0.906189,0.127773,0.004348457
