u,w,up,wp,ut,wt,error
0.6757029,0.117260784,0.23487593,0.04632616,0.239358,0.04674,0.0048958994
0.6757029,0.117260784,0.23951916,0.046417348,0.243458,0.046955,0.0044764914
0.6757029,0.117260784,0.2441971,0.04652747,0.247772,0.047184,0.004231423
0.6757029,0.117260784,0.24891283,0.046657108,0.252334,0.047426,0.004190065
0.6757029,0.117260784,0.25367004,0.046806704,0.257188,0.047684,0.00439525
0.6757029,0.117260784,0.25827342,0.047019932,0.262385,0.047957,0.005048655
0.6757029,0.117260784,0.26295292,0.047257595,0.267989,0.048247,0.0060254894
0.6757029,0.117260784,0.27049744,0.04741542,0.274078,0.048555,0.0047201514
0.6757029,0.117260784,0.27827144,0.04758713,0.28075,0.048884,0.0037754402
0.6757029,0.117260784,0.28628057,0.04777304,0.288124,0.049236,0.0033063814
0.6757029,0.117260784,0.29452935,0.047973465,0.296356,0.049612,0.0034651794
0.6757029,0.117260784,0.30302206,0.048188705,0.305643,0.050017,0.0044492297
0.6757029,0.117260784,0.31176147,0.04841902,0.316237,0.050455,0.006511513
0.6757029,0.117260784,0.32116982,0.048684914,0.32847,0.050931,0.009546254
0.6757029,0.117260784,0.33861932,0.049343728,0.342778,0.051451,0.0062659495
0.6757029,0.117260784,0.35677677,0.05004026,0.359742,0.052024,0.0049489513
0.6757029,0.117260784,0.37564117,0.050774522,0.380138,0.052662,0.0063843206
0.6757029,0.117260784,0.39520845,0.051546432,0.405007,0.053378,0.011630125
0.6757029,0.117260784,0.41568387,0.052510835,0.435732,0.054191,0.021728307
0.6757029,0.117260784,0.4747081,0.05448752,0.474087,0.055127,0.0012605898
0.6757029,0.117260784,0.5378413,0.056580245,0.522174,0.056216,0.016031563
0.6757029,0.117260784,0.6003027,0.058673248,0.582,0.0575,0.019475926
0.6757029,0.117260784,0.66204363,0.060764275,0.654281,0.059024,0.009502888
0.6757029,0.117260784,0.7230852,0.06285378,0.736192,0.060829,0.015131548
0.6757029,0.117260784,0.783537,0.064945385,0.81933,0.062937,0.037801392
0.6757029,0.117260784,0.84315723,0.067029476,0.891586,0.065326,0.050132252
0.6757029,0.117260784,0.901902,0.06910384,0.944127,0.06793,0.043398842
0.6757029,0.117260784,0.94998574,0.071339026,0.976288,0.070665,0.026976302
0.6757029,0.117260784,0.9601169,0.07421607,0.993058,0.073453,0.03370417
0.6757029,0.117260784,0.9690301,0.07708126,1.000204,0.076245,0.032010145
0.6757029,0.117260784,0.9763221,0.07988213,1.001927,0.079011,0.026476033
0.6757029,0.117260784,0.98063403,0.08262962,1.000745,0.081733,0.021007642
0.6757029,0.117260784,0.98270065,0.08540257,0.998035,0.084404,0.01633294
0.6757029,0.117260784,0.98360074,0.0881536,0.994526,0.087021,0.012057893
0.6757029,0.117260784,0.9833991,0.090691134,0.990594,0.089581,0.008305073
0.6757029,0.117260784,0.98209786,0.09320079,0.986436,0.092085,0.0054539368
0.6757029,0.117260784,0.97973156,0.09568904,0.982153,0.094532,0.003578484
0.6757029,0.117260784,0.97633606,0.09815411,0.9778,0.096923,0.0026950613
0.6757029,0.117260784,0.9719499,0.10059433,0.973403,0.099259,0.002788432
0.6757029,0.117260784,0.96661097,0.10300818,0.968979,0.10154,0.0038362145
0.6757029,0.117260784,0.96035874,0.10539439,0.964534,0.103767,0.005802639
0.6757029,0.117260784,0.9532323,0.107752,0.960072,0.105941,0.008650698
0.6757029,0.117260784,0.9452716,0.11007988,0.955594,0.108063,0.012339272
0.6757029,0.117260784,0.94174504,0.112150416,0.9511,0.110133,0.011372365
0.6757029,0.117260784,0.9378432,0.11417358,0.946591,0.112153,0.010768399
0.6757029,0.117260784,0.9333919,0.11609761,0.942064,0.114122,0.010647662
0.6757029,0.117260784,0.928315,0.117970705,0.937519,0.116042,0.011132732
0.6757029,0.117260784,0.92260915,0.11981072,0.932954,0.117914,0.012241587
0.6757029,0.117260784,0.91709924,0.12164748,0.928366,0.119738,0.0131762475
0.6757029,0.117260784,0.9121864,0.123420835,0.923755,0.121514,0.01347544
0.6757029,0.117260784,0.9099978,0.12502593,0.919118,0.123244,0.010902092
0.6757029,0.117260784,0.9073852,0.12659883,0.914451,0.124928,0.00873667
0.6757029,0.117260784,0.9043815,0.12814039,0.909754,0.126567,0.0069458485
0.6757029,0.117260784,0.9010186,0.12965125,0.905023,0.128161,0.0054946095
0.6757029,0.117260784,0.8973255,0.1311324,0.900255,0.12971,0.004351899
0.6757029,0.117260784,0.8933317,0.1325848,0.895447,0.131217,0.0034831017
0.6757029,0.117260784,0.8890667,0.13400942,0.890594,0.13268,0.0028567314
0.6757029,0.117260784,0.8845575,0.13540733,0.885694,0.1341,0.002443865
0.6757029,0.117260784,0.8798311,0.13677979,0.880742,0.135478,0.0022127181
0.6757029,0.117260784,0.8749138,0.13812768,0.875732,0.136815,0.002130881
0.6757029,0.117260784,0.8698304,0.13945232,0.87066,0.13811,0.0021719038
0.6757029,0.117260784,0.8646049,0.14075473,0.865519,0.139365,0.0023038238
0.6757029,0.117260784,0.85925907,0.14203608,0.860304,0.140579,0.0025020093
0.6757029,0.117260784,0.853816,0.14329758,0.855007,0.141753,0.0027355999
0.6757029,0.117260784,0.848297,0.14454035,0.849619,0.142887,0.0029753298
0.6757029,0.117260784,0.8427189,0.14576563,0.844132,0.143982,0.003196746
0.6757029,0.117260784,0.8371014,0.14697435,0.838535,0.145037,0.0033709705
0.6757029,0.117260784,0.8314626,0.14816764,0.832817,0.146053,0.003469035
0.6757029,0.117260784,0.8258189,0.14934686,0.826964,0.147029,0.0034629852
0.6757029,0.117260784,0.8201848,0.15051281,0.82096,0.147967,0.003320977
0.6757029,0.117260784,0.8145756,0.15166664,0.814789,0.148866,0.003014028
0.6757029,0.117260784,0.80900186,0.15280923,0.80843,0.149726,0.003655076
0.6757029,0.117260784,0.8034793,0.15394184,0.801858,0.150546,0.0050171465
0.6757029,0.117260784,0.7980158,0.15506518,0.795047,0.151327,0.006706968
0.6757029,0.117260784,0.79262644,0.15618011,0.787963,0.152068,0.008775577
0.6757029,0.117260784,0.787316,0.1572878,0.780568,0.152768,0.011267826
0.6757029,0.117260784,0.78209513,0.15838882,0.772814,0.153428,0.0142419785
0.6757029,0.117260784,0.77697116,0.15948418,0.764645,0.154045,0.017765358
0.018148612,0.079146266,0.025494516,0.07701302,0.018149,0.079146,0.009478491
0.018148612,0.079146266,0.018450808,0.076449946,0.013553,0.077952,0.0063998597
0.018148612,0.079146266,0.016027119,0.07556101,0.011386,0.076763,0.0058431067
0.018148612,0.079146266,0.016278353,0.07412729,0.010902,0.075587,0.006836063
0.018148612,0.079146266,0.017510187,0.07293475,0.01156,0.074431,0.0074464427
0.018148612,0.079146266,0.01896004,0.07176952,0.012986,0.073297,0.007501521
0.018148612,0.079146266,0.014906537,0.070932314,0.014926,0.072187,0.001274148
0.018148612,0.079146266,0.015197497,0.07032937,0.017208,0.071104,0.0027851332
0.018148612,0.079146266,0.017292928,0.06964491,0.019718,0.070047,0.0028271582
0.018148612,0.079146266,0.020082276,0.06887557,0.022378,0.069017,0.00243715
0.018148612,0.079146266,0.023254048,0.06803867,0.025137,0.068015,0.0019066222
0.018148612,0.079146266,0.02657814,0.06714614,0.02796,0.067039,0.0014890004
0.018148612,0.079146266,0.029034268,0.06624988,0.030825,0.066091,0.0019496083
0.018148612,0.079146266,0.030930053,0.065503486,0.033715,0.065168,0.0031204298
0.018148612,0.079146266,0.033595543,0.064780846,0.036618,0.064272,0.0035313033
0.018148612,0.079146266,0.03599922,0.0640257,0.039529,0.063402,0.0041534826
0.018148612,0.079146266,0.03950287,0.0631467,0.042442,0.062557,0.003528837
0.018148612,0.079146266,0.043522965,0.062153853,0.045352,0.061737,0.002245888
0.018148612,0.079146266,0.047220003,0.06110798,0.048258,0.060941,0.001204975
0.018148612,0.079146266,0.051026475,0.060318906,0.051159,0.06017,0.00028143078
0.018148612,0.079146266,0.05387075,0.059529103,0.054052,0.059423,0.000287354
0.018148612,0.079146266,0.05651335,0.058720373,0.056937,0.058699,0.00044502318
0.018148612,0.079146266,0.05905078,0.057902,0.059814,0.057998,0.0008592196
0.018148612,0.079146266,0.061528366,0.057084367,0.062681,0.057319,0.0013872646
0.018148612,0.079146266,0.063980445,0.056270894,0.06554,0.056662,0.0019506626
0.018148612,0.079146266,0.06643821,0.05546554,0.06839,0.056028,0.0025142431
0.018148612,0.079146266,0.06892432,0.054672033,0.07123,0.055414,0.003047645
0.018148612,0.079146266,0.07145904,0.05389419,0.074061,0.054822,0.0035297722
0.018148612,0.079146266,0.07384305,0.053252727,0.076884,0.05425,0.004038226
0.018148612,0.079146266,0.07631378,0.05262662,0.079697,0.053699,0.0044556
0.018148612,0.079146266,0.07975222,0.051991437,0.082501,0.053167,0.0039243437
0.018148612,0.079146266,0.08351587,0.05136492,0.085297,0.052656,0.0030722134
0.018148612,0.079146266,0.08733253,0.050755955,0.088084,0.052163,0.0021585114
0.018148612,0.079146266,0.090415075,0.05013467,0.090863,0.051689,0.0020022504
0.018148612,0.079146266,0.093415126,0.049531978,0.093633,0.051234,0.0019198991
0.018148612,0.079146266,0.09637295,0.048952386,0.096396,0.050797,0.0018676668
0.018148612,0.079146266,0.099292055,0.048397843,0.099151,0.050378,0.00212121
0.018148612,0.079146266,0.10219215,0.047867164,0.101898,0.049976,0.0024029836
0.018148612,0.079146266,0.10507901,0.047360342,0.104638,0.049592,0.0026726648
0.018148612,0.079146266,0.10795222,0.046877425,0.107371,0.049224,0.002927795
0.018148612,0.079146266,0.110814855,0.04641843,0.110098,0.048874,0.0031724274
0.018148612,0.079146266,0.11366849,0.04598303,0.112818,0.048539,0.0034064539
0.018148612,0.079146266,0.11651491,0.045570888,0.115532,0.048221,0.0036330149
0.018148612,0.079146266,0.11935447,0.045181423,0.11824,0.047919,0.0038520508
0.018148612,0.079146266,0.12219317,0.044812407,0.120942,0.047632,0.00407077
0.018148612,0.079146266,0.12516679,0.044569913,0.12364,0.047361,0.004317876
0.018148612,0.079146266,0.12820472,0.044390075,0.126333,0.047104,0.004585646
0.018148612,0.079146266,0.13125046,0.044221856,0.129021,0.046862,0.004869595
0.018148612,0.079146266,0.13430418,0.044063583,0.131706,0.046635,0.0051695965
0.018148612,0.079146266,0.13736613,0.043913655,0.134388,0.046422,0.005486477
0.018148612,0.079146266,0.14054914,0.043720696,0.137066,0.046223,0.005985435
0.018148612,0.079146266,0.14382388,0.04348752,0.139743,0.046038,0.0066313595
0.018148612,0.079146266,0.14688213,0.04327574,0.142417,0.045867,0.0070563927
0.018148612,0.079146266,0.14984305,0.043138072,0.14509,0.045708,0.007322982
0.018148612,0.079146266,0.15271576,0.043134008,0.147763,0.045563,0.007381752
0.018148612,0.079146266,0.1555887,0.04314701,0.150436,0.045431,0.0074366927
0.018148612,0.079146266,0.15845479,0.043174513,0.15311,0.045312,0.007482279
0.018148612,0.079146266,0.16131504,0.04321444,0.155786,0.045205,0.0075196065
0.018148612,0.079146266,0.16416313,0.04326439,0.158465,0.04511,0.007543739
0.018148612,0.079146266,0.16699721,0.043322437,0.161147,0.045028,0.0075557753
0.018148612,0.079146266,0.16965802,0.04347264,0.163834,0.044957,0.007308375
0.018148612,0.079146266,0.17223956,0.0436474,0.166527,0.044898,0.0069631524
0.018148612,0.079146266,0.17475964,0.04381426,0.169227,0.044851,0.006569378
0.018148612,0.079146266,0.17721619,0.04397094,0.171935,0.044816,0.00612624
0.018148612,0.079146266,0.17961366,0.044116206,0.174654,0.044791,0.005634453
0.018148612,0.079146266,0.18195327,0.044248782,0.177384,0.044778,0.0050984807
0.018148612,0.079146266,0.18425442,0.044360407,0.180129,0.044777,0.004542008
0.018148612,0.079146266,0.18683554,0.0443916,0.182888,0.044786,0.0043419413
0.018148612,0.079146266,0.18921788,0.044340655,0.185666,0.044805,0.0040162317
0.018148612,0.079146266,0.19184919,0.044199668,0.188464,0.044836,0.004021518
0.018148612,0.079146266,0.19466169,0.04397205,0.191286,0.044877,0.0042806454
0.018148612,0.079146266,0.19703121,0.043987337,0.194134,0.044929,0.0038388819
0.018148612,0.079146266,0.19935896,0.0440339,0.197012,0.044991,0.0033040494
0.018148612,0.079146266,0.20189007,0.044089746,0.199924,0.045064,0.002940312
0.018148612,0.079146266,0.2045122,0.044151187,0.202875,0.045148,0.0026340038
0.018148612,0.079146266,0.20720841,0.044217687,0.20587,0.045242,0.0023627207
0.018148612,0.079146266,0.2099935,0.044289827,0.208913,0.045346,0.00213667
0.018148612,0.079146266,0.212882,0.044368234,0.212013,0.045461,0.0019617565
0.018148612,0.079146266,0.2158906,0.0444534,0.215176,0.045586,0.0018472001
0.018148612,0.079146266,0.21903427,0.044545565,0.218412,0.045722,0.001798708
0.018148612,0.079146266,0.22233112,0.044645067,0.22173,0.045869,0.0018250607
0.018148612,0.079146266,0.2257949,0.04475198,0.225141,0.046027,0.0019289143
0.018148612,0.079146266,0.22944577,0.04486648,0.22866,0.046197,0.002116289
0.018148612,0.079146266,0.2332985,0.04498843,0.232301,0.046377,0.002386067
0.018148612,0.079146266,0.23737188,0.045117788,0.236084,0.04657,0.0027400889
0.018148612,0.079146266,0.24168293,0.045254555,0.240029,0.046775,0.0031743683
0.018148612,0.079146266,0.24624918,0.045398585,0.244162,0.046992,0.0036806054
0.018148612,0.079146266,0.25108606,0.045549612,0.248515,0.047223,0.0042444505
0.018148612,0.079146266,0.25621092,0.04570755,0.253122,0.047468,0.0048493706
0.018148612,0.079146266,0.2616336,0.04587274,0.25803,0.047728,0.0054588653
0.018148612,0.079146266,0.26736555,0.046045754,0.26329,0.048004,0.0060338043
0.018148612,0.079146266,0.27341673,0.046227038,0.268969,0.048297,0.0065176897
0.018148612,0.079146266,0.27979618,0.046417445,0.275148,0.048609,0.0068397336
0.018148612,0.079146266,0.28651065,0.04661795,0.281928,0.048941,0.0069056936
0.018148612,0.079146266,0.2935298,0.04687307,0.289434,0.049297,0.0065197535
0.018148612,0.079146266,0.30058202,0.047557477,0.297827,0.049678,0.0048755407
0.018148612,0.079146266,0.3079383,0.048248276,0.307312,0.050088,0.0024660192
0.018148612,0.079146266,0.31873617,0.048913516,0.318155,0.050532,0.0021996573
0.018148612,0.079146266,0.33323303,0.04963001,0.3307,0.051014,0.0039170086
0.018148612,0.079146266,0.34785634,0.050321672,0.345407,0.051543,0.0036706626
0.018148612,0.079146266,0.3633653,0.050921947,0.362883,0.052126,0.0016863458
0.018148612,0.079146266,0.38153377,0.05128649,0.383946,0.052776,0.0039017424
0.018148612,0.079146266,0.4039646,0.050740574,0.409686,0.053506,0.0084868185
0.018148612,0.079146266,0.4263386,0.050197635,0.441551,0.054338,0.019352753
0.018148612,0.079146266,0.44859123,0.04970596,0.481379,0.055297,0.03837881
0.018148612,0.079146266,0.4960299,0.050354984,0.5313,0.056416,0.041331112
0.018148612,0.079146266,0.57405,0.052727558,0.593219,0.057737,0.024178416
0.018148612,0.079146266,0.651139,0.055830427,0.667439,0.059305,0.019774538
0.018148612,0.079146266,0.7269976,0.058894366,0.750296,0.06116,0.025564015
0.018148612,0.079146266,0.80151576,0.061896794,0.832473,0.063318,0.032378428
0.018148612,0.079146266,0.8745719,0.064831555,0.901852,0.065748,0.028196536
0.018148612,0.079146266,0.94414306,0.06746466,0.95082,0.06838,0.007592313
0.018148612,0.079146266,0.95895547,0.07037781,0.979991,0.071128,0.021785744
0.018148612,0.079146266,0.965505,0.072835416,0.994783,0.07392,0.030362561
0.018148612,0.079146266,0.9718437,0.07515768,1.000783,0.076709,0.03049057
0.018148612,0.079146266,0.97870314,0.07730471,1.001884,0.079468,0.025344126
0.018148612,0.079146266,0.9852211,0.07927077,1.000373,0.082183,0.018064149
0.018148612,0.079146266,0.9856511,0.08127225,0.997491,0.084845,0.015412673
0.018148612,0.079146266,0.9836104,0.08397874,0.993892,0.087452,0.013754882
0.018148612,0.079146266,0.98164946,0.087087795,0.989912,0.090003,0.011177719
0.018148612,0.079146266,0.9806641,0.08958722,0.985728,0.092497,0.007973731
0.018148612,0.079146266,0.9782067,0.092031896,0.98143,0.094935,0.006126404
0.018148612,0.079146266,0.9743219,0.0944485,0.977068,0.097317,0.0056146085
0.018148612,0.079146266,0.9691804,0.09683689,0.972666,0.099643,0.006291732
0.018148612,0.079146266,0.96325225,0.099181145,0.968238,0.101915,0.007719606
0.018148612,0.079146266,0.9586435,0.10139732,0.96379,0.104133,0.007882185
0.018148612,0.079146266,0.95345783,0.10357226,0.959325,0.106299,0.008593924
0.018148612,0.079146266,0.9477713,0.10570777,0.954844,0.108412,0.009776913
0.018148612,0.079146266,0.9423812,0.10782362,0.950348,0.110474,0.010617197
0.018148612,0.079146266,0.93865705,0.109953076,0.945836,0.112485,0.009710886
0.018148612,0.079146266,0.9346078,0.11204761,0.941307,0.114446,0.009097591
0.018148612,0.079146266,0.93027306,0.11410831,0.936758,0.116358,0.008734614
0.018148612,0.079146266,0.9256842,0.11613564,0.932189,0.118222,0.00859113
0.018148612,0.079146266,0.9208741,0.118130386,0.927598,0.120038,0.008631498
0.018148612,0.079146266,0.91586447,0.120092556,0.922983,0.121806,0.00883197
0.018148612,0.079146266,0.91067815,0.1220224,0.918341,0.123529,0.009169437
0.018148612,0.079146266,0.9053324,0.123919845,0.91367,0.125205,0.009622768
0.018148612,0.079146266,0.89984167,0.12578484,0.908967,0.126836,0.01017651
0.018148612,0.079146266,0.8953036,0.12757842,0.90423,0.128423,0.0097709745
0.018148612,0.079146266,0.8912938,0.1293156,0.899455,0.129965,0.008810595
0.018148612,0.079146266,0.8871637,0.13101849,0.89464,0.131464,0.007921845
0.018148612,0.079146266,0.8829176,0.13268648,0.88978,0.13292,0.007095918
0.018148612,0.079146266,0.8786496,0.13414137,0.884871,0.134333,0.0064130425
0.018148612,0.079146266,0.8742821,0.13552378,0.879909,0.135704,0.005807072
0.018148612,0.079146266,0.86979306,0.13686955,0.87489,0.137034,0.005261421
0.018148612,0.079146266,0.86517626,0.13817796,0.869806,0.138323,0.004774764
0.018148612,0.079146266,0.8604272,0.13944861,0.864654,0.13957,0.0043481886
0.018148612,0.079146266,0.85553634,0.14068067,0.859425,0.140778,0.003986001
0.018148612,0.079146266,0.8504963,0.1418732,0.854114,0.141945,0.0036895126
0.018148612,0.079146266,0.8452965,0.14302424,0.84871,0.143073,0.003462255
0.018148612,0.079146266,0.83992755,0.14413238,0.843205,0.14416,0.0033050478
0.018148612,0.079146266,0.83437645,0.14519683,0.837589,0.145209,0.0032247454
0.018148612,0.079146266,0.82863283,0.14621647,0.831849,0.146218,0.0032176822
0.018148612,0.079146266,0.8226857,0.14719073,0.825972,0.147189,0.0032880306
0.018148612,0.079146266,0.8165216,0.14811859,0.819942,0.14812,0.0034218282
0.018148612,0.079146266,0.81012887,0.14899914,0.813741,0.149012,0.0036250204
0.018148612,0.079146266,0.80349594,0.14983167,0.807347,0.149865,0.00388439
0.018148612,0.079146266,0.7966126,0.1506155,0.800738,0.150679,0.0041888654
0.018148612,0.079146266,0.7894663,0.15134993,0.793884,0.151453,0.004520729
0.018148612,0.079146266,0.78204745,0.15203443,0.786751,0.152188,0.004857093
0.018148612,0.079146266,0.7743458,0.1526686,0.779299,0.152881,0.0051656067
0.018148612,0.079146266,0.7663534,0.15325211,0.771481,0.153534,0.0054094344
0.018148612,0.079146266,0.75806075,0.1537846,0.763236,0.154144,0.005534634
0.018148612,0.079146266,0.7494613,0.15426618,0.754494,0.154711,0.0054775327
0.018148612,0.079146266,0.74054736,0.15469679,0.745168,0.155233,0.005156815
0.018148612,0.079146266,0.7313143,0.15507653,0.735147,0.155709,0.0044651628
0.018148612,0.079146266,0.7217573,0.155406,0.724293,0.156136,0.0032657087
0.018148612,0.079146266,0.7118729,0.15568541,0.712428,0.156511,0.001380682
0.018148612,0.079146266,0.70165837,0.15591547,0.699325,0.156831,0.0032488704
0.018148612,0.079146266,0.69111204,0.15609692,0.684684,0.157091,0.007422149
0.018148612,0.079146266,0.68023384,0.15623069,0.668106,0.157286,0.013183132
0.018148612,0.079146266,0.6638643,0.15665576,0.649052,0.157407,0.015563533
0.018148612,0.079146266,0.63660103,0.15772721,0.626787,0.157446,0.010095239
0.018148612,0.079146266,0.6082633,0.15880334,0.600289,0.157388,0.009389669
0.018148612,0.079146266,0.5788678,0.15988469,0.568138,0.157216,0.013398483
0.018148612,0.079146266,0.54801637,0.16113278,0.528366,0.156907,0.023876116
0.018148612,0.079146266,0.5160452,0.16242683,0.478337,0.156427,0.043708056
0.018148612,0.079146266,0.4369522,0.15923306,0.414849,0.155733,0.02560325
0.018148612,0.079146266,0.35498148,0.15483065,0.335028,0.154769,0.020015135
0.018148612,0.079146266,0.27090454,0.15037583,0.239039,0.153473,0.034962714
0.018148612,0.079146266,0.18456738,0.14617571,0.134767,0.151798,0.055422664
0.018148612,0.079146266,0.09631632,0.14179781,0.039298,0.149745,0.06496552
0.018148612,0.079146266,0.0062469654,0.13712113,-0.030881,0.147386,0.047392838
0.018148612,0.079146266,-0.069343075,0.13397332,-0.072346,0.14484,0.013869613
0.018148612,0.079146266,-0.08973639,0.13639924,-0.092645,0.14221,0.008719377
0.018148612,0.079146266,-0.10673861,0.13816981,-0.100765,0.139566,0.007369809
0.018148612,0.079146266,-0.103964195,0.136224,-0.102728,0.136943,0.0019551888
0.018148612,0.079146266,-0.101102784,0.13423727,-0.101756,0.134361,0.0007769391
0.018148612,0.079146266,-0.098070726,0.13217351,-0.099418,0.131827,0.0016937852
0.018148612,0.079146266,-0.094983295,0.13008279,-0.096452,0.129343,0.0022084862
0.018148612,0.079146266,-0.09184481,0.12796725,-0.0932,0.126911,0.00241144
0.018148612,0.079146266,-0.08865951,0.1258288,-0.08982,0.124531,0.0024582893
0.018148612,0.079146266,-0.08542977,0.123662904,-0.086388,0.122202,0.002419129
0.018148612,0.079146266,-0.08215831,0.12146795,-0.082938,0.119924,0.002323635
0.018148612,0.079146266,-0.0788527,0.11925784,-0.079488,0.117696,0.002197139
0.018148612,0.079146266,-0.075836405,0.1170935,-0.076045,0.115517,0.0017850995
0.018148612,0.079146266,-0.072962,0.114948764,-0.072613,0.113386,0.0019117668
0.018148612,0.079146266,-0.07005589,0.11279262,-0.069195,0.111302,0.0023515
0.018148612,0.079146266,-0.067120835,0.11062659,-0.065792,0.109266,0.0026894286
0.018148612,0.079146266,-0.064159825,0.10845221,-0.062402,0.107275,0.0029350333
0.018148612,0.079146266,-0.061174918,0.10627085,-0.059028,0.105329,0.0030887686
0.018148612,0.079146266,-0.058168698,0.10408381,-0.055669,0.103427,0.0031565055
0.018148612,0.079146266,-0.055143077,0.101892315,-0.052324,0.101569,0.0031423941
0.018148612,0.079146266,-0.05210011,0.099697694,-0.048994,0.099754,0.0031624138
0.018148612,0.079146266,-0.049061317,0.097882904,-0.045679,0.097981,0.003480412
0.018148612,0.079146266,-0.046014834,0.096278116,-0.042378,0.096249,0.0036659501
0.018148612,0.079146266,-0.042737473,0.09484956,-0.039092,0.094557,0.0039380267
0.018148612,0.079146266,-0.039376754,0.09348822,-0.03582,0.092906,0.0041389726
0.018148612,0.079146266,-0.03601261,0.09211213,-0.032562,0.091294,0.004268743
0.018148612,0.079146266,-0.03265353,0.09074265,-0.029318,0.08972,0.0043581743
0.018148612,0.079146266,-0.029300708,0.08938088,-0.026089,0.088184,0.0044085924
0.018148612,0.079146266,-0.025955576,0.08802788,-0.022873,0.086685,0.004425455
0.018148612,0.079146266,-0.022620488,0.08668473,-0.019671,0.085223,0.0044112243
0.018148612,0.079146266,-0.019288886,0.08535746,-0.016483,0.083797,0.004366344
0.018148612,0.079146266,-0.015966017,0.084044024,-0.013308,0.082406,0.004296042
0.018148612,0.079146266,-0.012654562,0.08274501,-0.010147,0.08105,0.004202569
0.018148612,0.079146266,-0.009354461,0.08146125,-0.006999,0.079728,0.004088712
0.018148612,0.079146266,-0.006067414,0.0801938,-0.003864,0.078439,0.003958219
0.018148612,0.079146266,-0.0027934797,0.07894341,-0.000742,0.077183,0.003811888
0.018148612,0.079146266,0.00046650693,0.07771106,0.002366,0.07596,0.003650551
0.018148612,0.079146266,0.0037122779,0.07649748,0.005462,0.074768,0.0034792032
0.018148612,0.079146266,0.006943237,0.07530335,0.008545,0.073608,0.0032971129
0.018148612,0.079146266,0.010159384,0.07412942,0.011615,0.072478,0.0031070365
0.018148612,0.079146266,0.013360184,0.07297643,0.014673,0.071378,0.0029112492
0.018148612,0.079146266,0.016545963,0.071844816,0.017718,0.070308,0.0027088542
0.018148612,0.079146266,0.019716632,0.07073517,0.020751,0.069267,0.002502542
0.018148612,0.079146266,0.022872161,0.069648035,0.023772,0.068254,0.0022938717
0.018148612,0.079146266,0.026013386,0.06858389,0.026781,0.06727,0.0020815022
0.018148612,0.079146266,0.02913962,0.06754302,0.029778,0.066313,0.0018684044
0.018148612,0.079146266,0.032252233,0.066526055,0.032764,0.065383,0.0016548187
0.018148612,0.079146266,0.035351347,0.065533094,0.035737,0.06448,0.0014387481
0.018148612,0.079146266,0.038437914,0.06456445,0.038699,0.063603,0.0012225397
0.018148612,0.079146266,0.041512262,0.0636205,0.04165,0.062752,0.0010062382
0.018148612,0.079146266,0.044575643,0.06270143,0.04459,0.061926,0.0007897839
0.018148612,0.079146266,0.047628235,0.061807416,0.047518,0.061124,0.00079365075
0.018148612,0.079146266,0.050672542,0.060938604,0.050436,0.060347,0.00082814693
0.018148612,0.079146266,0.053708326,0.060095184,0.053342,0.059594,0.00086750835
0.018148612,0.079146266,0.056737673,0.059277363,0.056238,0.058864,0.0009130351
0.018148612,0.079146266,0.05976094,0.058485232,0.059124,0.058158,0.0009641722
0.018148612,0.079146266,0.06278099,0.057718985,0.061999,0.057474,0.0010269769
0.018148612,0.079146266,0.065798834,0.05697856,0.064864,0.056812,0.0011013933
0.018148612,0.079146266,0.06881584,0.056264274,0.067719,0.056173,0.001188118
0.018148612,0.079146266,0.071833685,0.055576064,0.070564,0.055554,0.0012917481
0.018148612,0.079146266,0.07485433,0.054914318,0.073399,0.054957,0.00149801
0.018148612,0.079146266,0.07787998,0.054278933,0.076225,0.054381,0.0017570518
0.018148612,0.079146266,0.080912605,0.053670295,0.079042,0.053825,0.0020253062
0.018148612,0.079146266,0.083953634,0.053088315,0.081849,0.053289,0.0023053177
0.018148612,0.079146266,0.087006405,0.05253332,0.084648,0.052772,0.0025970861
0.018148612,0.079146266,0.09007181,0.052005403,0.087437,0.052275,0.0029044114
0.018148612,0.079146266,0.09315248,0.051504888,0.090219,0.051797,0.003225591
0.018148612,0.079146266,0.0963179,0.051002808,0.092992,0.051337,0.003660094
0.19812988,0.081666656,0.20154066,0.0810162,0.19813,0.081667,0.004061468
0.19812988,0.081666656,0.16972962,0.07970681,0.164345,0.081096,0.0067738146
0.19812988,0.081666656,0.13907242,0.07865271,0.131785,0.080401,0.0090357065
0.19812988,0.081666656,0.109805346,0.07813068,0.102438,0.079593,0.008829668
0.19812988,0.081666656,0.08530092,0.07731323,0.077758,0.07869,0.0089196935
0.19812988,0.081666656,0.05763654,0.0770523,0.058368,0.077712,0.0013911575
0.19812988,0.081666656,0.038700145,0.07660973,0.044101,0.076682,0.0054731257
0.19812988,0.081666656,0.029270928,0.076045245,0.034273,0.07562,0.005427312
0.19812988,0.081666656,0.0235116,0.074995086,0.027996,0.074543,0.0049364865
0.19812988,0.081666656,0.020555984,0.0735505,0.024407,0.073463,0.0039385147
0.19812988,0.081666656,0.018986415,0.071856916,0.022776,0.072389,0.0043216683
0.19812988,0.081666656,0.01876862,0.070169255,0.022538,0.071329,0.0049291234
0.19812988,0.081666656,0.019289833,0.06858356,0.023275,0.070286,0.005687602
0.19812988,0.081666656,0.019856524,0.06727517,0.024688,0.069265,0.00682131
