Problem,Folder,Final Error 1,Final Error 2,Hidden Layers,Pinn Info,Batch Size,total_neurons,shape
Bp,simulation312,0.0056665134616196156,0.9581810832023621,"[['ELU', 128], ['LeakyReLU', 32], ['Sigmoid', 64]]",False,traininig_data/treino_s/,224,bowtie
Bp,simulation655,0.014123352244496346,0.9517327547073364,"[['ELU', 128], ['LeakyReLU', 128]]",False,traininig_data/treino_s/,256,rectangle
Bp,simulation757,0.008509433828294277,0.9551516771316528,"[['Tanh', 128], ['Tanh', 64]]",False,traininig_data/treino_s/,192,bottleneck
Bp,simulation584,0.022907979786396027,0.9737240672111511,"[['LeakyReLU', 16], ['ReLU', 32]]",False,traininig_data/treino_s/,48,funnel
Bp,simulation406,0.009089208208024502,0.9214887619018555,"[['ELU', 16], ['ELU', 128], ['ReLU', 64]]",False,traininig_data/treino_s/,208,diamond
Bp,simulation770,0.013467086479067802,0.9479520320892334,"[['ReLU', 64], ['ELU', 16]]",False,traininig_data/treino_s/,80,bottleneck
Bp,simulation282,0.004031095653772354,0.9370818138122559,"[['ReLU', 128], ['ELU', 64], ['Tanh', 64]]",False,traininig_data/treino_s/,256,bottleneck
Bp,simulation465,0.006398272700607777,1.074828028678894,"[['LeakyReLU', 32], ['ELU', 64], ['SiLU', 16]]",False,traininig_data/treino_s/,112,diamond
Bp,simulation212,0.007733585312962532,1.0435653924942017,"[['ELU', 128], ['LeakyReLU', 32], ['Tanh', 32]]",False,traininig_data/treino_s/,192,bottleneck
Bp,simulation30,0.006974273826926947,1.0324774980545044,"[['ReLU', 32], ['SiLU', 64], ['Tanh', 128]]",False,traininig_data/treino_s/,224,funnel
Bp,simulation333,0.009849458932876587,0.9979120492935181,"[['Sigmoid', 128], ['ReLU', 32], ['SiLU', 64]]",False,traininig_data/treino_s/,224,bowtie
Bp,simulation231,0.006812781561166048,0.9785972237586975,"[['ReLU', 64], ['Sigmoid', 32], ['ReLU', 16]]",False,traininig_data/treino_s/,112,bottleneck
Bp,simulation8,0.0067401789128780365,1.0004591941833496,"[['LeakyReLU', 16], ['Tanh', 32], ['ReLU', 64]]",False,traininig_data/treino_s/,112,funnel
Bp,simulation532,0.031822141259908676,0.9498147964477539,"[['Sigmoid', 32], ['SiLU', 128]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation437,0.005636307876557112,0.9868241548538208,"[['ReLU', 64], ['LeakyReLU', 128], ['ReLU', 16]]",False,traininig_data/treino_s/,208,diamond
Bp,simulation669,0.032188888639211655,0.9636478424072266,"[['Sigmoid', 32], ['LeakyReLU', 32]]",False,traininig_data/treino_s/,64,rectangle
Bp,simulation161,0.015061656944453716,0.9871730804443359,"[['Sigmoid', 16], ['LeakyReLU', 16], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation744,0.02184121683239937,0.9518437385559082,"[['Sigmoid', 64], ['LeakyReLU', 32]]",False,traininig_data/treino_s/,96,bottleneck
Bp,simulation133,0.004765558987855911,0.9536243677139282,"[['ReLU', 64], ['SiLU', 64], ['Tanh', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation737,0.01267269253730774,0.9572551250457764,"[['ReLU', 64], ['Tanh', 16]]",False,traininig_data/treino_s/,80,bottleneck
Bp,simulation68,0.005701456684619188,0.9212490320205688,"[['SiLU', 16], ['Sigmoid', 32], ['SiLU', 128]]",False,traininig_data/treino_s/,176,funnel
Bp,simulation731,0.009898904711008072,0.9774460792541504,"[['ReLU', 128], ['ELU', 32]]",False,traininig_data/treino_s/,160,bottleneck
Bp,simulation198,0.0047531770542263985,1.0440138578414917,"[['SiLU', 64], ['LeakyReLU', 64], ['Sigmoid', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation452,0.008478992618620396,0.981508195400238,"[['Sigmoid', 32], ['Tanh', 64], ['ELU', 16]]",False,traininig_data/treino_s/,112,diamond
Bp,simulation715,0.011013840325176716,0.9405924081802368,"[['SiLU', 128], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,192,bottleneck
Bp,simulation187,0.013244003988802433,1.005990743637085,"[['ReLU', 16], ['LeakyReLU', 16], ['ELU', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation98,0.007217874750494957,0.9507873058319092,"[['LeakyReLU', 16], ['Tanh', 32], ['ReLU', 32]]",False,traininig_data/treino_s/,80,funnel
Bp,simulation474,0.005516085308045149,1.0150572061538696,"[['ELU', 16], ['SiLU', 128], ['ELU', 16]]",False,traininig_data/treino_s/,160,diamond
Bp,simulation410,0.004980752710253,1.035157322883606,"[['ReLU', 64], ['ReLU', 128], ['Sigmoid', 16]]",False,traininig_data/treino_s/,208,diamond
Bp,simulation31,0.013262166641652584,0.9412024617195129,"[['Sigmoid', 16], ['Tanh', 32], ['ELU', 32]]",False,traininig_data/treino_s/,80,funnel
Bp,simulation472,0.01696709170937538,0.9807701706886292,"[['Sigmoid', 16], ['Tanh', 128], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,160,diamond
Bp,simulation627,0.030942149460315704,0.9360382556915283,"[['SiLU', 16], ['ELU', 16]]",False,traininig_data/treino_s/,32,rectangle
Bp,simulation587,0.0225666556507349,0.936090350151062,"[['SiLU', 16], ['ELU', 128]]",False,traininig_data/treino_s/,144,funnel
Bp,simulation481,0.007448351942002773,0.9388830661773682,"[['SiLU', 64], ['ELU', 128], ['Tanh', 64]]",False,traininig_data/treino_s/,256,diamond
Bp,simulation245,0.006336753722280264,0.9359818696975708,"[['ELU', 128], ['ELU', 64], ['ELU', 64]]",False,traininig_data/treino_s/,256,bottleneck
Bp,simulation513,0.010637742467224598,0.9862933158874512,"[['ELU', 64], ['Tanh', 128]]",False,traininig_data/treino_s/,192,funnel
Bp,simulation204,0.005844310391694307,0.9448326230049133,"[['LeakyReLU', 128], ['ELU', 16], ['ELU', 16]]",False,traininig_data/treino_s/,160,bottleneck
Bp,simulation787,0.01961308717727661,0.9799845218658447,"[['LeakyReLU', 32], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,48,bottleneck
Bp,simulation207,0.007035003509372473,1.005449891090393,"[['LeakyReLU', 128], ['ReLU', 64], ['ELU', 32]]",False,traininig_data/treino_s/,224,bottleneck
Bp,simulation339,0.004734318237751722,0.9408683776855469,"[['LeakyReLU', 128], ['Sigmoid', 32], ['Tanh', 64]]",False,traininig_data/treino_s/,224,bowtie
Bp,simulation143,0.011394219473004341,0.9245287179946899,"[['SiLU', 16], ['LeakyReLU', 16], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation765,0.01108585949987173,0.9481945633888245,"[['SiLU', 128], ['Tanh', 32]]",False,traininig_data/treino_s/,160,bottleneck
Bp,simulation177,0.005300015211105347,0.8970210552215576,"[['Sigmoid', 64], ['ELU', 64], ['Sigmoid', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation2,0.004364542197436094,0.9293755292892456,"[['ELU', 16], ['Sigmoid', 64], ['Sigmoid', 64]]",False,traininig_data/treino_s/,144,funnel
Bp,simulation57,0.0056985472328960896,0.946607232093811,"[['ReLU', 16], ['Tanh', 64], ['LeakyReLU', 128]]",False,traininig_data/treino_s/,208,funnel
Bp,simulation332,0.010550625622272491,0.999016284942627,"[['Sigmoid', 128], ['ReLU', 16], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,208,bowtie
Bp,simulation372,0.010695838369429111,1.1275608539581299,"[['ReLU', 32], ['SiLU', 16], ['ReLU', 32]]",False,traininig_data/treino_s/,80,bowtie
Bp,simulation797,0.018606368452310562,0.9741216897964478,"[['SiLU', 128], ['ReLU', 16]]",False,traininig_data/treino_s/,144,bottleneck
Bp,simulation697,0.017955267801880836,0.9225819706916809,"[['ELU', 32], ['LeakyReLU', 32]]",False,traininig_data/treino_s/,64,rectangle
Bp,simulation559,0.030672680586576462,0.9296398162841797,"[['ReLU', 16], ['ELU', 64]]",False,traininig_data/treino_s/,80,funnel
Bp,simulation151,0.006137464195489883,1.0510174036026,"[['ELU', 64], ['ReLU', 64], ['Sigmoid', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation469,0.00751135591417551,0.9447864294052124,"[['Sigmoid', 16], ['LeakyReLU', 64], ['ReLU', 32]]",False,traininig_data/treino_s/,112,diamond
Bp,simulation376,0.00432572141289711,0.9286535978317261,"[['LeakyReLU', 64], ['Sigmoid', 32], ['LeakyReLU', 128]]",False,traininig_data/treino_s/,224,bowtie
Bp,simulation473,0.008798317052423954,0.9933955669403076,"[['ReLU', 16], ['Tanh', 32], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,64,diamond
Bp,simulation497,0.0058251251466572285,0.9395329356193542,"[['SiLU', 32], ['LeakyReLU', 64], ['LeakyReLU', 32]]",False,traininig_data/treino_s/,128,diamond
Bp,simulation343,0.006059971172362566,1.0130254030227661,"[['Tanh', 128], ['ReLU', 32], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,224,bowtie
Bp,simulation468,0.006695863325148821,0.9360105991363525,"[['ReLU', 32], ['LeakyReLU', 64], ['ReLU', 16]]",False,traininig_data/treino_s/,112,diamond
Bp,simulation691,0.0388183519244194,0.9239916801452637,"[['Sigmoid', 16], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,32,rectangle
Bp,simulation680,0.06385263055562973,0.9655618667602539,"[['Sigmoid', 16], ['SiLU', 16]]",False,traininig_data/treino_s/,32,rectangle
Bp,simulation153,0.011210290715098381,0.9870947003364563,"[['ReLU', 32], ['Sigmoid', 32], ['ReLU', 32]]",False,traininig_data/treino_s/,96,rectangle
Bp,simulation149,0.00802977941930294,0.9448282122612,"[['LeakyReLU', 32], ['Sigmoid', 32], ['ReLU', 32]]",False,traininig_data/treino_s/,96,rectangle
Bp,simulation90,0.012329556979238987,0.9315024614334106,"[['ReLU', 16], ['LeakyReLU', 16], ['SiLU', 128]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation192,0.0037280721589922905,0.902053952217102,"[['Tanh', 64], ['Sigmoid', 64], ['SiLU', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation713,0.019513674080371857,0.9124385714530945,"[['LeakyReLU', 128], ['ReLU', 16]]",False,traininig_data/treino_s/,144,bottleneck
Bp,simulation76,0.009045192040503025,0.939311146736145,"[['Sigmoid', 32], ['SiLU', 64], ['LeakyReLU', 128]]",False,traininig_data/treino_s/,224,funnel
Bp,simulation491,0.010911832563579082,0.9959475994110107,"[['Sigmoid', 16], ['SiLU', 64], ['LeakyReLU', 32]]",False,traininig_data/treino_s/,112,diamond
Bp,simulation613,0.01273335237056017,0.9585578441619873,"[['ELU', 64], ['Tanh', 64]]",False,traininig_data/treino_s/,128,rectangle
Bp,simulation227,0.0055360193364322186,0.9651041626930237,"[['SiLU', 64], ['SiLU', 32], ['Tanh', 32]]",False,traininig_data/treino_s/,128,bottleneck
Bp,simulation774,0.015939800068736076,0.9376819133758545,"[['ELU', 128], ['ELU', 32]]",False,traininig_data/treino_s/,160,bottleneck
Bp,simulation521,0.021227143704891205,0.9315289855003357,"[['LeakyReLU', 16], ['ELU', 64]]",False,traininig_data/treino_s/,80,funnel
Bp,simulation247,0.019901132211089134,0.9517970085144043,"[['Sigmoid', 64], ['ReLU', 16], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,96,bottleneck
Bp,simulation522,0.014669722877442837,0.913093090057373,"[['SiLU', 32], ['SiLU', 128]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation672,0.01358811929821968,0.9043066501617432,"[['Sigmoid', 128], ['LeakyReLU', 128]]",False,traininig_data/treino_s/,256,rectangle
Bp,simulation322,0.00564061151817441,0.9713920950889587,"[['LeakyReLU', 64], ['LeakyReLU', 32], ['SiLU', 64]]",False,traininig_data/treino_s/,160,bowtie
Bp,simulation381,0.008758210577070713,0.9747359752655029,"[['SiLU', 32], ['ELU', 16], ['ReLU', 128]]",False,traininig_data/treino_s/,176,bowtie
Bp,simulation614,0.034355416893959045,0.8906054496765137,"[['ELU', 16], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,32,rectangle
Bp,simulation644,0.035201847553253174,0.9078493714332581,"[['ELU', 16], ['ReLU', 16]]",False,traininig_data/treino_s/,32,rectangle
Bp,simulation291,0.005876111797988415,0.9715916514396667,"[['Sigmoid', 128], ['Tanh', 32], ['ELU', 16]]",False,traininig_data/treino_s/,176,bottleneck
Bp,simulation286,0.006413543131202459,0.9548479318618774,"[['SiLU', 32], ['Sigmoid', 32], ['SiLU', 16]]",False,traininig_data/treino_s/,80,bottleneck
Bp,simulation344,0.0057847145944833755,0.947043240070343,"[['ReLU', 64], ['Tanh', 16], ['LeakyReLU', 128]]",False,traininig_data/treino_s/,208,bowtie
Bp,simulation750,0.014485501684248447,0.9974198341369629,"[['ELU', 128], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,192,bottleneck
Bp,simulation764,0.011957002803683281,0.9204249382019043,"[['Tanh', 128], ['SiLU', 64]]",False,traininig_data/treino_s/,192,bottleneck
Bp,simulation426,0.006750359665602446,0.9591295719146729,"[['ELU', 32], ['SiLU', 128], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,176,diamond
Bp,simulation19,0.0057031987234950066,0.9629534482955933,"[['ELU', 32], ['Tanh', 32], ['ReLU', 64]]",False,traininig_data/treino_s/,128,funnel
Bp,simulation62,0.006172087509185076,1.0675694942474365,"[['LeakyReLU', 16], ['Tanh', 32], ['Sigmoid', 64]]",False,traininig_data/treino_s/,112,funnel
Bp,simulation495,0.010829491540789604,0.9985855221748352,"[['SiLU', 16], ['ReLU', 32], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,64,diamond
Bp,simulation772,0.008242884650826454,0.9341957569122314,"[['ReLU', 128], ['Tanh', 16]]",False,traininig_data/treino_s/,144,bottleneck
Bp,simulation65,0.007560187950730324,0.9355559349060059,"[['ELU', 16], ['Sigmoid', 32], ['ELU', 128]]",False,traininig_data/treino_s/,176,funnel
Bp,simulation272,0.00809691846370697,1.0243970155715942,"[['LeakyReLU', 64], ['ELU', 16], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,96,bottleneck
Bp,simulation570,0.026858285069465637,0.9163205623626709,"[['ELU', 16], ['ELU', 128]]",False,traininig_data/treino_s/,144,funnel
Bp,simulation362,0.010061253793537617,0.944466233253479,"[['Sigmoid', 64], ['ELU', 32], ['ELU', 64]]",False,traininig_data/treino_s/,160,bowtie
Bp,simulation429,0.008766214363276958,0.9957056641578674,"[['LeakyReLU', 16], ['Sigmoid', 128], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,160,diamond
Bp,simulation37,0.0048882667906582355,0.9307683706283569,"[['SiLU', 32], ['LeakyReLU', 64], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation418,0.006609409116208553,1.1489782333374023,"[['Tanh', 16], ['ReLU', 128], ['Tanh', 16]]",False,traininig_data/treino_s/,160,diamond
Bp,simulation274,0.006966135464608669,0.949050784111023,"[['ReLU', 64], ['Sigmoid', 32], ['ELU', 16]]",False,traininig_data/treino_s/,112,bottleneck
Bp,simulation563,0.016856437548995018,0.8983297348022461,"[['ELU', 16], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,80,funnel
Bp,simulation325,0.00690322695299983,1.0010498762130737,"[['ELU', 64], ['Tanh', 16], ['ReLU', 32]]",False,traininig_data/treino_s/,112,bowtie
Bp,simulation18,0.005070399958640337,0.9815346598625183,"[['ELU', 32], ['ReLU', 32], ['Sigmoid', 64]]",False,traininig_data/treino_s/,128,funnel
Bp,simulation55,0.004706528037786484,0.975021481513977,"[['SiLU', 32], ['LeakyReLU', 32], ['SiLU', 128]]",False,traininig_data/treino_s/,192,funnel
Bp,simulation716,0.03269929811358452,0.9581296443939209,"[['Sigmoid', 128], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,144,bottleneck
Bp,simulation304,0.007493447978049517,1.0655444860458374,"[['Tanh', 128], ['ReLU', 16], ['SiLU', 32]]",False,traininig_data/treino_s/,176,bowtie
Bp,simulation157,0.005677867215126753,0.9606130123138428,"[['Tanh', 32], ['SiLU', 32], ['Sigmoid', 32]]",False,traininig_data/treino_s/,96,rectangle
Bp,simulation728,0.013121088966727257,0.9641550779342651,"[['SiLU', 128], ['LeakyReLU', 32]]",False,traininig_data/treino_s/,160,bottleneck
Bp,simulation73,0.008095500990748405,0.9557006359100342,"[['ReLU', 16], ['ReLU', 32], ['SiLU', 128]]",False,traininig_data/treino_s/,176,funnel
Bp,simulation567,0.011449879966676235,0.9600298404693604,"[['ReLU', 64], ['ELU', 128]]",False,traininig_data/treino_s/,192,funnel
Bp,simulation112,0.014689628966152668,0.9761465787887573,"[['Tanh', 16], ['LeakyReLU', 16], ['ELU', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation431,0.008776022121310234,0.9289515614509583,"[['Tanh', 16], ['ELU', 64], ['ReLU', 32]]",False,traininig_data/treino_s/,112,diamond
Bp,simulation117,0.009100530296564102,0.9791918992996216,"[['LeakyReLU', 16], ['LeakyReLU', 16], ['SiLU', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation448,0.006949119735509157,1.0407811403274536,"[['ReLU', 64], ['Tanh', 128], ['ELU', 64]]",False,traininig_data/treino_s/,256,diamond
Bp,simulation398,0.00515751214697957,0.9202662110328674,"[['LeakyReLU', 128], ['SiLU', 16], ['Tanh', 64]]",False,traininig_data/treino_s/,208,bowtie
Bp,simulation451,0.0059544979594647884,0.9373778104782104,"[['Sigmoid', 16], ['LeakyReLU', 128], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,160,diamond
Bp,simulation145,0.007406185381114483,0.9580612182617188,"[['Tanh', 32], ['LeakyReLU', 32], ['LeakyReLU', 32]]",False,traininig_data/treino_s/,96,rectangle
Bp,simulation593,0.017764052376151085,0.9830020666122437,"[['Sigmoid', 32], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,96,funnel
Bp,simulation197,0.006625363603234291,0.9493217468261719,"[['ELU', 64], ['ELU', 64], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation69,0.007508252747356892,0.9482684135437012,"[['ReLU', 16], ['Tanh', 16], ['Sigmoid', 64]]",False,traininig_data/treino_s/,96,funnel
Bp,simulation727,0.01592288538813591,0.9113450646400452,"[['Tanh', 32], ['Sigmoid', 16]]",False,traininig_data/treino_s/,48,bottleneck
Bp,simulation534,0.008808082900941372,0.9533095359802246,"[['LeakyReLU', 64], ['ReLU', 128]]",False,traininig_data/treino_s/,192,funnel
Bp,simulation287,0.005640744231641293,1.0042644739151,"[['SiLU', 128], ['SiLU', 32], ['ReLU', 32]]",False,traininig_data/treino_s/,192,bottleneck
Bp,simulation41,0.003721074666827917,0.9289475083351135,"[['LeakyReLU', 32], ['LeakyReLU', 64], ['ReLU', 128]]",False,traininig_data/treino_s/,224,funnel
Bp,simulation326,0.007187429815530777,0.9297598600387573,"[['ReLU', 64], ['LeakyReLU', 32], ['ELU', 128]]",False,traininig_data/treino_s/,224,bowtie
Bp,simulation221,0.005356300622224808,0.9779507517814636,"[['LeakyReLU', 64], ['LeakyReLU', 32], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,112,bottleneck
Bp,simulation218,0.016340455040335655,0.9658109545707703,"[['Sigmoid', 32], ['ReLU', 16], ['SiLU', 16]]",False,traininig_data/treino_s/,64,bottleneck
Bp,simulation28,0.007763841655105352,0.9801561832427979,"[['Tanh', 16], ['SiLU', 32], ['ReLU', 64]]",False,traininig_data/treino_s/,112,funnel
Bp,simulation184,0.017054490745067596,0.9496098160743713,"[['LeakyReLU', 16], ['Tanh', 16], ['ELU', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation574,0.015070219524204731,0.9629596471786499,"[['ELU', 32], ['ReLU', 64]]",False,traininig_data/treino_s/,96,funnel
Bp,simulation47,0.0061418963596224785,0.9542862176895142,"[['Tanh', 32], ['Tanh', 64], ['ELU', 128]]",False,traininig_data/treino_s/,224,funnel
Bp,simulation15,0.009206111542880535,0.9282461404800415,"[['Sigmoid', 32], ['Tanh', 64], ['ReLU', 64]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation383,0.007343499455600977,0.998857855796814,"[['LeakyReLU', 32], ['LeakyReLU', 16], ['SiLU', 128]]",False,traininig_data/treino_s/,176,bowtie
Bp,simulation259,0.004152743611484766,0.9483675360679626,"[['LeakyReLU', 128], ['ELU', 64], ['SiLU', 64]]",False,traininig_data/treino_s/,256,bottleneck
Bp,simulation340,0.0093177929520607,0.9754087328910828,"[['Tanh', 64], ['LeakyReLU', 16], ['Tanh', 64]]",False,traininig_data/treino_s/,144,bowtie
Bp,simulation640,0.01653764396905899,0.9290491938591003,"[['ReLU', 32], ['ReLU', 32]]",False,traininig_data/treino_s/,64,rectangle
Bp,simulation155,0.0059310938231647015,0.9708917737007141,"[['SiLU', 64], ['SiLU', 64], ['ReLU', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation122,0.006223302334547043,0.9702474474906921,"[['SiLU', 32], ['ReLU', 32], ['LeakyReLU', 32]]",False,traininig_data/treino_s/,96,rectangle
Bp,simulation545,0.044356849044561386,0.9073055982589722,"[['Sigmoid', 32], ['ELU', 128]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation543,0.007170205004513264,0.9354230761528015,"[['LeakyReLU', 32], ['ReLU', 128]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation393,0.005985536612570286,0.9257692694664001,"[['ReLU', 128], ['LeakyReLU', 16], ['Sigmoid', 64]]",False,traininig_data/treino_s/,208,bowtie
Bp,simulation678,0.008277211338281631,0.9094426035881042,"[['Tanh', 64], ['Tanh', 64]]",False,traininig_data/treino_s/,128,rectangle
Bp,simulation622,0.021539032459259033,0.9681505560874939,"[['ReLU', 32], ['SiLU', 32]]",False,traininig_data/treino_s/,64,rectangle
Bp,simulation492,0.004183712415397167,0.9224007725715637,"[['ELU', 32], ['Sigmoid', 128], ['ELU', 64]]",False,traininig_data/treino_s/,224,diamond
Bp,simulation653,0.04541325196623802,1.0501697063446045,"[['Tanh', 16], ['ReLU', 16]]",False,traininig_data/treino_s/,32,rectangle
Bp,simulation294,0.006144767627120018,0.8903157711029053,"[['ELU', 128], ['SiLU', 32], ['LeakyReLU', 32]]",False,traininig_data/treino_s/,192,bottleneck
Bp,simulation767,0.012949246913194656,0.9815428256988525,"[['ReLU', 128], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,144,bottleneck
Bp,simulation193,0.00368318404071033,0.9525203704833984,"[['Tanh', 64], ['Tanh', 64], ['SiLU', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation267,0.010667678900063038,0.9814844131469727,"[['ELU', 32], ['ReLU', 16], ['SiLU', 16]]",False,traininig_data/treino_s/,64,bottleneck
Bp,simulation293,0.0070485821925103664,1.040189266204834,"[['Tanh', 64], ['ReLU', 64], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,144,bottleneck
Bp,simulation602,0.02370283007621765,0.9762635231018066,"[['LeakyReLU', 16], ['Tanh', 16]]",False,traininig_data/treino_s/,32,rectangle
Bp,simulation330,0.004853763617575169,0.9392396807670593,"[['Tanh', 64], ['SiLU', 32], ['SiLU', 64]]",False,traininig_data/treino_s/,160,bowtie
Bp,simulation209,0.004578444641083479,0.9560410380363464,"[['LeakyReLU', 64], ['Tanh', 64], ['Sigmoid', 16]]",False,traininig_data/treino_s/,144,bottleneck
Bp,simulation266,0.00846102088689804,0.9516380429267883,"[['Sigmoid', 64], ['Tanh', 32], ['ReLU', 32]]",False,traininig_data/treino_s/,128,bottleneck
Bp,simulation591,0.010048487223684788,0.935901403427124,"[['LeakyReLU', 16], ['ReLU', 128]]",False,traininig_data/treino_s/,144,funnel
Bp,simulation331,0.008329145610332489,1.065875768661499,"[['ReLU', 32], ['LeakyReLU', 16], ['ReLU', 64]]",False,traininig_data/treino_s/,112,bowtie
Bp,simulation142,0.014149541035294533,0.9260663986206055,"[['SiLU', 16], ['ELU', 16], ['ReLU', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation428,0.00954846478998661,0.9194750785827637,"[['Tanh', 16], ['ELU', 128], ['ELU', 64]]",False,traininig_data/treino_s/,208,diamond
Bp,simulation645,0.013189930468797684,0.9735545516014099,"[['ELU', 64], ['ReLU', 64]]",False,traininig_data/treino_s/,128,rectangle
Bp,simulation654,0.013525753282010555,0.9440688490867615,"[['SiLU', 128], ['ELU', 128]]",False,traininig_data/treino_s/,256,rectangle
Bp,simulation725,0.01152461301535368,0.9526620507240295,"[['Tanh', 128], ['ReLU', 64]]",False,traininig_data/treino_s/,192,bottleneck
Bp,simulation310,0.021930916234850883,0.9845460653305054,"[['Sigmoid', 128], ['ReLU', 16], ['SiLU', 32]]",False,traininig_data/treino_s/,176,bowtie
Bp,simulation283,0.004484898876398802,0.9487338066101074,"[['ELU', 128], ['Tanh', 64], ['Tanh', 64]]",False,traininig_data/treino_s/,256,bottleneck
Bp,simulation70,0.006928257178515196,0.9322811365127563,"[['ELU', 32], ['LeakyReLU', 64], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation84,0.006519853137433529,0.9651995301246643,"[['Sigmoid', 32], ['SiLU', 64], ['Tanh', 128]]",False,traininig_data/treino_s/,224,funnel
Bp,simulation373,0.008485181257128716,0.9500088095664978,"[['SiLU', 64], ['ReLU', 16], ['ELU', 32]]",False,traininig_data/treino_s/,112,bowtie
Bp,simulation683,0.019483620300889015,0.9489301443099976,"[['Tanh', 32], ['SiLU', 32]]",False,traininig_data/treino_s/,64,rectangle
Bp,simulation12,0.006781714502722025,1.0559916496276855,"[['ELU', 32], ['LeakyReLU', 32], ['LeakyReLU', 128]]",False,traininig_data/treino_s/,192,funnel
Bp,simulation320,0.008716735057532787,0.9486950635910034,"[['ELU', 32], ['Sigmoid', 16], ['ReLU', 32]]",False,traininig_data/treino_s/,80,bowtie
Bp,simulation255,0.005569859407842159,0.9328069686889648,"[['LeakyReLU', 64], ['SiLU', 32], ['ReLU', 32]]",False,traininig_data/treino_s/,128,bottleneck
Bp,simulation220,0.0056356703862547874,0.9156950116157532,"[['Tanh', 64], ['SiLU', 32], ['Sigmoid', 16]]",False,traininig_data/treino_s/,112,bottleneck
Bp,simulation302,0.009337839670479298,1.0011626482009888,"[['LeakyReLU', 32], ['Tanh', 16], ['ELU', 64]]",False,traininig_data/treino_s/,112,bowtie
Bp,simulation160,0.007390376180410385,0.9882528781890869,"[['Tanh', 32], ['LeakyReLU', 32], ['ELU', 32]]",False,traininig_data/treino_s/,96,rectangle
Bp,simulation124,0.011927179992198944,0.9094167947769165,"[['ELU', 16], ['Sigmoid', 16], ['SiLU', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation689,0.01038265135139227,0.9566277265548706,"[['ReLU', 64], ['ReLU', 64]]",False,traininig_data/treino_s/,128,rectangle
Bp,simulation703,0.015512912534177303,0.9329720735549927,"[['ELU', 128], ['Tanh', 16]]",False,traininig_data/treino_s/,144,bottleneck
Bp,simulation273,0.005497481673955917,0.9427908658981323,"[['ReLU', 128], ['SiLU', 32], ['LeakyReLU', 32]]",False,traininig_data/treino_s/,192,bottleneck
Bp,simulation537,0.03624961897730827,0.9927288293838501,"[['SiLU', 16], ['ELU', 32]]",False,traininig_data/treino_s/,48,funnel
Bp,simulation720,0.009479902684688568,0.9161201119422913,"[['Tanh', 64], ['Tanh', 32]]",False,traininig_data/treino_s/,96,bottleneck
Bp,simulation168,0.011078179813921452,0.9201869368553162,"[['Sigmoid', 32], ['ELU', 32], ['ReLU', 32]]",False,traininig_data/treino_s/,96,rectangle
