Problem,Folder,Final Error 1,Final Error 2,Hidden Layers,Pinn Info,Batch Size,total_neurons,shape
Bp,simulation51,0.014179646968841553,1.0243347883224487,"[['Sigmoid', 16], ['LeakyReLU', 32], ['Tanh', 32]]",False,traininig_data/treino_s/,80,funnel
Bp,simulation515,0.014223639853298664,0.9628716111183167,"[['Tanh', 16], ['Tanh', 128]]",False,traininig_data/treino_s/,144,funnel
Bp,simulation77,0.005681243259459734,0.971199631690979,"[['ReLU', 16], ['ReLU', 64], ['Tanh', 64]]",False,traininig_data/treino_s/,144,funnel
Bp,simulation698,0.01625448279082775,0.9425312280654907,"[['Tanh', 64], ['ReLU', 64]]",False,traininig_data/treino_s/,128,rectangle
Bp,simulation106,0.005735302343964577,0.9590374231338501,"[['SiLU', 32], ['ReLU', 32], ['Sigmoid', 32]]",False,traininig_data/treino_s/,96,rectangle
Bp,simulation237,0.006242585834115744,0.9871330261230469,"[['LeakyReLU', 128], ['LeakyReLU', 16], ['Sigmoid', 16]]",False,traininig_data/treino_s/,160,bottleneck
Bp,simulation346,0.004431888461112976,0.9374325275421143,"[['ReLU', 64], ['Tanh', 32], ['SiLU', 64]]",False,traininig_data/treino_s/,160,bowtie
Bp,simulation660,0.01624380610883236,0.9583681225776672,"[['Tanh', 64], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,128,rectangle
Bp,simulation150,0.0045714834704995155,1.037655234336853,"[['LeakyReLU', 64], ['SiLU', 64], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation788,0.021673079580068588,0.9948968887329102,"[['Sigmoid', 128], ['ELU', 64]]",False,traininig_data/treino_s/,192,bottleneck
Bp,simulation173,0.005123591981828213,0.9785109162330627,"[['SiLU', 32], ['ELU', 32], ['Tanh', 32]]",False,traininig_data/treino_s/,96,rectangle
Bp,simulation23,0.004629666451364756,0.9306529760360718,"[['ELU', 32], ['Sigmoid', 64], ['SiLU', 128]]",False,traininig_data/treino_s/,224,funnel
Bp,simulation170,0.0052584451623260975,0.9869003295898438,"[['ReLU', 64], ['LeakyReLU', 64], ['SiLU', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation364,0.006246267352253199,0.9641144275665283,"[['SiLU', 64], ['SiLU', 32], ['ReLU', 128]]",False,traininig_data/treino_s/,224,bowtie
Bp,simulation582,0.019445955753326416,0.9362704753875732,"[['SiLU', 16], ['Sigmoid', 32]]",False,traininig_data/treino_s/,48,funnel
Bp,simulation682,0.013094461522996426,0.9493275284767151,"[['Tanh', 64], ['SiLU', 64]]",False,traininig_data/treino_s/,128,rectangle
Bp,simulation308,0.006620386615395546,0.9405943155288696,"[['LeakyReLU', 64], ['Tanh', 16], ['ReLU', 64]]",False,traininig_data/treino_s/,144,bowtie
Bp,simulation250,0.0051195877604186535,0.953911304473877,"[['ELU', 64], ['Sigmoid', 32], ['Sigmoid', 32]]",False,traininig_data/treino_s/,128,bottleneck
Bp,simulation623,0.04006080701947212,1.0152148008346558,"[['Tanh', 16], ['ELU', 16]]",False,traininig_data/treino_s/,32,rectangle
Bp,simulation276,0.006637569051235914,0.9801972508430481,"[['Sigmoid', 64], ['SiLU', 32], ['SiLU', 16]]",False,traininig_data/treino_s/,112,bottleneck
Bp,simulation345,0.007913220673799515,0.9727680683135986,"[['SiLU', 64], ['SiLU', 16], ['ELU', 32]]",False,traininig_data/treino_s/,112,bowtie
Bp,simulation663,0.013458301313221455,0.9615709781646729,"[['ELU', 128], ['ReLU', 128]]",False,traininig_data/treino_s/,256,rectangle
Bp,simulation578,0.013978341594338417,0.9491409659385681,"[['Sigmoid', 64], ['Tanh', 128]]",False,traininig_data/treino_s/,192,funnel
Bp,simulation631,0.0307666826993227,0.8969869017601013,"[['LeakyReLU', 16], ['ELU', 16]]",False,traininig_data/treino_s/,32,rectangle
Bp,simulation263,0.0072662075981497765,0.9513257145881653,"[['Tanh', 64], ['ReLU', 32], ['LeakyReLU', 32]]",False,traininig_data/treino_s/,128,bottleneck
Bp,simulation102,0.006009816192090511,0.9490290284156799,"[['LeakyReLU', 32], ['Tanh', 32], ['ReLU', 32]]",False,traininig_data/treino_s/,96,rectangle
Bp,simulation131,0.007834638468921185,0.9281830191612244,"[['Sigmoid', 64], ['Tanh', 64], ['ReLU', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation125,0.005117001477628946,0.9582913517951965,"[['Tanh', 64], ['SiLU', 64], ['ReLU', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation338,0.007039996329694986,1.085610032081604,"[['SiLU', 128], ['LeakyReLU', 32], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,224,bowtie
Bp,simulation778,0.036059435456991196,0.9040532112121582,"[['Sigmoid', 64], ['ReLU', 32]]",False,traininig_data/treino_s/,96,bottleneck
Bp,simulation658,0.031778205186128616,0.9943302273750305,"[['Sigmoid', 64], ['ELU', 64]]",False,traininig_data/treino_s/,128,rectangle
Bp,simulation299,0.006510056555271149,1.0384666919708252,"[['ReLU', 64], ['LeakyReLU', 64], ['Tanh', 16]]",False,traininig_data/treino_s/,144,bottleneck
Bp,simulation254,0.006596363615244627,1.0181037187576294,"[['Tanh', 64], ['SiLU', 64], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,144,bottleneck
Bp,simulation224,0.0047003705985844135,0.9505660533905029,"[['LeakyReLU', 128], ['LeakyReLU', 64], ['ELU', 32]]",False,traininig_data/treino_s/,224,bottleneck
Bp,simulation35,0.005683732684701681,0.914888322353363,"[['SiLU', 32], ['Sigmoid', 32], ['ELU', 128]]",False,traininig_data/treino_s/,192,funnel
Bp,simulation746,0.016477759927511215,0.9561676979064941,"[['SiLU', 32], ['Sigmoid', 16]]",False,traininig_data/treino_s/,48,bottleneck
Bp,simulation248,0.007002708502113819,0.9636862277984619,"[['SiLU', 128], ['SiLU', 16], ['SiLU', 16]]",False,traininig_data/treino_s/,160,bottleneck
Bp,simulation45,0.005687925033271313,0.9388226866722107,"[['ELU', 32], ['Sigmoid', 32], ['Tanh', 64]]",False,traininig_data/treino_s/,128,funnel
Bp,simulation36,0.004990406800061464,0.9541788101196289,"[['Tanh', 16], ['Tanh', 64], ['Tanh', 64]]",False,traininig_data/treino_s/,144,funnel
Bp,simulation616,0.014766938053071499,0.9123224020004272,"[['ELU', 64], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,128,rectangle
Bp,simulation371,0.007041596341878176,0.9747362732887268,"[['Tanh', 32], ['Tanh', 16], ['ReLU', 128]]",False,traininig_data/treino_s/,176,bowtie
Bp,simulation43,0.00830220989882946,1.0253185033798218,"[['LeakyReLU', 16], ['ELU', 32], ['ReLU', 64]]",False,traininig_data/treino_s/,112,funnel
Bp,simulation753,0.011731461621820927,0.9558266401290894,"[['LeakyReLU', 64], ['Tanh', 16]]",False,traininig_data/treino_s/,80,bottleneck
Bp,simulation32,0.011153033003211021,0.9857907891273499,"[['Sigmoid', 16], ['LeakyReLU', 32], ['Sigmoid', 32]]",False,traininig_data/treino_s/,80,funnel
Bp,simulation454,0.006864974275231361,0.9835654497146606,"[['Sigmoid', 16], ['Tanh', 128], ['Tanh', 32]]",False,traininig_data/treino_s/,176,diamond
Bp,simulation433,0.010111996904015541,0.9608933925628662,"[['Sigmoid', 16], ['SiLU', 128], ['SiLU', 16]]",False,traininig_data/treino_s/,160,diamond
Bp,simulation370,0.0051294974982738495,0.9614004492759705,"[['ELU', 32], ['SiLU', 16], ['Sigmoid', 64]]",False,traininig_data/treino_s/,112,bowtie
Bp,simulation478,0.0050489935092628,0.9405346512794495,"[['SiLU', 32], ['Sigmoid', 64], ['ELU', 32]]",False,traininig_data/treino_s/,128,diamond
Bp,simulation662,0.015860969200730324,0.9631178975105286,"[['SiLU', 32], ['SiLU', 32]]",False,traininig_data/treino_s/,64,rectangle
Bp,simulation733,0.01371254213154316,0.9220443964004517,"[['SiLU', 128], ['SiLU', 64]]",False,traininig_data/treino_s/,192,bottleneck
Bp,simulation742,0.014399217441678047,0.9233607053756714,"[['SiLU', 64], ['ReLU', 32]]",False,traininig_data/treino_s/,96,bottleneck
Bp,simulation96,0.005552881862968206,1.0138384103775024,"[['Sigmoid', 16], ['LeakyReLU', 64], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,144,funnel
Bp,simulation650,0.013024698942899704,0.9160747528076172,"[['LeakyReLU', 64], ['ELU', 64]]",False,traininig_data/treino_s/,128,rectangle
Bp,simulation66,0.005590725224465132,0.9338744878768921,"[['Tanh', 64], ['SiLU', 64], ['Tanh', 128]]",False,traininig_data/treino_s/,256,funnel
Bp,simulation216,0.0080162538215518,0.9624470472335815,"[['ReLU', 128], ['ReLU', 32], ['ELU', 32]]",False,traininig_data/treino_s/,192,bottleneck
Bp,simulation511,0.03063000738620758,1.0336956977844238,"[['ReLU', 16], ['ReLU', 32]]",False,traininig_data/treino_s/,48,funnel
Bp,simulation461,0.005072548054158688,0.9359766244888306,"[['Sigmoid', 32], ['LeakyReLU', 128], ['SiLU', 32]]",False,traininig_data/treino_s/,192,diamond
Bp,simulation165,0.006014119368046522,0.9276406168937683,"[['SiLU', 32], ['SiLU', 32], ['Sigmoid', 32]]",False,traininig_data/treino_s/,96,rectangle
Bp,simulation242,0.007454146631062031,0.8712289929389954,"[['ELU', 128], ['ELU', 32], ['Tanh', 16]]",False,traininig_data/treino_s/,176,bottleneck
Bp,simulation700,0.014463069848716259,0.9373934268951416,"[['SiLU', 64], ['Sigmoid', 16]]",False,traininig_data/treino_s/,80,bottleneck
Bp,simulation147,0.0052789682522416115,0.9713549613952637,"[['SiLU', 64], ['Tanh', 64], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation363,0.006702180486172438,1.0236977338790894,"[['SiLU', 32], ['LeakyReLU', 16], ['SiLU', 64]]",False,traininig_data/treino_s/,112,bowtie
Bp,simulation403,0.010151446796953678,0.9564281702041626,"[['SiLU', 16], ['ELU', 128], ['LeakyReLU', 32]]",False,traininig_data/treino_s/,176,diamond
Bp,simulation651,0.015822235494852066,0.9554015398025513,"[['ReLU', 32], ['LeakyReLU', 32]]",False,traininig_data/treino_s/,64,rectangle
Bp,simulation463,0.015569067560136318,1.0117003917694092,"[['ReLU', 16], ['Sigmoid', 128], ['ReLU', 16]]",False,traininig_data/treino_s/,160,diamond
Bp,simulation202,0.006018245592713356,0.9363185167312622,"[['Tanh', 32], ['SiLU', 32], ['ELU', 16]]",False,traininig_data/treino_s/,80,bottleneck
Bp,simulation103,0.0143378721550107,1.1262097358703613,"[['LeakyReLU', 16], ['LeakyReLU', 16], ['ReLU', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation63,0.005584132391959429,0.9612082242965698,"[['Tanh', 16], ['Sigmoid', 32], ['Sigmoid', 32]]",False,traininig_data/treino_s/,80,funnel
Bp,simulation785,0.015750547870993614,0.955919086933136,"[['Tanh', 128], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,192,bottleneck
Bp,simulation128,0.014616952277719975,0.9613128900527954,"[['ReLU', 16], ['LeakyReLU', 16], ['Tanh', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation350,0.007730955723673105,0.985847532749176,"[['ELU', 64], ['LeakyReLU', 16], ['LeakyReLU', 128]]",False,traininig_data/treino_s/,208,bowtie
Bp,simulation105,0.006204857490956783,0.9989369511604309,"[['Sigmoid', 64], ['ELU', 64], ['SiLU', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation233,0.005902554374188185,0.9540971517562866,"[['ELU', 128], ['Sigmoid', 32], ['ReLU', 32]]",False,traininig_data/treino_s/,192,bottleneck
Bp,simulation442,0.004811328370124102,1.0007750988006592,"[['ReLU', 64], ['SiLU', 128], ['Tanh', 16]]",False,traininig_data/treino_s/,208,diamond
Bp,simulation20,0.015107023529708385,1.013906478881836,"[['Tanh', 16], ['ReLU', 16], ['ELU', 64]]",False,traininig_data/treino_s/,96,funnel
Bp,simulation101,0.0060089160688221455,1.1036598682403564,"[['ReLU', 64], ['ReLU', 64], ['Tanh', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation33,0.009951789863407612,0.896568775177002,"[['ELU', 16], ['SiLU', 32], ['ELU', 128]]",False,traininig_data/treino_s/,176,funnel
Bp,simulation110,0.008939001709222794,0.9302380084991455,"[['SiLU', 16], ['Tanh', 16], ['Sigmoid', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation265,0.011144101619720459,0.9498907327651978,"[['ReLU', 32], ['SiLU', 16], ['ReLU', 16]]",False,traininig_data/treino_s/,64,bottleneck
Bp,simulation78,0.0064817629754543304,0.9329512119293213,"[['Tanh', 32], ['Sigmoid', 32], ['LeakyReLU', 128]]",False,traininig_data/treino_s/,192,funnel
Bp,simulation749,0.015444383025169373,0.9248948097229004,"[['ELU', 128], ['Sigmoid', 16]]",False,traininig_data/treino_s/,144,bottleneck
Bp,simulation471,0.004544511903077364,0.9659085273742676,"[['ELU', 64], ['Sigmoid', 128], ['ELU', 16]]",False,traininig_data/treino_s/,208,diamond
Bp,simulation342,0.0058653028681874275,0.9551302194595337,"[['Tanh', 64], ['Tanh', 32], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,160,bowtie
Bp,simulation608,0.023470809683203697,0.945111870765686,"[['SiLU', 16], ['Tanh', 16]]",False,traininig_data/treino_s/,32,rectangle
Bp,simulation457,0.033025067299604416,0.9661241769790649,"[['Sigmoid', 16], ['Sigmoid', 64], ['ELU', 16]]",False,traininig_data/treino_s/,96,diamond
Bp,simulation316,0.005405067000538111,1.0132824182510376,"[['LeakyReLU', 128], ['Sigmoid', 32], ['ReLU', 64]]",False,traininig_data/treino_s/,224,bowtie
Bp,simulation544,0.020085813477635384,0.921297550201416,"[['SiLU', 32], ['ELU', 128]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation687,0.007549327798187733,0.9446163177490234,"[['ReLU', 128], ['LeakyReLU', 128]]",False,traininig_data/treino_s/,256,rectangle
Bp,simulation72,0.006150493398308754,0.915679395198822,"[['SiLU', 32], ['ELU', 32], ['Tanh', 64]]",False,traininig_data/treino_s/,128,funnel
Bp,simulation799,0.01757669635117054,0.9408731460571289,"[['ELU', 32], ['Tanh', 16]]",False,traininig_data/treino_s/,48,bottleneck
Bp,simulation546,0.05734216421842575,1.0178132057189941,"[['Sigmoid', 16], ['ELU', 64]]",False,traininig_data/treino_s/,80,funnel
Bp,simulation243,0.009515289217233658,0.950935423374176,"[['Sigmoid', 32], ['Tanh', 32], ['ELU', 16]]",False,traininig_data/treino_s/,80,bottleneck
Bp,simulation717,0.04001620411872864,0.8689162731170654,"[['Sigmoid', 64], ['ELU', 16]]",False,traininig_data/treino_s/,80,bottleneck
Bp,simulation605,0.017443044111132622,0.9503847360610962,"[['ELU', 32], ['SiLU', 32]]",False,traininig_data/treino_s/,64,rectangle
Bp,simulation675,0.009370396845042706,0.93413245677948,"[['ELU', 64], ['Sigmoid', 64]]",False,traininig_data/treino_s/,128,rectangle
Bp,simulation156,0.009733963757753372,0.9731077551841736,"[['SiLU', 16], ['SiLU', 16], ['ELU', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation64,0.011526315473020077,0.9412618279457092,"[['SiLU', 16], ['ELU', 32], ['ELU', 64]]",False,traininig_data/treino_s/,112,funnel
Bp,simulation361,0.007581470068544149,0.9066833257675171,"[['Tanh', 64], ['SiLU', 16], ['LeakyReLU', 32]]",False,traininig_data/treino_s/,112,bowtie
Bp,simulation741,0.01595727913081646,0.8986145853996277,"[['SiLU', 128], ['ELU', 32]]",False,traininig_data/treino_s/,160,bottleneck
Bp,simulation91,0.007817857898771763,0.9475250244140625,"[['LeakyReLU', 16], ['ELU', 64], ['ReLU', 128]]",False,traininig_data/treino_s/,208,funnel
Bp,simulation44,0.007704910822212696,0.9493807554244995,"[['LeakyReLU', 16], ['Sigmoid', 32], ['Sigmoid', 64]]",False,traininig_data/treino_s/,112,funnel
Bp,simulation108,0.005190473515540361,0.9605742692947388,"[['ReLU', 64], ['Sigmoid', 64], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation246,0.0066398452036082745,0.9938341379165649,"[['SiLU', 64], ['ELU', 64], ['ReLU', 32]]",False,traininig_data/treino_s/,160,bottleneck
Bp,simulation311,0.014530225656926632,0.9794305562973022,"[['ReLU', 64], ['Sigmoid', 16], ['ELU', 64]]",False,traininig_data/treino_s/,144,bowtie
Bp,simulation643,0.008183237165212631,1.0182510614395142,"[['LeakyReLU', 64], ['ReLU', 64]]",False,traininig_data/treino_s/,128,rectangle
Bp,simulation271,0.013958794064819813,0.9587461948394775,"[['Sigmoid', 128], ['LeakyReLU', 16], ['Tanh', 16]]",False,traininig_data/treino_s/,160,bottleneck
Bp,simulation723,0.016638461500406265,0.957051694393158,"[['SiLU', 128], ['SiLU', 16]]",False,traininig_data/treino_s/,144,bottleneck
Bp,simulation323,0.00913405790925026,0.946033239364624,"[['ELU', 64], ['LeakyReLU', 16], ['ReLU', 64]]",False,traininig_data/treino_s/,144,bowtie
Bp,simulation475,0.0059859477914869785,0.9158260822296143,"[['LeakyReLU', 32], ['ELU', 128], ['Tanh', 32]]",False,traininig_data/treino_s/,192,diamond
Bp,simulation721,0.018714897334575653,0.9263712167739868,"[['ELU', 128], ['ReLU', 32]]",False,traininig_data/treino_s/,160,bottleneck
Bp,simulation89,0.005742126610130072,0.9572550058364868,"[['Tanh', 16], ['Tanh', 64], ['Sigmoid', 64]]",False,traininig_data/treino_s/,144,funnel
Bp,simulation181,0.013650955632328987,1.0117535591125488,"[['ReLU', 16], ['ReLU', 16], ['Sigmoid', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation230,0.005261910147964954,0.9549030065536499,"[['LeakyReLU', 128], ['ELU', 64], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,208,bottleneck
Bp,simulation736,0.011480428278446198,0.975900411605835,"[['ReLU', 64], ['SiLU', 32]]",False,traininig_data/treino_s/,96,bottleneck
Bp,simulation699,0.010173575952649117,0.9665356278419495,"[['ReLU', 64], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,128,rectangle
Bp,simulation600,0.05139724910259247,0.9569456577301025,"[['Sigmoid', 16], ['ReLU', 16]]",False,traininig_data/treino_s/,32,rectangle
Bp,simulation633,0.010130439884960651,0.9640970230102539,"[['ReLU', 64], ['SiLU', 64]]",False,traininig_data/treino_s/,128,rectangle
Bp,simulation11,0.004732157103717327,0.9859343767166138,"[['LeakyReLU', 32], ['Sigmoid', 64], ['ReLU', 128]]",False,traininig_data/treino_s/,224,funnel
Bp,simulation432,0.005616678390651941,0.9479680061340332,"[['Tanh', 32], ['ReLU', 64], ['Tanh', 32]]",False,traininig_data/treino_s/,128,diamond
Bp,simulation707,0.012353315018117428,0.9696679711341858,"[['Tanh', 64], ['Sigmoid', 16]]",False,traininig_data/treino_s/,80,bottleneck
Bp,simulation782,0.018030550330877304,1.0433334112167358,"[['ReLU', 32], ['Sigmoid', 16]]",False,traininig_data/treino_s/,48,bottleneck
Bp,simulation791,0.019970953464508057,1.0124754905700684,"[['LeakyReLU', 64], ['ELU', 16]]",False,traininig_data/treino_s/,80,bottleneck
Bp,simulation590,0.015094910748302937,1.066481113433838,"[['LeakyReLU', 16], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,80,funnel
Bp,simulation199,0.005894061177968979,0.9627988934516907,"[['SiLU', 32], ['Sigmoid', 32], ['ELU', 32]]",False,traininig_data/treino_s/,96,rectangle
Bp,simulation94,0.004836655221879482,0.9298604726791382,"[['ReLU', 16], ['LeakyReLU', 64], ['Sigmoid', 128]]",False,traininig_data/treino_s/,208,funnel
Bp,simulation554,0.020087869837880135,0.9682309627532959,"[['Tanh', 32], ['ELU', 128]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation354,0.008383606560528278,0.9639517664909363,"[['LeakyReLU', 64], ['Sigmoid', 16], ['ReLU', 32]]",False,traininig_data/treino_s/,112,bowtie
Bp,simulation685,0.013241381384432316,0.9489130973815918,"[['ELU', 32], ['Tanh', 32]]",False,traininig_data/treino_s/,64,rectangle
Bp,simulation129,0.006784228142350912,0.9439105987548828,"[['Sigmoid', 64], ['SiLU', 64], ['ReLU', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation766,0.01136780809611082,0.9376658201217651,"[['Sigmoid', 128], ['Sigmoid', 32]]",False,traininig_data/treino_s/,160,bottleneck
Bp,simulation390,0.00551691185683012,0.9526087045669556,"[['ReLU', 128], ['ELU', 16], ['ELU', 32]]",False,traininig_data/treino_s/,176,bowtie
Bp,simulation392,0.009293923154473305,0.9721176028251648,"[['Sigmoid', 64], ['ReLU', 16], ['Sigmoid', 128]]",False,traininig_data/treino_s/,208,bowtie
Bp,simulation295,0.015860335901379585,0.9764060974121094,"[['Sigmoid', 32], ['LeakyReLU', 16], ['SiLU', 16]]",False,traininig_data/treino_s/,64,bottleneck
Bp,simulation438,0.004821959417313337,0.9544879198074341,"[['SiLU', 32], ['LeakyReLU', 128], ['Tanh', 64]]",False,traininig_data/treino_s/,224,diamond
Bp,simulation557,0.014855721034109592,1.0032764673233032,"[['ELU', 16], ['ReLU', 128]]",False,traininig_data/treino_s/,144,funnel
Bp,simulation67,0.006888387259095907,0.9458557963371277,"[['ReLU', 32], ['ELU', 64], ['Tanh', 128]]",False,traininig_data/treino_s/,224,funnel
Bp,simulation379,0.011769691482186317,0.9525356292724609,"[['Sigmoid', 32], ['ReLU', 16], ['SiLU', 64]]",False,traininig_data/treino_s/,112,bowtie
Bp,simulation353,0.006229221820831299,0.9235985279083252,"[['SiLU', 64], ['SiLU', 32], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,160,bowtie
Bp,simulation387,0.01018392015248537,0.949597954750061,"[['ELU', 32], ['ReLU', 16], ['LeakyReLU', 32]]",False,traininig_data/treino_s/,80,bowtie
Bp,simulation256,0.0048085046000778675,1.0654234886169434,"[['Tanh', 128], ['SiLU', 64], ['Sigmoid', 32]]",False,traininig_data/treino_s/,224,bottleneck
Bp,simulation484,0.008114556781947613,0.954094409942627,"[['SiLU', 16], ['Sigmoid', 64], ['LeakyReLU', 32]]",False,traininig_data/treino_s/,112,diamond
Bp,simulation585,0.025085657835006714,0.9413222670555115,"[['ReLU', 16], ['LeakyReLU', 32]]",False,traininig_data/treino_s/,48,funnel
Bp,simulation82,0.006753647234290838,0.9649569988250732,"[['Tanh', 32], ['ELU', 32], ['ReLU', 64]]",False,traininig_data/treino_s/,128,funnel
Bp,simulation196,0.007031254470348358,0.9268567562103271,"[['Sigmoid', 32], ['SiLU', 32], ['Sigmoid', 32]]",False,traininig_data/treino_s/,96,rectangle
Bp,simulation409,0.008554210886359215,0.9493054151535034,"[['ReLU', 16], ['LeakyReLU', 64], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,96,diamond
Bp,simulation476,0.006248570512980223,0.9659382104873657,"[['ELU', 16], ['Sigmoid', 128], ['ReLU', 64]]",False,traininig_data/treino_s/,208,diamond
Bp,simulation140,0.006736826151609421,1.0634411573410034,"[['ELU', 32], ['ReLU', 32], ['Tanh', 32]]",False,traininig_data/treino_s/,96,rectangle
Bp,simulation538,0.023050177842378616,0.9515348076820374,"[['Sigmoid', 32], ['Tanh', 64]]",False,traininig_data/treino_s/,96,funnel
Bp,simulation10,0.005791763309389353,0.8913242816925049,"[['ELU', 32], ['ELU', 32], ['Tanh', 64]]",False,traininig_data/treino_s/,128,funnel
Bp,simulation708,0.009052831679582596,0.9480491876602173,"[['LeakyReLU', 128], ['SiLU', 64]]",False,traininig_data/treino_s/,192,bottleneck
Bp,simulation498,0.015918878838419914,0.9607807993888855,"[['Sigmoid', 16], ['SiLU', 128], ['ReLU', 16]]",False,traininig_data/treino_s/,160,diamond
Bp,simulation141,0.004830511752516031,0.9749701619148254,"[['ReLU', 64], ['SiLU', 64], ['LeakyReLU', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation229,0.00978722795844078,1.0137896537780762,"[['SiLU', 64], ['LeakyReLU', 16], ['ReLU', 16]]",False,traininig_data/treino_s/,96,bottleneck
Bp,simulation292,0.0068555534817278385,0.9333826303482056,"[['Sigmoid', 64], ['ELU', 64], ['Tanh', 16]]",False,traininig_data/treino_s/,144,bottleneck
Bp,simulation648,0.008115442469716072,0.9387316703796387,"[['LeakyReLU', 128], ['ELU', 128]]",False,traininig_data/treino_s/,256,rectangle
Bp,simulation467,0.009915749542415142,0.9577580690383911,"[['SiLU', 16], ['SiLU', 32], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,64,diamond
Bp,simulation0,0.006158569827675819,0.9529554843902588,"[['ELU', 32], ['SiLU', 64], ['ReLU', 64]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation1,0.009355617687106133,0.9628910422325134,"[['ReLU', 16], ['Tanh', 32], ['ELU', 128]]",False,traininig_data/treino_s/,176,funnel
Bp,simulation154,0.014401867985725403,0.8938131332397461,"[['Tanh', 16], ['LeakyReLU', 16], ['Sigmoid', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation435,0.00589093379676342,0.9409881830215454,"[['SiLU', 16], ['ReLU', 64], ['LeakyReLU', 32]]",False,traininig_data/treino_s/,112,diamond
Bp,simulation134,0.005984787363559008,0.9614758491516113,"[['LeakyReLU', 32], ['SiLU', 32], ['ReLU', 32]]",False,traininig_data/treino_s/,96,rectangle
Bp,simulation152,0.007794506382197142,0.9023130536079407,"[['Sigmoid', 32], ['ELU', 32], ['Sigmoid', 32]]",False,traininig_data/treino_s/,96,rectangle
Bp,simulation686,0.007810668088495731,1.0252594947814941,"[['LeakyReLU', 128], ['SiLU', 128]]",False,traininig_data/treino_s/,256,rectangle
Bp,simulation319,0.04538526386022568,1.0277074575424194,"[['Sigmoid', 32], ['Sigmoid', 16], ['ELU', 32]]",False,traininig_data/treino_s/,80,bowtie
Bp,simulation52,0.0054469481110572815,0.9519205689430237,"[['LeakyReLU', 16], ['ReLU', 32], ['LeakyReLU', 128]]",False,traininig_data/treino_s/,176,funnel
Bp,simulation724,0.0143174659460783,0.9857807159423828,"[['Tanh', 64], ['SiLU', 16]]",False,traininig_data/treino_s/,80,bottleneck
Bp,simulation396,0.006857555825263262,0.9661217331886292,"[['LeakyReLU', 32], ['ReLU', 16], ['Sigmoid', 32]]",False,traininig_data/treino_s/,80,bowtie
Bp,simulation262,0.0048435041680932045,0.9826826453208923,"[['Tanh', 64], ['Sigmoid', 32], ['Tanh', 16]]",False,traininig_data/treino_s/,112,bottleneck
Bp,simulation139,0.010093939490616322,0.9687659740447998,"[['SiLU', 16], ['LeakyReLU', 16], ['ELU', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation702,0.013203826732933521,0.9411865472793579,"[['Tanh', 64], ['Tanh', 16]]",False,traininig_data/treino_s/,80,bottleneck
Bp,simulation695,0.034401338547468185,0.9298086762428284,"[['Sigmoid', 32], ['ReLU', 32]]",False,traininig_data/treino_s/,64,rectangle
Bp,simulation427,0.004995244089514017,0.9876185655593872,"[['ReLU', 16], ['SiLU', 128], ['SiLU', 64]]",False,traininig_data/treino_s/,208,diamond
Bp,simulation38,0.004337974824011326,0.9598934054374695,"[['SiLU', 32], ['LeakyReLU', 64], ['Sigmoid', 64]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation191,0.01012779213488102,0.9970588088035583,"[['Sigmoid', 32], ['ReLU', 32], ['ReLU', 32]]",False,traininig_data/treino_s/,96,rectangle
Bp,simulation486,0.004645159933716059,0.9639222025871277,"[['ReLU', 64], ['Tanh', 128], ['Tanh', 16]]",False,traininig_data/treino_s/,208,diamond
