0.282560,0.877505,-0.081280,0.074758,0.212796,0.953725
0.413221,0.885518,-0.086840,0.070191,0.207805,0.960943
0.105422,0.151221,0.547249,0.811979,-0.041461,0.107500
0.656706,0.786348,-0.029139,0.117764,0.280689,0.880784
0.079342,0.912627,-0.102691,0.053987,0.191262,0.985764
0.562399,0.672985,0.004595,0.146397,0.459909,0.823042
0.266494,0.104215,0.252394,0.904962,-0.099832,0.058680
-0.088546,0.179467,1.000637,0.725480,-0.007330,0.136166
0.694077,0.259116,0.032227,0.170821,0.990057,0.758151
0.479139,0.774172,-0.023960,0.122104,0.292929,0.872709
0.742184,0.801565,-0.036222,0.111855,0.266907,0.891505
0.646730,0.758476,-0.017909,0.127196,0.310633,0.862983
0.378021,0.840198,-0.057219,0.094480,0.237277,0.921559
0.781061,0.827958,-0.050109,0.100342,0.246022,0.911633
0.019787,0.947511,0.276150,0.031661,0.170307,0.987287
0.643505,0.814288,-0.042665,0.106502,0.256435,0.900977
0.293768,0.071951,0.209707,0.958171,0.463388,0.024549
0.783057,0.723839,-0.006874,0.136555,0.359298,0.844265
0.659418,0.822174,-0.046894,0.102999,0.250334,0.907067
0.550684,0.685703,0.002161,0.144296,0.431356,0.827731
0.460847,0.884517,-0.086141,0.070767,0.208425,0.960036
0.476545,0.795660,-0.033393,0.114211,0.272076,0.887264
0.424087,0.066067,0.203441,0.967394,0.561234,0.018296
0.317821,0.109343,0.261791,0.895981,-0.094120,0.064070
0.228040,0.966317,0.552256,0.019012,0.158988,0.766808
0.591865,0.772065,-0.023108,0.122820,0.295173,0.871357
0.654495,0.725217,-0.007256,0.136228,0.357071,0.844940
0.220284,0.903016,-0.098704,0.059857,0.197082,0.976963
0.735448,0.775350,-0.024442,0.121699,0.291692,0.873470
0.341737,0.068361,0.205852,0.963816,0.528619,0.020734
0.181178,0.116114,0.276552,0.883808,-0.085646,0.071175
0.208651,0.894979,-0.093433,0.064663,0.201983,0.969572
0.650357,0.859356,-0.069150,0.084685,0.224391,0.937748
0.755493,0.875674,-0.080024,0.075786,0.213946,0.952088
0.714922,0.816997,-0.044098,0.105314,0.254308,0.903051
0.103529,0.932696,-0.024604,0.041325,0.179191,1.001088
0.454852,0.063390,0.200671,0.971542,0.592711,0.015449
-0.056496,0.087238,0.227584,0.933573,-0.012829,0.040759
0.505718,0.794681,-0.032933,0.114595,0.272956,0.886569
0.776839,0.623915,0.011975,0.152807,0.585561,0.808083
0.276175,0.873292,-0.078400,0.077115,0.215448,0.949966
-0.081381,0.095195,0.238296,0.920358,-0.098275,0.049171
0.004231,0.921866,-0.095434,0.048223,0.185695,0.993851
0.619891,0.754106,-0.016346,0.128516,0.316001,0.860413
0.194971,0.114787,0.273398,0.886223,-0.087333,0.069784
0.796157,0.845595,-0.060484,0.091795,0.233561,0.926043
0.263989,0.114651,0.273078,0.886473,-0.087508,0.069639
0.639049,0.846124,-0.060807,0.091529,0.233200,0.926486
0.063608,0.195634,0.979305,0.638631,0.010046,0.151125
0.646950,0.856538,-0.067336,0.086171,0.226236,0.935322
0.738005,0.838184,-0.056020,0.095466,0.238686,0.919900
0.509285,0.793154,-0.032223,0.115187,0.274337,0.885494
0.507122,0.050723,0.188093,0.990451,0.686716,0.001957
-0.038314,0.935113,0.010534,0.039766,0.177741,1.001801
0.218191,0.079407,0.218081,0.946293,0.249341,0.032462
0.747613,0.810824,-0.040864,0.107996,0.259203,0.898354
0.616174,0.871968,-0.077503,0.077849,0.216285,0.948792
0.211375,0.088269,0.228903,0.931877,-0.034570,0.041851
0.798955,0.303339,0.030825,0.169549,0.982396,0.762218
0.673783,0.855656,-0.066772,0.086633,0.226818,0.934566
0.528515,0.880585,-0.083406,0.073015,0.210871,0.956487
-0.006075,0.141062,0.395996,0.834770,-0.054015,0.097119
-0.028636,0.921028,-0.097131,0.048750,0.186199,0.993154
0.290121,0.868845,-0.075400,0.079569,0.218271,0.946031
0.186438,0.898080,-0.095541,0.062821,0.200087,0.972420
0.158014,0.902703,-0.098514,0.060047,0.197272,0.976673
0.706427,0.841549,-0.058029,0.093813,0.236340,0.922676
0.015794,0.918162,-0.100927,0.050547,0.187924,0.990697
0.133949,0.905224,-0.099976,0.058521,0.195741,0.978995
0.467652,0.883778,-0.085625,0.071192,0.208884,0.959366
0.515923,0.765376,-0.020484,0.125026,0.302558,0.867163
0.306535,0.087758,0.228246,0.932720,-0.024292,0.041308
0.222710,0.898682,-0.095942,0.062461,0.199720,0.972974
0.335745,0.100095,0.244556,0.913319,-0.102730,0.053559
0.604244,0.529160,0.020839,0.160605,0.816555,0.788214
0.502011,0.754500,-0.016497,0.128389,0.315465,0.860663
-0.069247,0.923671,-0.090589,0.047083,0.184610,0.995316
0.233815,0.166414,0.601186,0.805031,-0.037930,0.110433
-0.080732,0.115531,0.275150,0.884870,-0.086387,0.070564
0.162404,0.193083,0.992401,0.694350,0.000356,0.142743
0.732271,0.712178,-0.003801,0.139178,0.379160,0.838782
0.021860,0.155889,0.670456,0.800483,-0.035696,0.112292
-0.084139,0.098067,0.242515,0.915508,-0.102437,0.052202
0.390632,0.834662,-0.053952,0.097171,0.241175,0.917025
0.279430,0.145470,0.413526,0.830916,-0.051789,0.098954
-0.056136,0.073474,0.211375,0.955761,0.429072,0.026167
0.402670,0.862408,-0.071137,0.083057,0.222406,0.940397
-0.075774,0.144504,0.434041,0.827258,-0.049715,0.100667
0.502636,0.815997,-0.043566,0.105754,0.255087,0.902285
0.055861,0.918118,-0.100965,0.050575,0.187951,0.990659
0.653309,0.795052,-0.033108,0.114449,0.272619,0.886834
0.603952,0.874057,-0.078921,0.076689,0.214965,0.950646
0.087858,0.918768,-0.100345,0.050169,0.187560,0.991224
0.771569,0.540491,0.019899,0.159772,0.791236,0.790441
0.195974,0.177398,0.997503,0.749792,-0.014853,0.129778
0.442067,0.883765,-0.085616,0.071200,0.208892,0.959355
0.330245,0.854292,-0.065905,0.087344,0.227718,0.933400
0.116707,0.910833,-0.102366,0.055093,0.192346,0.984132
0.595872,0.824763,-0.048321,0.101818,0.248387,0.909102
-0.042127,0.921540,-0.096133,0.048428,0.185892,0.993582
0.772254,0.857920,-0.068224,0.085444,0.225330,0.936510
0.125124,0.924615,-0.087282,0.046485,0.184042,0.996056
0.369773,0.848008,-0.061968,0.090575,0.231922,0.928070
0.008714,0.188781,0.988917,0.680866,0.003117,0.145120
0.503096,0.803858,-0.037348,0.110917,0.264954,0.893180
0.172281,0.953259,0.388560,0.027843,0.166859,0.955396
0.175934,0.088872,0.229683,0.930886,-0.045389,0.042487
0.779036,0.557633,0.018589,0.158614,0.755031,0.793492
0.117374,0.146322,0.458376,0.823274,-0.047499,0.102499
0.508272,0.743009,-0.012608,0.131680,0.330571,0.854165
0.499992,0.848761,-0.062434,0.090192,0.231414,0.928703
-0.074866,0.925657,-0.082912,0.045825,0.183416,0.996847
0.226255,0.891499,-0.091021,0.066713,0.204117,0.966387
0.095151,0.910696,-0.102330,0.055177,0.192429,0.984008
0.601586,0.689786,0.001325,0.143577,0.422664,0.829316
0.669749,0.871200,-0.076984,0.078274,0.216773,0.948110
0.613787,0.798171,-0.034583,0.113219,0.269853,0.889054
0.164689,0.122783,0.295049,0.871431,-0.077139,0.078146
0.370424,0.843053,-0.058936,0.093067,0.235302,0.923923
0.693629,0.859805,-0.069441,0.084446,0.224097,0.938138
0.138340,0.198194,0.981458,0.649267,0.008512,0.149791
-0.094650,0.149256,0.508151,0.816468,-0.043816,0.105547
0.132681,0.186426,0.994995,0.703444,-0.001688,0.140989
-0.027982,0.111422,0.265997,0.892281,-0.091566,0.066254
0.507226,0.827131,-0.049643,0.100726,0.246631,0.910975
0.514217,0.843726,-0.059344,0.092732,0.234839,0.924483
0.756006,0.840819,-0.057591,0.094174,0.236846,0.922072
0.482542,0.055955,0.193195,0.982851,0.655625,0.007533
0.148778,0.198777,0.983558,0.658946,0.007002,0.148480
0.612433,0.820904,-0.046201,0.103572,0.251299,0.906075
0.068101,0.917689,-0.101313,0.050843,0.188209,0.990284
0.583076,0.611539,0.013488,0.154130,0.620144,0.804855
0.194782,0.896547,-0.094506,0.063733,0.201024,0.971013
0.510017,0.741816,-0.012225,0.132005,0.332221,0.853517
0.417675,0.860351,-0.069796,0.084156,0.223742,0.938609
0.294815,0.867203,-0.074304,0.080466,0.219320,0.944586
0.271204,0.111827,0.266845,0.891558,-0.091062,0.066678
0.239725,0.891875,-0.091283,0.066493,0.203886,0.966730
0.063787,0.127913,0.313498,0.861592,-0.070604,0.083494
0.206445,0.147706,0.478188,0.820372,-0.045912,0.103811
0.425958,0.815146,-0.043117,0.106127,0.255757,0.901632
0.786474,0.808683,-0.039768,0.108906,0.260943,0.896750
0.185098,0.232051,0.158700,0.295168,0.875105,-0.079635
0.530476,0.737834,-0.010971,0.133069,0.337868,0.851380
-0.000436,0.095687,0.239002,0.919531,-0.099455,0.049690
0.442927,0.816976,-0.044086,0.105324,0.254326,0.903033
0.279558,0.872491,-0.077856,0.077560,0.215954,0.949255
0.397056,0.890402,-0.090255,0.067355,0.204792,0.965384
-0.050463,0.923192,-0.092048,0.047386,0.184897,0.994934
0.630564,0.645721,0.009039,0.150249,0.527440,0.814180
0.458184,0.790690,-0.031091,0.116132,0.276599,0.883773
0.445395,0.817658,-0.044450,0.105022,0.253795,0.903559
0.780441,0.744891,-0.013217,0.131163,0.328004,0.855195
0.348045,0.113166,0.269421,0.889422,-0.089570,0.067928
-0.071412,0.125612,0.304657,0.866038,-0.073529,0.081099
-0.096667,0.084781,0.224509,0.937591,0.055220,0.038159
0.686481,0.868725,-0.075320,0.079635,0.218347,0.945926
0.686245,0.557614,0.018594,0.158619,0.755163,0.793481
0.793569,0.878646,-0.082065,0.074115,0.212082,0.954745
0.315204,0.875997,-0.080245,0.075605,0.213743,0.952376
0.269235,0.096058,0.239541,0.918904,-0.100198,0.050083
0.500495,0.749939,-0.014906,0.129734,0.321299,0.858025
0.118620,0.172534,0.995332,0.753823,-0.016247,0.128600
0.572038,0.852129,-0.064538,0.088465,0.229157,0.931553
0.320482,0.105231,0.254159,0.903198,-0.098813,0.059748
0.755136,0.833532,-0.053295,0.097712,0.241980,0.916110
0.690771,0.824436,-0.048140,0.101969,0.248634,0.908841
0.287520,0.097506,0.241672,0.916460,-0.102066,0.051609
0.766358,0.648965,0.008558,0.149830,0.519014,0.815159
0.428716,0.043058,0.180773,0.999790,0.721615,-0.006264
0.170004,0.899203,-0.096286,0.062150,0.199403,0.973452
0.571473,0.717648,-0.005206,0.137978,0.369609,0.841305
0.744631,0.881045,-0.083725,0.072753,0.210583,0.956902
0.620694,0.735037,-0.010114,0.133796,0.341958,0.849907
-0.062169,0.935871,0.023322,0.039275,0.177286,1.001899
0.781146,0.564536,0.018024,0.158115,0.739296,0.794791
0.747088,0.697470,-0.000328,0.142156,0.406945,0.832412
0.614783,0.840132,-0.057179,0.094513,0.237324,0.921504
0.443383,0.855075,-0.066402,0.086937,0.227201,0.934068
0.763638,0.552308,0.019010,0.158986,0.766680,0.792522
0.633758,0.749506,-0.014756,0.129860,0.321874,0.857774
0.114768,0.257501,0.900946,-0.097417,0.061105,0.198341
0.479910,0.056436,0.193669,0.982133,0.652338,0.008046
0.566841,0.883986,-0.085771,0.071072,0.208755,0.959556
0.308942,0.132591,0.332135,0.853549,-0.065435,0.087730
0.527349,0.861125,-0.070300,0.083743,0.223237,0.939283
0.258754,0.087609,0.228057,0.932963,-0.021134,0.041152
0.366466,0.106338,0.256110,0.901291,-0.097637,0.060897
0.646576,0.691613,0.000942,0.143247,0.418856,0.830038
0.285733,0.871564,-0.077229,0.078073,0.216542,0.948432
0.100700,0.909906,-0.102092,0.055662,0.192906,0.983288
-0.095567,0.973139,0.779316,-0.026096,0.120312,0.287612
