-0.054351,0.924617,-0.087275,0.046484,0.184041,0.996057
0.547317,0.690431,0.001189,0.143460,0.421298,0.829573
0.193764,0.108921,0.260972,0.896724,-0.094626,0.063628
0.428998,0.062235,0.199489,0.973322,0.604543,0.014219
-0.053290,0.922112,-0.094875,0.048068,0.185547,0.994055
0.042936,0.094513,0.237325,0.921503,-0.096207,0.048451
0.753322,0.727392,-0.007870,0.135706,0.353611,0.846016
-0.034553,0.081086,0.220050,0.943587,0.187335,0.034243
0.441847,0.064617,0.201935,0.969643,0.579041,0.016755
0.178190,0.898578,-0.095872,0.062524,0.199784,0.972877
0.567679,0.870615,-0.076589,0.078597,0.217144,0.947594
-0.090723,0.200055,0.970054,0.582087,0.016474,0.156750
0.306969,0.089184,0.230090,0.930369,-0.050498,0.042819
0.560088,0.740133,-0.011688,0.132460,0.334591,0.852605
0.756456,0.852588,-0.064827,0.088228,0.228850,0.931946
0.362886,0.875513,-0.079914,0.075876,0.214047,0.951944
0.806262,0.839850,-0.057011,0.094651,0.237520,0.921271
0.516793,0.733505,-0.009660,0.134182,0.344198,0.849125
0.738725,0.749164,-0.014640,0.129958,0.322322,0.857580
0.601429,0.853375,-0.065324,0.087821,0.228328,0.932614
0.800167,0.860258,-0.069735,0.084205,0.223802,0.938530
0.448333,0.868670,-0.075283,0.079665,0.218382,0.945877
-0.034281,0.921132,-0.096937,0.048685,0.186137,0.993240
0.566325,0.654196,0.007772,0.149148,0.505846,0.816751
0.457830,0.871494,-0.077182,0.078112,0.216586,0.948371
0.140549,0.177491,1.001771,0.738337,-0.011126,0.132937
0.705105,0.727980,-0.008037,0.135563,0.352691,0.846308
0.752743,0.119397,0.036220,0.174469,1.000565,0.745821
0.628021,0.683788,0.002544,0.144627,0.435519,0.827000
0.626486,0.654837,0.007658,0.149049,0.504008,0.816980
-0.097509,0.319491,0.858429,-0.068552,0.085175,0.224996
0.226866,0.080408,0.219252,0.944680,0.212618,0.033525
0.324646,0.867812,-0.074709,0.080134,0.218930,0.945122
-0.064012,0.924848,-0.086376,0.046338,0.183902,0.996235
0.397316,0.868890,-0.075430,0.079544,0.218242,0.946070
0.701531,0.692060,0.000847,0.143165,0.417923,0.830217
0.003740,0.965496,0.544434,0.019607,0.159514,0.783223
0.771222,0.507949,0.022076,0.161703,0.848274,0.785234
0.695908,0.868393,-0.075097,0.079817,0.218559,0.945632
0.560485,0.860886,-0.070144,0.083871,0.223393,0.939074
0.384805,0.889657,-0.089734,0.067791,0.205250,0.964707
0.442298,0.074063,0.212025,0.954827,0.414573,0.026793
0.572012,0.764565,-0.020174,0.125287,0.303483,0.866664
0.544937,0.839093,-0.056560,0.095022,0.238048,0.920649
0.516014,0.839910,-0.057047,0.094622,0.237478,0.921321
0.376656,0.102056,0.248761,0.908709,-0.101654,0.056396
0.714080,0.786883,-0.029377,0.117565,0.280180,0.881148
0.245821,0.126052,0.306226,0.865215,-0.072984,0.081546
0.371095,0.836968,-0.055303,0.096058,0.239540,0.918905
0.667953,0.829267,-0.050849,0.099730,0.245063,0.912678
0.587642,0.646937,0.008863,0.150096,0.524335,0.814538
0.739359,0.747406,-0.014049,0.130459,0.324636,0.856591
0.384188,0.082066,0.221130,0.942123,0.153467,0.035203
0.025636,0.919311,-0.099731,0.049828,0.187233,0.991692
-0.090433,0.075840,0.214007,0.952001,0.366349,0.028679
0.200086,0.180292,0.211082,0.169170,0.227287,0.146940
-0.017297,0.954432,0.408109,0.027062,0.166156,0.945362
0.112967,0.910443,-0.102258,0.055333,0.192581,0.983777
