Problem,Folder,Final Error 1,Final Error 2,Hidden Layers,Pinn Info,Batch Size,Inf speed,total_neurons,shape
A,simulation230,0.0010485093807801604,0.037255316972732544,"[['LeakyReLU', 128], ['ELU', 64], ['LeakyReLU', 16]]",False,N/A,-1.0,208,bottleneck
A,simulation736,0.0009619529591873288,0.02786301076412201,"[['ReLU', 64], ['SiLU', 32]]",False,N/A,-1.0,96,bottleneck
A,simulation699,0.000991335604339838,0.03837718069553375,"[['ReLU', 64], ['LeakyReLU', 64]]",False,N/A,-1.0,128,rectangle
A,simulation600,0.001573422341607511,0.04021918773651123,"[['Sigmoid', 16], ['ReLU', 16]]",False,N/A,-1.0,32,rectangle
A,simulation633,0.0006045564077794552,0.02930307388305664,"[['ReLU', 64], ['SiLU', 64]]",False,N/A,-1.0,128,rectangle
A,simulation11,0.0005968076875433326,0.015496250241994858,"[['LeakyReLU', 32], ['Sigmoid', 64], ['ReLU', 128]]",False,N/A,-1.0,224,funnel
A,simulation432,0.0005031585460528731,0.018673017621040344,"[['Tanh', 32], ['ReLU', 64], ['Tanh', 32]]",False,N/A,-1.0,128,diamond
A,simulation707,0.0012608731631189585,0.016948267817497253,"[['Tanh', 64], ['Sigmoid', 16]]",False,N/A,-1.0,80,bottleneck
A,simulation782,0.0014841994270682335,0.011405378580093384,"[['ReLU', 32], ['Sigmoid', 16]]",False,N/A,-1.0,48,bottleneck
A,simulation791,0.002256771083921194,0.019953012466430664,"[['LeakyReLU', 64], ['ELU', 16]]",False,N/A,-1.0,80,bottleneck
A,simulation590,0.0010547501733526587,0.030433740466833115,"[['LeakyReLU', 16], ['LeakyReLU', 64]]",False,N/A,-1.0,80,funnel
A,simulation199,0.000638156256172806,0.017406053841114044,"[['SiLU', 32], ['Sigmoid', 32], ['ELU', 32]]",False,N/A,-1.0,96,rectangle
A,simulation94,0.0014681160682812333,0.032654277980327606,"[['ReLU', 16], ['LeakyReLU', 64], ['Sigmoid', 128]]",False,N/A,-1.0,208,funnel
A,simulation554,0.0022396829444915056,0.010820813477039337,"[['Tanh', 32], ['ELU', 128]]",False,N/A,-1.0,160,funnel
A,simulation354,0.00033274077577516437,0.019051164388656616,"[['LeakyReLU', 64], ['Sigmoid', 16], ['ReLU', 32]]",False,N/A,-1.0,112,bowtie
A,simulation685,0.006365017034113407,0.015972085297107697,"[['ELU', 32], ['Tanh', 32]]",False,N/A,-1.0,64,rectangle
A,simulation129,0.0006483205361291766,0.013035247102379799,"[['Sigmoid', 64], ['SiLU', 64], ['ReLU', 64]]",False,N/A,-1.0,192,rectangle
A,simulation766,0.0014955188380554318,0.023200735449790955,"[['Sigmoid', 128], ['Sigmoid', 32]]",False,N/A,-1.0,160,bottleneck
A,simulation390,0.0012920504668727517,0.015520572662353516,"[['ReLU', 128], ['ELU', 16], ['ELU', 32]]",False,N/A,-1.0,176,bowtie
A,simulation392,0.0010962479282170534,0.008302092552185059,"[['Sigmoid', 64], ['ReLU', 16], ['Sigmoid', 128]]",False,N/A,-1.0,208,bowtie
A,simulation295,0.002064968692138791,0.08603129535913467,"[['Sigmoid', 32], ['LeakyReLU', 16], ['SiLU', 16]]",False,N/A,-1.0,64,bottleneck
A,simulation438,0.003384436247870326,0.02596530318260193,"[['SiLU', 32], ['LeakyReLU', 128], ['Tanh', 64]]",False,N/A,-1.0,224,diamond
A,simulation557,0.0013523525558412075,0.03692871704697609,"[['ELU', 16], ['ReLU', 128]]",False,N/A,-1.0,144,funnel
A,simulation67,0.0014113300712779164,0.012291759252548218,"[['ReLU', 32], ['ELU', 64], ['Tanh', 128]]",False,N/A,-1.0,224,funnel
A,simulation379,0.0009592006099410355,0.034146830439567566,"[['Sigmoid', 32], ['ReLU', 16], ['SiLU', 64]]",False,N/A,-1.0,112,bowtie
A,simulation353,0.0008955826051533222,0.023891925811767578,"[['SiLU', 64], ['SiLU', 32], ['LeakyReLU', 64]]",False,N/A,-1.0,160,bowtie
A,simulation387,0.0010509657440707088,0.0226915180683136,"[['ELU', 32], ['ReLU', 16], ['LeakyReLU', 32]]",False,N/A,-1.0,80,bowtie
A,simulation256,0.0016208176966756582,0.037133872509002686,"[['Tanh', 128], ['SiLU', 64], ['Sigmoid', 32]]",False,N/A,-1.0,224,bottleneck
A,simulation484,0.0007506341207772493,0.023288138210773468,"[['SiLU', 16], ['Sigmoid', 64], ['LeakyReLU', 32]]",False,N/A,-1.0,112,diamond
A,simulation585,0.0009076663409359753,0.019450677558779716,"[['ReLU', 16], ['LeakyReLU', 32]]",False,N/A,-1.0,48,funnel
A,simulation82,0.0015195409068837762,0.024363413453102112,"[['Tanh', 32], ['ELU', 32], ['ReLU', 64]]",False,N/A,-1.0,128,funnel
A,simulation196,0.00047097617061808705,0.002903491258621216,"[['Sigmoid', 32], ['SiLU', 32], ['Sigmoid', 32]]",False,N/A,-1.0,96,rectangle
A,simulation409,0.0016043884679675102,0.07678976655006409,"[['ReLU', 16], ['LeakyReLU', 64], ['LeakyReLU', 16]]",False,N/A,-1.0,96,diamond
A,simulation476,0.0014839874347671866,0.012249767780303955,"[['ELU', 16], ['Sigmoid', 128], ['ReLU', 64]]",False,N/A,-1.0,208,diamond
A,simulation140,0.006705721374601126,0.025632649660110474,"[['ELU', 32], ['ReLU', 32], ['Tanh', 32]]",False,N/A,-1.0,96,rectangle
A,simulation538,0.0008989471825771034,0.008296392858028412,"[['Sigmoid', 32], ['Tanh', 64]]",False,N/A,-1.0,96,funnel
A,simulation10,0.0012239255011081696,0.01847735047340393,"[['ELU', 32], ['ELU', 32], ['Tanh', 64]]",False,N/A,-1.0,128,funnel
A,simulation708,0.0009023469174280763,0.015185892581939697,"[['LeakyReLU', 128], ['SiLU', 64]]",False,N/A,-1.0,192,bottleneck
A,simulation498,0.001985608134418726,0.025414586067199707,"[['Sigmoid', 16], ['SiLU', 128], ['ReLU', 16]]",False,N/A,-1.0,160,diamond
A,simulation141,0.001001230557449162,0.011667191982269287,"[['ReLU', 64], ['SiLU', 64], ['LeakyReLU', 64]]",False,N/A,-1.0,192,rectangle
A,simulation229,0.0011099615367129445,0.02219817042350769,"[['SiLU', 64], ['LeakyReLU', 16], ['ReLU', 16]]",False,N/A,-1.0,96,bottleneck
A,simulation292,0.0008081894484348595,0.008423566818237305,"[['Sigmoid', 64], ['ELU', 64], ['Tanh', 16]]",False,N/A,-1.0,144,bottleneck
A,simulation648,0.0012569759273901582,0.02447880245745182,"[['LeakyReLU', 128], ['ELU', 128]]",False,N/A,-1.0,256,rectangle
A,simulation467,0.0006475605769082904,0.03082740306854248,"[['SiLU', 16], ['SiLU', 32], ['LeakyReLU', 16]]",False,N/A,-1.0,64,diamond
A,simulation0,0.0008474788628518581,0.015676185488700867,"[['ELU', 32], ['SiLU', 64], ['ReLU', 64]]",False,N/A,-1.0,160,funnel
A,simulation1,0.000960854347795248,0.012865573167800903,"[['ReLU', 16], ['Tanh', 32], ['ELU', 128]]",False,N/A,-1.0,176,funnel
A,simulation154,0.0011120826238766313,0.013509508222341537,"[['Tanh', 16], ['LeakyReLU', 16], ['Sigmoid', 16]]",False,N/A,-1.0,48,rectangle
A,simulation435,0.0007397881126962602,0.018117263913154602,"[['SiLU', 16], ['ReLU', 64], ['LeakyReLU', 32]]",False,N/A,-1.0,112,diamond
A,simulation134,0.0008410856244154274,0.021177232265472412,"[['LeakyReLU', 32], ['SiLU', 32], ['ReLU', 32]]",False,N/A,-1.0,96,rectangle
A,simulation152,0.0006822485593147576,0.011849135160446167,"[['Sigmoid', 32], ['ELU', 32], ['Sigmoid', 32]]",False,N/A,-1.0,96,rectangle
A,simulation686,0.0008952360367402434,0.02825363725423813,"[['LeakyReLU', 128], ['SiLU', 128]]",False,N/A,-1.0,256,rectangle
A,simulation319,0.00046658358769491315,0.006300732493400574,"[['Sigmoid', 32], ['Sigmoid', 16], ['ELU', 32]]",False,N/A,-1.0,80,bowtie
A,simulation52,0.0018722803797572851,0.03579600900411606,"[['LeakyReLU', 16], ['ReLU', 32], ['LeakyReLU', 128]]",False,N/A,-1.0,176,funnel
A,simulation724,0.0006085237255319953,0.008644342422485352,"[['Tanh', 64], ['SiLU', 16]]",False,N/A,-1.0,80,bottleneck
A,simulation396,0.0022759304847568274,0.021924778819084167,"[['LeakyReLU', 32], ['ReLU', 16], ['Sigmoid', 32]]",False,N/A,-1.0,80,bowtie
A,simulation262,0.0004940886283293366,0.006715059280395508,"[['Tanh', 64], ['Sigmoid', 32], ['Tanh', 16]]",False,N/A,-1.0,112,bottleneck
A,simulation139,0.0007649972103536129,0.018499553203582764,"[['SiLU', 16], ['LeakyReLU', 16], ['ELU', 16]]",False,N/A,-1.0,48,rectangle
A,simulation702,0.001834376947954297,0.029137566685676575,"[['Tanh', 64], ['Tanh', 16]]",False,N/A,-1.0,80,bottleneck
A,simulation695,0.0014679345767945051,0.03195548057556152,"[['Sigmoid', 32], ['ReLU', 32]]",False,N/A,-1.0,64,rectangle
A,simulation427,0.0006136421579867601,0.019072696566581726,"[['ReLU', 16], ['SiLU', 128], ['SiLU', 64]]",False,N/A,-1.0,208,diamond
A,simulation38,0.0014561009593307972,0.020356282591819763,"[['SiLU', 32], ['LeakyReLU', 64], ['Sigmoid', 64]]",False,N/A,-1.0,160,funnel
A,simulation191,0.0008559947018511593,0.02947595715522766,"[['Sigmoid', 32], ['ReLU', 32], ['ReLU', 32]]",False,N/A,-1.0,96,rectangle
A,simulation486,0.002617505844682455,0.03256303071975708,"[['ReLU', 64], ['Tanh', 128], ['Tanh', 16]]",False,N/A,-1.0,208,diamond
A,simulation60,0.003149754134938121,0.04043853282928467,"[['ReLU', 16], ['ReLU', 64], ['Sigmoid', 128]]",False,N/A,-1.0,208,funnel
A,simulation3,0.0009854983072727919,0.01891910284757614,"[['ReLU', 32], ['ReLU', 64], ['LeakyReLU', 128]]",False,N/A,-1.0,224,funnel
A,simulation171,0.0008600014261901379,0.011537911370396614,"[['ReLU', 32], ['Tanh', 32], ['ReLU', 32]]",False,N/A,-1.0,96,rectangle
A,simulation763,0.001163866720162332,0.008346617221832275,"[['Tanh', 32], ['ELU', 16]]",False,N/A,-1.0,48,bottleneck
A,simulation514,0.0012673611054196954,0.05373352766036987,"[['ReLU', 16], ['ELU', 128]]",False,N/A,-1.0,144,funnel
A,simulation676,0.007206841371953487,0.027120288461446762,"[['ReLU', 128], ['Tanh', 128]]",False,N/A,-1.0,256,rectangle
A,simulation368,0.0009113842388615012,0.028338585048913956,"[['SiLU', 64], ['LeakyReLU', 16], ['SiLU', 128]]",False,N/A,-1.0,208,bowtie
A,simulation599,0.0015439564594998956,0.04054829478263855,"[['ELU', 16], ['ReLU', 64]]",False,N/A,-1.0,80,funnel
A,simulation612,0.0014356054598465562,0.030559467151761055,"[['Sigmoid', 32], ['SiLU', 32]]",False,N/A,-1.0,64,rectangle
A,simulation762,0.0012307900469750166,0.025029562413692474,"[['ReLU', 128], ['LeakyReLU', 64]]",False,N/A,-1.0,192,bottleneck
A,simulation378,0.0007428230019286275,0.023064225912094116,"[['LeakyReLU', 32], ['Sigmoid', 16], ['SiLU', 128]]",False,N/A,-1.0,176,bowtie
A,simulation40,0.0010371914831921458,0.018693596124649048,"[['Tanh', 32], ['Sigmoid', 64], ['Tanh', 128]]",False,N/A,-1.0,224,funnel
A,simulation399,0.004490356892347336,0.008403778076171875,"[['LeakyReLU', 128], ['ELU', 16], ['Sigmoid', 64]]",False,N/A,-1.0,208,bowtie
A,simulation176,0.002156863221898675,0.013318628072738647,"[['SiLU', 32], ['LeakyReLU', 32], ['Tanh', 32]]",False,N/A,-1.0,96,rectangle
A,simulation793,0.001364238327369094,0.024115560576319695,"[['Sigmoid', 32], ['Tanh', 16]]",False,N/A,-1.0,48,bottleneck
A,simulation771,0.00652153417468071,0.01588904857635498,"[['ReLU', 64], ['Tanh', 32]]",False,N/A,-1.0,96,bottleneck
A,simulation711,0.003892910433933139,0.01212608814239502,"[['SiLU', 64], ['Tanh', 32]]",False,N/A,-1.0,96,bottleneck
A,simulation297,0.002567657735198736,0.013699255883693695,"[['ELU', 128], ['ReLU', 16], ['Tanh', 16]]",False,N/A,-1.0,160,bottleneck
A,simulation509,0.0008309503318741918,0.015242695808410645,"[['SiLU', 16], ['SiLU', 128]]",False,N/A,-1.0,144,funnel
A,simulation415,0.00075067940633744,0.023714415729045868,"[['Sigmoid', 32], ['SiLU', 128], ['LeakyReLU', 16]]",False,N/A,-1.0,176,diamond
A,simulation759,0.0003500829334370792,0.013141244649887085,"[['LeakyReLU', 128], ['SiLU', 32]]",False,N/A,-1.0,160,bottleneck
A,simulation341,0.0005975252133794129,0.012805372476577759,"[['SiLU', 64], ['Sigmoid', 16], ['Sigmoid', 64]]",False,N/A,-1.0,144,bowtie
A,simulation235,0.0009655192261561751,0.008572936058044434,"[['ReLU', 64], ['Sigmoid', 16], ['Sigmoid', 16]]",False,N/A,-1.0,96,bottleneck
A,simulation776,0.0066104456782341,0.03159409761428833,"[['SiLU', 128], ['ELU', 64]]",False,N/A,-1.0,192,bottleneck
A,simulation483,0.0016226526349782944,0.023610949516296387,"[['Sigmoid', 16], ['SiLU', 32], ['SiLU', 16]]",False,N/A,-1.0,64,diamond
A,simulation777,0.0034913390409201384,0.017991989850997925,"[['ReLU', 32], ['Tanh', 16]]",False,N/A,-1.0,48,bottleneck
A,simulation359,0.0007091255392879248,0.014686048030853271,"[['SiLU', 64], ['ReLU', 16], ['LeakyReLU', 128]]",False,N/A,-1.0,208,bowtie
A,simulation236,0.0010052615543827415,0.012453138828277588,"[['ELU', 32], ['Tanh', 16], ['SiLU', 16]]",False,N/A,-1.0,64,bottleneck
A,simulation575,0.0040498413145542145,0.02605949342250824,"[['SiLU', 64], ['ELU', 128]]",False,N/A,-1.0,192,funnel
A,simulation214,0.0011767391115427017,0.01438901573419571,"[['LeakyReLU', 32], ['LeakyReLU', 32], ['SiLU', 16]]",False,N/A,-1.0,80,bottleneck
A,simulation740,0.0011349139967933297,0.01827700063586235,"[['LeakyReLU', 32], ['Sigmoid', 16]]",False,N/A,-1.0,48,bottleneck
A,simulation205,0.0008106498862616718,0.028945598751306534,"[['Tanh', 32], ['ELU', 32], ['LeakyReLU', 16]]",False,N/A,-1.0,80,bottleneck
A,simulation277,0.0016641858965158463,0.008754774928092957,"[['SiLU', 64], ['SiLU', 32], ['Tanh', 16]]",False,N/A,-1.0,112,bottleneck
A,simulation619,0.001051754574291408,0.03333631530404091,"[['ReLU', 128], ['ReLU', 128]]",False,N/A,-1.0,256,rectangle
A,simulation630,0.00046647535054944456,0.011772582307457924,"[['ReLU', 32], ['Sigmoid', 32]]",False,N/A,-1.0,64,rectangle
A,simulation637,0.0007900581695139408,0.010264813899993896,"[['ELU', 16], ['SiLU', 16]]",False,N/A,-1.0,32,rectangle
A,simulation436,0.000775653519667685,0.011099889874458313,"[['Sigmoid', 16], ['Sigmoid', 128], ['ELU', 16]]",False,N/A,-1.0,160,diamond
A,simulation530,0.012566013261675835,0.02149522304534912,"[['SiLU', 64], ['Tanh', 128]]",False,N/A,-1.0,192,funnel
A,simulation659,0.0014148363843560219,0.009149610996246338,"[['ReLU', 16], ['Tanh', 16]]",False,N/A,-1.0,32,rectangle
A,simulation355,0.0015184504445642233,0.05471763014793396,"[['Sigmoid', 64], ['SiLU', 16], ['ELU', 64]]",False,N/A,-1.0,144,bowtie
A,simulation523,0.0007295957184396684,0.02054094895720482,"[['ReLU', 32], ['ReLU', 128]]",False,N/A,-1.0,160,funnel
A,simulation314,0.001036325586028397,0.014968514442443848,"[['Sigmoid', 64], ['SiLU', 32], ['ReLU', 64]]",False,N/A,-1.0,160,bowtie
A,simulation529,0.0009221180225722492,0.033994998782873154,"[['ReLU', 16], ['ReLU', 64]]",False,N/A,-1.0,80,funnel
A,simulation278,0.0009480331209488213,0.037713855504989624,"[['SiLU', 64], ['ReLU', 16], ['ELU', 16]]",False,N/A,-1.0,96,bottleneck
A,simulation298,0.0008922419510781765,0.015705376863479614,"[['SiLU', 64], ['Tanh', 16], ['ReLU', 16]]",False,N/A,-1.0,96,bottleneck
A,simulation111,0.0011629582149907947,0.0338871031999588,"[['ELU', 64], ['Sigmoid', 64], ['LeakyReLU', 64]]",False,N/A,-1.0,192,rectangle
A,simulation29,0.0007137316279113293,0.012996494770050049,"[['ReLU', 32], ['Sigmoid', 32], ['Tanh', 64]]",False,N/A,-1.0,128,funnel
A,simulation366,0.0008980365237221122,0.02635420858860016,"[['Tanh', 32], ['ELU', 16], ['ReLU', 32]]",False,N/A,-1.0,80,bowtie
A,simulation705,0.0011997147230431437,0.014331638813018799,"[['SiLU', 32], ['SiLU', 16]]",False,N/A,-1.0,48,bottleneck
A,simulation639,0.0020358781330287457,0.03891536220908165,"[['Tanh', 128], ['LeakyReLU', 128]]",False,N/A,-1.0,256,rectangle
A,simulation447,0.0004870699776802212,0.019758284091949463,"[['ReLU', 64], ['SiLU', 128], ['LeakyReLU', 16]]",False,N/A,-1.0,208,diamond
A,simulation100,0.0011088296305388212,0.013225436210632324,"[['Tanh', 16], ['SiLU', 16], ['ReLU', 16]]",False,N/A,-1.0,48,rectangle
A,simulation664,0.002104439539834857,0.03993380069732666,"[['Tanh', 128], ['ReLU', 128]]",False,N/A,-1.0,256,rectangle
A,simulation773,0.0030528169590979815,0.01949363946914673,"[['LeakyReLU', 128], ['Tanh', 64]]",False,N/A,-1.0,192,bottleneck
A,simulation533,0.00196625548414886,0.004857983440160751,"[['SiLU', 16], ['Tanh', 32]]",False,N/A,-1.0,48,funnel
A,simulation732,0.0006099733873270452,0.010030865669250488,"[['ReLU', 64], ['SiLU', 16]]",False,N/A,-1.0,80,bottleneck
A,simulation606,0.001472855918109417,0.013123929500579834,"[['Tanh', 64], ['ELU', 64]]",False,N/A,-1.0,128,rectangle
A,simulation324,0.0011305190855637193,0.009198665618896484,"[['ReLU', 128], ['Tanh', 32], ['ELU', 64]]",False,N/A,-1.0,224,bowtie
A,simulation604,0.0026170548517256975,0.033297568559646606,"[['ReLU', 64], ['ELU', 64]]",False,N/A,-1.0,128,rectangle
A,simulation539,0.0032663296442478895,0.024382472038269043,"[['ELU', 64], ['ELU', 128]]",False,N/A,-1.0,192,funnel
A,simulation200,0.0007653133943676949,0.02765262871980667,"[['Sigmoid', 64], ['ELU', 64], ['ReLU', 16]]",False,N/A,-1.0,144,bottleneck
A,simulation501,0.0029047452844679356,0.040201544761657715,"[['Sigmoid', 64], ['ReLU', 128]]",False,N/A,-1.0,192,funnel
A,simulation50,0.0004892778233624995,0.010183334350585938,"[['LeakyReLU', 16], ['ReLU', 32], ['Sigmoid', 32]]",False,N/A,-1.0,80,funnel
A,simulation796,0.0025205023121088743,0.018608585000038147,"[['SiLU', 128], ['Sigmoid', 16]]",False,N/A,-1.0,144,bottleneck
A,simulation756,0.007412740495055914,0.016383886337280273,"[['Tanh', 128], ['Tanh', 32]]",False,N/A,-1.0,160,bottleneck
A,simulation201,0.0006325375288724899,0.007400587201118469,"[['ReLU', 64], ['SiLU', 32], ['ELU', 32]]",False,N/A,-1.0,128,bottleneck
A,simulation164,0.0005007261643186212,0.0176568403840065,"[['SiLU', 64], ['ELU', 64], ['ReLU', 64]]",False,N/A,-1.0,192,rectangle
A,simulation443,0.008009764365851879,0.048248499631881714,"[['SiLU', 32], ['Tanh', 128], ['Tanh', 64]]",False,N/A,-1.0,224,diamond
A,simulation190,0.00062095548491925,0.011190995573997498,"[['ELU', 16], ['Sigmoid', 16], ['Sigmoid', 16]]",False,N/A,-1.0,48,rectangle
A,simulation694,0.0019910510163754225,0.012637272477149963,"[['Sigmoid', 64], ['Tanh', 64]]",False,N/A,-1.0,128,rectangle
A,simulation649,0.0007620633696205914,0.01987055316567421,"[['LeakyReLU', 16], ['SiLU', 16]]",False,N/A,-1.0,32,rectangle
A,simulation444,0.0008056409424170852,0.008636534214019775,"[['ReLU', 16], ['LeakyReLU', 128], ['Tanh', 16]]",False,N/A,-1.0,160,diamond
A,simulation213,0.0005954712396487594,0.007949411869049072,"[['SiLU', 64], ['SiLU', 16], ['SiLU', 16]]",False,N/A,-1.0,96,bottleneck
A,simulation786,0.0008460670942440629,0.014338582754135132,"[['Sigmoid', 32], ['Sigmoid', 16]]",False,N/A,-1.0,48,bottleneck
A,simulation656,0.004048975650221109,0.012584090232849121,"[['LeakyReLU', 32], ['ELU', 32]]",False,N/A,-1.0,64,rectangle
A,simulation592,0.0008782604709267616,0.03680390119552612,"[['ReLU', 16], ['SiLU', 64]]",False,N/A,-1.0,80,funnel
A,simulation285,0.0007669580518268049,0.018411755561828613,"[['Tanh', 64], ['SiLU', 16], ['LeakyReLU', 16]]",False,N/A,-1.0,96,bottleneck
A,simulation83,0.0014525767182931304,0.012585163116455078,"[['Tanh', 16], ['ReLU', 64], ['SiLU', 128]]",False,N/A,-1.0,208,funnel
A,simulation16,0.0008184760808944702,0.01842508465051651,"[['Sigmoid', 32], ['Sigmoid', 64], ['Tanh', 64]]",False,N/A,-1.0,160,funnel
A,simulation195,0.002600648207589984,0.010485708713531494,"[['SiLU', 16], ['ReLU', 16], ['Sigmoid', 16]]",False,N/A,-1.0,48,rectangle
A,simulation114,0.0008013260667212307,0.006455957889556885,"[['Tanh', 16], ['Sigmoid', 16], ['ELU', 16]]",False,N/A,-1.0,48,rectangle
A,simulation6,0.0005729328258894384,0.02084633708000183,"[['LeakyReLU', 64], ['Sigmoid', 64], ['Sigmoid', 128]]",False,N/A,-1.0,256,funnel
A,simulation553,0.0009508446091786027,0.006890803575515747,"[['SiLU', 16], ['Sigmoid', 128]]",False,N/A,-1.0,144,funnel
A,simulation541,0.0006226668483577669,0.030836880207061768,"[['SiLU', 32], ['LeakyReLU', 128]]",False,N/A,-1.0,160,funnel
A,simulation53,0.0007968274876475334,0.04758733510971069,"[['LeakyReLU', 16], ['Sigmoid', 16], ['ELU', 64]]",False,N/A,-1.0,96,funnel
A,simulation775,0.0032618362456560135,0.034307628870010376,"[['ReLU', 128], ['ELU', 64]]",False,N/A,-1.0,192,bottleneck
A,simulation714,0.0008251054096035659,0.04034221172332764,"[['LeakyReLU', 128], ['LeakyReLU', 32]]",False,N/A,-1.0,160,bottleneck
A,simulation477,0.0009315560455434024,0.006936714053153992,"[['ReLU', 32], ['Tanh', 128], ['ELU', 32]]",False,N/A,-1.0,192,diamond
A,simulation167,0.0007618098170496523,0.014725923538208008,"[['LeakyReLU', 32], ['LeakyReLU', 32], ['SiLU', 32]]",False,N/A,-1.0,96,rectangle
A,simulation494,0.0012471334775909781,0.02143380045890808,"[['LeakyReLU', 16], ['LeakyReLU', 64], ['Tanh', 16]]",False,N/A,-1.0,96,diamond
A,simulation296,0.0009970294777303934,0.04564456641674042,"[['Sigmoid', 128], ['ReLU', 64], ['ELU', 64]]",False,N/A,-1.0,256,bottleneck
A,simulation309,0.0008005007985047996,0.03078058362007141,"[['ReLU', 64], ['LeakyReLU', 32], ['ELU', 64]]",False,N/A,-1.0,160,bowtie
A,simulation223,0.0012799554970115423,0.043294042348861694,"[['SiLU', 128], ['LeakyReLU', 64], ['LeakyReLU', 32]]",False,N/A,-1.0,224,bottleneck
A,simulation670,0.0008643033215776086,0.024570733308792114,"[['LeakyReLU', 128], ['LeakyReLU', 128]]",False,N/A,-1.0,256,rectangle
A,simulation279,0.003309245454147458,0.024727463722229004,"[['Tanh', 128], ['Tanh', 64], ['LeakyReLU', 16]]",False,N/A,-1.0,208,bottleneck
A,simulation548,0.000905353925190866,0.019081979990005493,"[['ReLU', 16], ['LeakyReLU', 64]]",False,N/A,-1.0,80,funnel
A,simulation528,0.0013280033599585295,0.04290781915187836,"[['Sigmoid', 16], ['ELU', 32]]",False,N/A,-1.0,48,funnel
A,simulation257,0.000966109917499125,0.027079030871391296,"[['Tanh', 128], ['ReLU', 64], ['SiLU', 16]]",False,N/A,-1.0,208,bottleneck
A,simulation626,0.0014529727632179856,0.023358464241027832,"[['Sigmoid', 64], ['ReLU', 64]]",False,N/A,-1.0,128,rectangle
A,simulation517,0.0007844477077014744,0.01695936918258667,"[['Sigmoid', 32], ['LeakyReLU', 128]]",False,N/A,-1.0,160,funnel
A,simulation780,0.0024089019279927015,0.018054604530334473,"[['Tanh', 128], ['ELU', 64]]",False,N/A,-1.0,192,bottleneck
A,simulation558,0.0014257708098739386,0.007041335105895996,"[['ELU', 16], ['Sigmoid', 128]]",False,N/A,-1.0,144,funnel
A,simulation688,0.006296939216554165,0.014291804283857346,"[['LeakyReLU', 64], ['Tanh', 64]]",False,N/A,-1.0,128,rectangle
A,simulation712,0.0013753172243013978,0.01952311396598816,"[['LeakyReLU', 32], ['ELU', 16]]",False,N/A,-1.0,48,bottleneck
A,simulation365,0.0011184581089764833,0.013942288234829903,"[['ELU', 64], ['Tanh', 16], ['SiLU', 64]]",False,N/A,-1.0,144,bowtie
A,simulation34,0.0006041808519512415,0.006087243556976318,"[['Sigmoid', 32], ['Tanh', 64], ['ELU', 64]]",False,N/A,-1.0,160,funnel
A,simulation239,0.0008258366142399609,0.029763638973236084,"[['LeakyReLU', 32], ['ELU', 32], ['ELU', 16]]",False,N/A,-1.0,80,bottleneck
A,simulation317,0.0015842113643884659,0.015910595655441284,"[['ELU', 64], ['ELU', 16], ['ReLU', 32]]",False,N/A,-1.0,112,bowtie
A,simulation22,0.0013837580336257815,0.017107218503952026,"[['SiLU', 16], ['LeakyReLU', 32], ['SiLU', 128]]",False,N/A,-1.0,176,funnel
A,simulation681,0.0008871598984114826,0.02759803831577301,"[['LeakyReLU', 64], ['LeakyReLU', 64]]",False,N/A,-1.0,128,rectangle
A,simulation244,0.0029556090012192726,0.025688447058200836,"[['ReLU', 64], ['LeakyReLU', 32], ['Sigmoid', 16]]",False,N/A,-1.0,112,bottleneck
A,simulation755,0.0010736145777627826,0.03348782658576965,"[['ELU', 128], ['LeakyReLU', 16]]",False,N/A,-1.0,144,bottleneck
A,simulation450,0.0012576051522046328,0.03105546534061432,"[['Tanh', 64], ['LeakyReLU', 128], ['Tanh', 16]]",False,N/A,-1.0,208,diamond
A,simulation318,0.0018697625491768122,0.008832573890686035,"[['Tanh', 64], ['ELU', 16], ['ELU', 32]]",False,N/A,-1.0,112,bowtie
A,simulation798,0.0012421642895787954,0.035713642835617065,"[['ELU', 128], ['SiLU', 16]]",False,N/A,-1.0,144,bottleneck
A,simulation59,0.0008464759448543191,0.02767324447631836,"[['ELU', 64], ['Sigmoid', 64], ['SiLU', 128]]",False,N/A,-1.0,256,funnel
A,simulation493,0.0010291343787685037,0.0173022598028183,"[['Sigmoid', 16], ['Sigmoid', 128], ['SiLU', 64]]",False,N/A,-1.0,208,diamond
A,simulation535,0.001925965421833098,0.005746513605117798,"[['ReLU', 16], ['Sigmoid', 64]]",False,N/A,-1.0,80,funnel
A,simulation54,0.0005281495396047831,0.020435601472854614,"[['Sigmoid', 32], ['ReLU', 64], ['ReLU', 64]]",False,N/A,-1.0,160,funnel
A,simulation261,0.0007723448798060417,0.022284239530563354,"[['LeakyReLU', 64], ['ReLU', 64], ['ReLU', 32]]",False,N/A,-1.0,160,bottleneck
A,simulation709,0.001707879826426506,0.02053140103816986,"[['ReLU', 64], ['ReLU', 16]]",False,N/A,-1.0,80,bottleneck
A,simulation280,0.00046087754890322685,0.008415400981903076,"[['Sigmoid', 64], ['LeakyReLU', 64], ['SiLU', 32]]",False,N/A,-1.0,160,bottleneck
A,simulation440,0.00048579933354631066,0.005015075206756592,"[['Sigmoid', 32], ['SiLU', 128], ['Tanh', 32]]",False,N/A,-1.0,192,diamond
A,simulation504,0.0009483468602411449,0.019713938236236572,"[['Sigmoid', 64], ['LeakyReLU', 128]]",False,N/A,-1.0,192,funnel
