Problem,Folder,Final Error 1,Final Error 2,Hidden Layers,Pinn Info,Batch Size,total_neurons,shape
Bp,simulation5,0.007939822971820831,0.8985493779182434,"[['SiLU', 16], ['Tanh', 32], ['ELU', 64]]",False,traininig_data/treino_s/,112,funnel
Bp,simulation126,0.006459847558289766,0.9365570545196533,"[['Tanh', 32], ['LeakyReLU', 32], ['ReLU', 32]]",False,traininig_data/treino_s/,96,rectangle
Bp,simulation87,0.0077578178606927395,0.9558756351470947,"[['Tanh', 16], ['ReLU', 64], ['ELU', 128]]",False,traininig_data/treino_s/,208,funnel
Bp,simulation42,0.0042230538092553616,0.8782896399497986,"[['ELU', 16], ['SiLU', 64], ['Sigmoid', 128]]",False,traininig_data/treino_s/,208,funnel
Bp,simulation118,0.009806963615119457,0.9846938252449036,"[['ReLU', 16], ['LeakyReLU', 16], ['LeakyReLU', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation121,0.005761474836617708,0.851137101650238,"[['ReLU', 64], ['ELU', 64], ['SiLU', 64]]",False,traininig_data/treino_s/,192,rectangle
Bp,simulation93,0.004939340054988861,0.875848650932312,"[['LeakyReLU', 32], ['LeakyReLU', 32], ['LeakyReLU', 128]]",False,traininig_data/treino_s/,192,funnel
Bp,simulation120,0.01109377108514309,0.8837087750434875,"[['SiLU', 16], ['Tanh', 16], ['ReLU', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation97,0.010267865844070911,0.9473676681518555,"[['Sigmoid', 32], ['ReLU', 32], ['ELU', 64]]",False,traininig_data/treino_s/,128,funnel
Bp,simulation130,0.01003604382276535,0.9690712690353394,"[['LeakyReLU', 16], ['SiLU', 16], ['Sigmoid', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation39,0.009011575020849705,0.9697557687759399,"[['SiLU', 16], ['ReLU', 16], ['Tanh', 128]]",False,traininig_data/treino_s/,160,funnel
Bp,simulation75,0.004686364438384771,0.932907223701477,"[['ReLU', 64], ['Sigmoid', 64], ['Tanh', 128]]",False,traininig_data/treino_s/,256,funnel
Bp,simulation56,0.004233211278915405,0.952624499797821,"[['ELU', 16], ['ReLU', 64], ['Sigmoid', 128]]",False,traininig_data/treino_s/,208,funnel
Bp,simulation4,0.007998860441148281,0.9365144968032837,"[['LeakyReLU', 16], ['Tanh', 16], ['LeakyReLU', 32]]",False,traininig_data/treino_s/,64,funnel
Bp,simulation107,0.011141300201416016,1.002032995223999,"[['ELU', 16], ['ReLU', 16], ['SiLU', 16]]",False,traininig_data/treino_s/,48,rectangle
Bp,simulation58,0.004928890150040388,0.9783620834350586,"[['ELU', 32], ['ReLU', 64], ['ReLU', 128]]",False,traininig_data/treino_s/,224,funnel
Bp,simulation116,0.0051159984432160854,0.9196826219558716,"[['LeakyReLU', 32], ['Tanh', 32], ['Tanh', 32]]",False,traininig_data/treino_s/,96,rectangle
Bp,simulation24,0.00814944226294756,0.9512838125228882,"[['ELU', 16], ['ReLU', 16], ['LeakyReLU', 128]]",False,traininig_data/treino_s/,160,funnel
