u,w,up,wp,ut,wt
0.63992757,0.047354523,0.91739345,0.056512468,0.826676,0.051602
0.63992757,0.047354523,0.9442917,0.059696376,0.907599,0.054217
0.63992757,0.047354523,0.9684127,0.06274748,0.964155,0.05707
0.63992757,0.047354523,0.989626,0.06565985,0.99669,0.060058
0.63992757,0.047354523,1.0077912,0.068429075,1.012319,0.063094
0.63992757,0.047354523,1.0227487,0.07104859,1.018152,0.066125
0.63992757,0.047354523,1.0343485,0.073513865,1.01885,0.069121
0.63992757,0.047354523,1.0424035,0.07581824,1.016975,0.072066
0.63992757,0.047354523,1.0467602,0.07794219,1.01383,0.074955
0.63992757,0.047354523,1.0472196,0.07985665,1.010056,0.077783
0.63992757,0.047354523,1.0436746,0.08155442,1.00597,0.080552
0.63992757,0.047354523,1.0387704,0.083182186,1.001724,0.08326
0.63992757,0.047354523,1.0338736,0.08481433,0.997397,0.085908
0.63992757,0.047354523,1.0289785,0.08645066,0.993024,0.088496
0.63992757,0.047354523,1.0240732,0.088090815,0.988627,0.091026
0.63992757,0.047354523,1.0191736,0.08973509,0.984213,0.093498
0.63992757,0.047354523,1.0142684,0.09138284,0.979787,0.095914
0.63992757,0.047354523,1.0093573,0.09303428,0.975351,0.098273
0.63992757,0.047354523,1.0044475,0.09468855,0.970906,0.100578
0.63992757,0.047354523,0.99954367,0.09634589,0.966451,0.102828
0.63992757,0.047354523,0.9946327,0.098006114,0.961984,0.105024
0.63992757,0.047354523,0.9897148,0.099668466,0.957507,0.107168
0.63992757,0.047354523,0.9847961,0.101332955,0.953016,0.10926
0.63992757,0.047354523,0.9798737,0.102998935,0.948511,0.111301
0.63992757,0.047354523,0.97494763,0.10466597,0.94399,0.113292
0.63992757,0.047354523,0.97001255,0.10633397,0.939452,0.115233
0.63992757,0.047354523,0.9650767,0.10800233,0.934895,0.117125
0.63992757,0.047354523,0.9601314,0.10967038,0.930317,0.118969
0.63992757,0.047354523,0.9551755,0.11133682,0.925716,0.120766
0.63992757,0.047354523,0.9502123,0.113002725,0.92109,0.122516
0.63992757,0.047354523,0.9452467,0.11466615,0.916436,0.124219
0.63992757,0.047354523,0.9402683,0.11632611,0.911752,0.125877
0.63992757,0.047354523,0.93526506,0.11798188,0.907036,0.12749
0.63992757,0.047354523,0.93026537,0.11963288,0.902284,0.129058
0.63992757,0.047354523,0.92524314,0.12127761,0.897493,0.130583
0.63992757,0.047354523,0.92020524,0.12291523,0.89266,0.132064
0.63992757,0.047354523,0.91514397,0.124543734,0.88778,0.133502
0.63992757,0.047354523,0.9100567,0.12616152,0.88285,0.134898
0.63992757,0.047354523,0.90494853,0.12776798,0.877866,0.136253
0.63992757,0.047354523,0.89981294,0.12936035,0.872821,0.137566
0.63992757,0.047354523,0.8946352,0.130936,0.86771,0.138837
0.63992757,0.047354523,0.88942957,0.1324941,0.862527,0.140069
0.63992757,0.047354523,0.88416123,0.13403045,0.857266,0.14126
0.63992757,0.047354523,0.87885135,0.13554288,0.851917,0.142411
0.63992757,0.047354523,0.87346303,0.13702771,0.846474,0.143522
0.63992757,0.047354523,0.8680036,0.13848157,0.840925,0.144594
0.63992757,0.047354523,0.8624528,0.13990018,0.835259,0.145626
0.63992757,0.047354523,0.8567815,0.14127868,0.829465,0.14662
0.63992757,0.047354523,0.8509966,0.14261296,0.823527,0.147574
0.63992757,0.047354523,0.8450258,0.14389631,0.81743,0.148489
0.63992757,0.047354523,0.8388604,0.14512247,0.811153,0.149366
0.63992757,0.047354523,0.83245087,0.14628488,0.804675,0.150203
0.63992757,0.047354523,0.82574093,0.14737576,0.797969,0.151
0.63992757,0.047354523,0.8186444,0.14838547,0.791005,0.151758
0.63992757,0.047354523,0.8110765,0.14930564,0.783747,0.152476
0.63992757,0.047354523,0.80288815,0.15012437,0.776152,0.153153
0.63992757,0.047354523,0.79392016,0.15083188,0.768167,0.153788
0.63992757,0.047354523,0.7842314,0.15150088,0.759729,0.154381
0.63992757,0.047354523,0.7738504,0.15217617,0.75076,0.15493
0.63992757,0.047354523,0.76270187,0.15285793,0.741165,0.155433
0.63992757,0.047354523,0.75068593,0.15354672,0.730822,0.155889
0.63992757,0.047354523,0.7377285,0.15424323,0.719579,0.156295
0.63992757,0.047354523,0.72369814,0.15494785,0.707239,0.156649
0.63992757,0.047354523,0.70848083,0.15566087,0.693549,0.156945
0.63992757,0.047354523,0.69192404,0.15638313,0.678172,0.157179
0.63992757,0.047354523,0.6738912,0.1571157,0.660657,0.157345
0.63992757,0.047354523,0.65419674,0.15785885,0.640394,0.157434
0.63992757,0.047354523,0.6326499,0.15861392,0.616542,0.157435
0.63992757,0.047354523,0.609035,0.15938163,0.587934,0.157333
0.63992757,0.047354523,0.5831226,0.1601634,0.552943,0.157108
0.63992757,0.047354523,0.5546415,0.16096064,0.509338,0.156733
0.63992757,0.047354523,0.5232833,0.16177437,0.454213,0.156172
0.63992757,0.047354523,0.46303588,0.16058162,0.384315,0.155375
0.63992757,0.047354523,0.34975976,0.15550941,0.297545,0.154283
0.63992757,0.047354523,0.20979398,0.14851278,0.196632,0.152836
0.63992757,0.047354523,0.10559833,0.1426912,0.093573,0.151002
0.63992757,0.047354523,0.03785491,0.13812193,0.007023,0.148812
0.63992757,0.047354523,-0.0054860115,0.13447686,-0.050998,0.146362
0.63992757,0.047354523,-0.032639146,0.13149229,-0.082639,0.143771
0.63992757,0.047354523,-0.04913056,0.12896913,-0.097017,0.141129
0.63992757,0.047354523,-0.058635473,0.1267631,-0.102078,0.13849
0.63992757,0.047354523,-0.06359851,0.12477203,-0.10257,0.135883
0.63992757,0.047354523,-0.06560719,0.12292562,-0.100911,0.13332
0.63992757,0.047354523,-0.06570506,0.12117543,-0.098257,0.130806
0.63992757,0.047354523,-0.064581156,0.11948905,-0.095147,0.128343
0.63992757,0.047354523,-0.062671185,0.117844954,-0.091829,0.125932
0.63992757,0.047354523,-0.06025064,0.11622852,-0.088422,0.123573
0.63992757,0.047354523,-0.05751252,0.11463053,-0.084979,0.121265
0.63992757,0.047354523,-0.054570794,0.11304445,-0.081528,0.119008
0.63992757,0.047354523,-0.051489115,0.11146676,-0.07808,0.1168
0.63992757,0.047354523,-0.048324466,0.10989444,-0.074641,0.11464
0.63992757,0.047354523,-0.04511285,0.10832576,-0.071215,0.112529
0.63992757,0.047354523,-0.041870713,0.10675985,-0.067803,0.110465
0.63992757,0.047354523,-0.03859985,0.105195865,-0.064405,0.108447
0.63992757,0.047354523,-0.03531742,0.10363331,-0.061022,0.106474
0.63992757,0.047354523,-0.032027483,0.102072045,-0.057654,0.104547
0.63992757,0.047354523,-0.028728604,0.1005118,-0.0543,0.102663
0.63992757,0.047354523,-0.025424719,0.09895285,-0.050962,0.100822
0.63992757,0.047354523,-0.02213049,0.09741269,-0.047638,0.099024
0.63992757,0.047354523,-0.018830895,0.09590021,-0.044329,0.097268
0.63992757,0.047354523,-0.015534639,0.094415046,-0.041034,0.095553
0.63992757,0.047354523,-0.012250662,0.09295638,-0.037753,0.093878
0.63992757,0.047354523,-0.008960485,0.0915241,-0.034487,0.092243
0.63992757,0.047354523,-0.0056819916,0.090117745,-0.031235,0.090646
0.63992757,0.047354523,-0.0023998022,0.08873677,-0.027997,0.089088
0.63992757,0.047354523,0.0008728504,0.08738065,-0.024773,0.087567
0.63992757,0.047354523,0.004145026,0.08604932,-0.021563,0.086084
0.63992757,0.047354523,0.007416129,0.08474221,-0.018367,0.084636
0.63992757,0.047354523,0.010679007,0.083458655,-0.015184,0.083225
0.63992757,0.047354523,0.013937235,0.08219866,-0.012015,0.081848
0.63992757,0.047354523,0.01719284,0.08096165,-0.008859,0.080506
0.63992757,0.047354523,0.020451546,0.07974738,-0.005717,0.079197
0.63992757,0.047354523,0.023696423,0.078555286,-0.002587,0.077922
0.63992757,0.047354523,0.026943207,0.07738521,0.000529,0.07668
0.63992757,0.047354523,0.030184984,0.07623665,0.003632,0.075469
0.63992757,0.047354523,0.03342843,0.07510944,0.006723,0.07429
0.63992757,0.047354523,0.036661386,0.07400301,0.009801,0.073142
0.63992757,0.047354523,0.03989601,0.072919115,0.012866,0.072025
0.63992757,0.047354523,0.043114424,0.07186094,0.015918,0.070937
0.63992757,0.047354523,0.0463264,0.0708286,0.018959,0.069879
0.63992757,0.047354523,0.04952097,0.069821894,0.021987,0.06885
0.63992757,0.047354523,0.052711725,0.068840526,0.025003,0.067849
0.63992757,0.047354523,0.0558877,0.06788427,0.028007,0.066876
0.63992757,0.047354523,0.059055805,0.06695302,0.030999,0.06593
0.63992757,0.047354523,0.062213182,0.06604623,0.03398,0.065011
0.63992757,0.047354523,0.06535673,0.06516398,0.036949,0.064119
0.63992757,0.047354523,0.06849265,0.06430587,0.039906,0.063252
0.63992757,0.047354523,0.07162452,0.063471735,0.042852,0.062411
0.63992757,0.047354523,0.07474089,0.06266133,0.045787,0.061595
0.63992757,0.047354523,0.07785082,0.06187439,0.048711,0.060804
0.63992757,0.047354523,0.08095026,0.061110623,0.051624,0.060037
0.63992757,0.047354523,0.084041834,0.060369737,0.054527,0.059293
0.63992757,0.047354523,0.08712554,0.059651688,0.057418,0.058573
0.63992757,0.047354523,0.0902009,0.058956034,0.0603,0.057876
0.63992757,0.047354523,0.093262434,0.058282487,0.063171,0.057201
0.63992757,0.047354523,0.09632301,0.05763106,0.066031,0.056548
0.63992757,0.047354523,0.099375725,0.05700122,0.068882,0.055917
0.63992757,0.047354523,0.1024158,0.05639284,0.071723,0.055308
0.63992757,0.047354523,0.10545063,0.05580561,0.074555,0.054719
0.63992757,0.047354523,0.10847449,0.055239357,0.077377,0.054151
0.63992757,0.047354523,0.111496925,0.054693744,0.08019,0.053603
0.63992757,0.047354523,0.11450791,0.054168575,0.082994,0.053075
0.63992757,0.047354523,0.117507696,0.053663492,0.085788,0.052567
0.63992757,0.047354523,0.12050843,0.053178445,0.088575,0.052077
0.63992757,0.047354523,0.123500824,0.05271299,0.091352,0.051607
0.63992757,0.047354523,0.12648582,0.052267037,0.094122,0.051155
0.63992757,0.047354523,0.12946248,0.05184008,0.096884,0.050721
0.63992757,0.047354523,0.13242865,0.051432133,0.099637,0.050305
0.63992757,0.047354523,0.135396,0.05104293,0.102384,0.049906
0.63992757,0.047354523,0.13835406,0.050672024,0.105123,0.049525
0.63992757,0.047354523,0.14130569,0.050319374,0.107855,0.049161
0.63992757,0.047354523,0.14425159,0.04998464,0.11058,0.048813
0.63992757,0.047354523,0.14719081,0.04966756,0.113299,0.048482
0.63992757,0.047354523,0.15012503,0.049367905,0.116012,0.048166
0.63992757,0.047354523,0.15305305,0.049085505,0.118719,0.047867
0.63992757,0.047354523,0.15597486,0.04882004,0.121421,0.047583
0.63992757,0.047354523,0.15889311,0.048571505,0.124118,0.047314
0.63992757,0.047354523,0.1618061,0.04833927,0.12681,0.04706
0.63992757,0.047354523,0.16471386,0.048123427,0.129498,0.046821
0.63992757,0.047354523,0.16761279,0.04792358,0.132182,0.046596
0.63992757,0.047354523,0.17050958,0.047739528,0.134863,0.046386
0.63992757,0.047354523,0.17339897,0.047571108,0.137542,0.046189
0.63992757,0.047354523,0.1762867,0.047418065,0.140217,0.046007
0.63992757,0.047354523,0.17916822,0.047280267,0.142892,0.045837
0.63992757,0.047354523,0.18204117,0.04715725,0.145565,0.045682
0.63992757,0.047354523,0.1849196,0.04704909,0.148238,0.045539
0.63992757,0.047354523,0.18778491,0.04695534,0.150911,0.045409
0.63992757,0.047354523,0.19064808,0.046875864,0.153585,0.045292
0.63992757,0.047354523,0.19350553,0.046810575,0.156261,0.045187
0.63992757,0.047354523,0.19636202,0.046759136,0.158941,0.045094
0.63992757,0.047354523,0.19921064,0.046721265,0.161624,0.045014
0.63992757,0.047354523,0.20205641,0.046697013,0.164312,0.044946
0.63992757,0.047354523,0.20490146,0.046685964,0.167006,0.044889
0.63992757,0.047354523,0.20774007,0.046688013,0.169707,0.044844
0.63992757,0.047354523,0.21057224,0.046702914,0.172417,0.044811
0.63992757,0.047354523,0.21339941,0.046730474,0.175138,0.044788
0.63992757,0.047354523,0.2162273,0.046770573,0.177871,0.044777
0.63992757,0.047354523,0.21904826,0.046822958,0.180618,0.044777
0.63992757,0.047354523,0.22186899,0.046887413,0.18338,0.044788
0.63992757,0.047354523,0.22468686,0.046963915,0.186162,0.04481
0.63992757,0.047354523,0.2275002,0.047052056,0.188964,0.044843
0.63992757,0.047354523,0.23030925,0.04715187,0.19179,0.044886
0.63992757,0.047354523,0.23311114,0.04726296,0.194643,0.044939
0.63992757,0.047354523,0.23591328,0.047385335,0.197527,0.045004
0.63992757,0.047354523,0.23871255,0.04751873,0.200446,0.045078
0.63992757,0.047354523,0.2415111,0.04766307,0.203404,0.045164
0.63992757,0.047354523,0.24430752,0.047818124,0.206406,0.045259
0.63992757,0.047354523,0.24709296,0.047983587,0.20946,0.045366
0.63992757,0.047354523,0.24987817,0.048159584,0.21257,0.045482
0.63992757,0.047354523,0.252666,0.048345774,0.215746,0.04561
0.63992757,0.047354523,0.25544262,0.048541896,0.218995,0.045748
0.63992757,0.047354523,0.25821948,0.048748024,0.222328,0.045897
0.63992757,0.047354523,0.26100087,0.048963882,0.225758,0.046057
0.63992757,0.047354523,0.26377177,0.049189344,0.229297,0.046228
0.63992757,0.047354523,0.2665429,0.04942423,0.232962,0.046411
0.63992757,0.047354523,0.26931024,0.04966843,0.236771,0.046605
0.63992757,0.047354523,0.27207255,0.049921714,0.240748,0.046812
0.63992757,0.047354523,0.27483892,0.05018413,0.244918,0.047032
0.63992757,0.047354523,0.27759886,0.050455354,0.249313,0.047266
0.5647937,0.095003776,0.5572471,0.078813076,0.564794,0.095004
0.5647937,0.095003776,0.6005981,0.082718715,0.5926,0.095786
0.5647937,0.095003776,0.6420304,0.08652546,0.625781,0.096675
0.5647937,0.095003776,0.6814499,0.09022911,0.664329,0.097692
0.5647937,0.095003776,0.7187656,0.09382619,0.707344,0.098854
0.5647937,0.095003776,0.7538645,0.09731175,0.752709,0.100174
0.5647937,0.095003776,0.78664577,0.100682154,0.797184,0.101653
0.5647937,0.095003776,0.81698895,0.10393213,0.837166,0.103278
0.5647937,0.095003776,0.8447826,0.10704948,0.869893,0.105023
0.5647937,0.095003776,0.86989534,0.110022105,0.894271,0.106856
0.5647937,0.095003776,0.8921991,0.11284345,0.910816,0.108742
0.5647937,0.095003776,0.9115566,0.115506604,0.920963,0.110651
0.5647937,0.095003776,0.92782104,0.11800361,0.926351,0.112562
0.5647937,0.095003776,0.94083416,0.12032686,0.928404,0.114457
0.5647937,0.095003776,0.9504384,0.12246804,0.928203,0.116326
0.5647937,0.095003776,0.95646304,0.12441836,0.926504,0.118162
0.5647937,0.095003776,0.958728,0.1261688,0.923815,0.11996
0.5647937,0.095003776,0.95704365,0.12770957,0.920469,0.121717
0.5647937,0.095003776,0.95126605,0.12903342,0.916683,0.123433
0.5647937,0.095003776,0.9439603,0.13027634,0.912594,0.125105
0.5647937,0.095003776,0.9366324,0.13151795,0.908292,0.126734
0.5647937,0.095003776,0.92928094,0.13275817,0.903834,0.12832
0.5647937,0.095003776,0.921901,0.13399687,0.899257,0.129863
0.5647937,0.095003776,0.9144942,0.1352343,0.894583,0.131363
0.5647937,0.095003776,0.907059,0.13647023,0.889825,0.132821
0.5647937,0.095003776,0.89958763,0.13770424,0.884992,0.134236
0.5647937,0.095003776,0.8920859,0.13893634,0.880087,0.135609
0.5647937,0.095003776,0.8845405,0.14016615,0.875111,0.136941
0.5647937,0.095003776,0.8769545,0.14139354,0.870063,0.138232
0.5647937,0.095003776,0.86931837,0.14261799,0.864938,0.139482
0.5647937,0.095003776,0.8616328,0.14383937,0.859732,0.140692
0.5647937,0.095003776,0.85389054,0.14505745,0.85444,0.141862
0.5647937,0.095003776,0.8460802,0.14627132,0.849054,0.142992
0.5647937,0.095003776,0.838194,0.14748085,0.843565,0.144083
0.5647937,0.095003776,0.83022857,0.1486857,0.837964,0.145134
0.5647937,0.095003776,0.82216775,0.14988518,0.832239,0.146146
0.5647937,0.095003776,0.81399834,0.15107864,0.826377,0.147119
0.5647937,0.095003776,0.8057083,0.15226558,0.820362,0.148053
0.5647937,0.095003776,0.7972826,0.15344533,0.814176,0.148948
0.5647937,0.095003776,0.7886981,0.1546171,0.807801,0.149804
0.5647937,0.095003776,0.7799317,0.15577999,0.80121,0.150621
0.5647937,0.095003776,0.77095914,0.15693319,0.794376,0.151398
0.5647937,0.095003776,0.76175153,0.15807578,0.787266,0.152135
0.5647937,0.095003776,0.7522714,0.15920666,0.77984,0.152832
0.5647937,0.095003776,0.7424761,0.16032442,0.772051,0.153487
0.5647937,0.095003776,0.7323211,0.1614281,0.763841,0.1541
0.5647937,0.095003776,0.7217498,0.1625162,0.755139,0.154671
0.5647937,0.095003776,0.71069777,0.16358736,0.745859,0.155196
0.5647937,0.095003776,0.6990873,0.16463959,0.735893,0.155675
0.5647937,0.095003776,0.68682826,0.16567141,0.725105,0.156106
0.5647937,0.095003776,0.673817,0.16668084,0.713321,0.156485
0.5647937,0.095003776,0.65992856,0.16766584,0.700318,0.156809
0.5647937,0.095003776,0.6450132,0.16862401,0.6858,0.157074
0.5647937,0.095003776,0.6288904,0.16955301,0.669379,0.157273
0.5647937,0.095003776,0.6113522,0.17045015,0.650527,0.1574
0.5647937,0.095003776,0.5921431,0.17131293,0.628525,0.157445
0.5647937,0.095003776,0.57094675,0.17213818,0.602376,0.157395
0.5647937,0.095003776,0.54737973,0.17292279,0.570694,0.157232
0.5647937,0.095003776,0.5212075,0.17366248,0.531554,0.156934
0.5647937,0.095003776,0.48461598,0.17369005,0.482372,0.156467
0.5647937,0.095003776,0.4022475,0.17017707,0.41997,0.15579
0.5647937,0.095003776,0.27926832,0.16284496,0.341389,0.154848
0.5647937,0.095003776,0.17830616,0.15621132,0.246427,0.153579
0.5647937,0.095003776,0.09933388,0.15028459,0.142266,0.151932
0.5647937,0.095003776,0.043931484,0.14544506,0.045507,0.149904
0.5647937,0.095003776,0.006951809,0.14158718,-0.026806,0.147564
0.5647937,0.095003776,-0.017437935,0.13841449,-0.07017,0.145027
0.5647937,0.095003776,-0.033264637,0.13571586,-0.091676,0.142401
0.5647937,0.095003776,-0.043287873,0.1333428,-0.100436,0.139756
0.5647937,0.095003776,-0.04938984,0.13119262,-0.10271,0.137132
0.5647937,0.095003776,-0.05283916,0.1291946,-0.101883,0.134546
0.5647937,0.095003776,-0.054498076,0.1273005,-0.099614,0.132008
0.5647937,0.095003776,-0.054936886,0.12547779,-0.096679,0.129521
0.5647937,0.095003776,-0.054542184,0.12370439,-0.09344,0.127085
0.5647937,0.095003776,-0.05357492,0.1219653,-0.090067,0.124701
0.5647937,0.095003776,-0.052202582,0.120250694,-0.086637,0.122369
0.5647937,0.095003776,-0.050544858,0.118553765,-0.083187,0.120087
0.5647937,0.095003776,-0.048675776,0.11687006,-0.079737,0.117855
0.5647937,0.095003776,-0.046646833,0.115196444,-0.076293,0.115672
0.5647937,0.095003776,-0.044497848,0.113530755,-0.072861,0.113538
0.5647937,0.095003776,-0.042252183,0.11187168,-0.069442,0.111451
0.5647937,0.095003776,-0.039923906,0.110218115,-0.066037,0.109411
0.5647937,0.095003776,-0.037529945,0.10856936,-0.062647,0.107417
0.5647937,0.095003776,-0.035076737,0.10692492,-0.059271,0.105468
0.5647937,0.095003776,-0.032572627,0.1052843,-0.055911,0.103563
0.5647937,0.095003776,-0.030023098,0.1036473,-0.052565,0.101702
0.5647937,0.095003776,-0.027430058,0.102013566,-0.049234,0.099884
0.5647937,0.095003776,-0.024800658,0.10038304,-0.045918,0.098107
0.5647937,0.095003776,-0.022133708,0.098755404,-0.042616,0.096372
0.5647937,0.095003776,-0.019437313,0.09713056,-0.039328,0.094678
0.5647937,0.095003776,-0.016711354,0.09550834,-0.036055,0.093024
0.5647937,0.095003776,-0.013954878,0.09388877,-0.032797,0.091409
0.5647937,0.095003776,-0.011175871,0.09227154,-0.029552,0.089832
0.5647937,0.095003776,-0.0083709955,0.090656735,-0.026321,0.088294
0.5647937,0.095003776,-0.005546212,0.08905987,-0.023105,0.086792
0.5647937,0.095003776,-0.002707243,0.08750222,-0.019902,0.085328
0.5647937,0.095003776,0.00014531612,0.08598276,-0.016712,0.083899
0.5647937,0.095003776,0.0030111074,0.08450061,-0.013537,0.082505
0.5647937,0.095003776,0.00588727,0.08305472,-0.010375,0.081147
0.5647937,0.095003776,0.008774042,0.08164423,-0.007226,0.079822
0.5647937,0.095003776,0.0116689205,0.08026825,-0.00409,0.078531
0.5647937,0.095003776,0.014574051,0.078925885,-0.000968,0.077273
0.5647937,0.095003776,0.01748705,0.077616304,0.002142,0.076047
0.5647937,0.095003776,0.020407438,0.07633867,0.005239,0.074853
0.5647937,0.095003776,0.023334742,0.07509222,0.008322,0.073691
0.5647937,0.095003776,0.026265383,0.07387626,0.011394,0.072558
0.5647937,0.095003776,0.029204369,0.072689965,0.014452,0.071457
0.5647937,0.095003776,0.03214717,0.07153259,0.017499,0.070384
0.5647937,0.095003776,0.0350945,0.07040351,0.020533,0.069341
0.5647937,0.095003776,0.038045883,0.06930203,0.023555,0.068327
0.5647937,0.095003776,0.041001797,0.0682275,0.026564,0.06734
0.5647937,0.095003776,0.043958426,0.06717925,0.029562,0.066381
0.5647937,0.095003776,0.04692006,0.066156626,0.032548,0.06545
0.5647937,0.095003776,0.049884796,0.065159164,0.035523,0.064545
0.5647937,0.095003776,0.05285263,0.06418611,0.038486,0.063666
0.5647937,0.095003776,0.05582142,0.063237034,0.041437,0.062812
0.5647937,0.095003776,0.058791637,0.062311262,0.044378,0.061984
0.5647937,0.095003776,0.061763525,0.061408326,0.047307,0.061181
0.5647937,0.095003776,0.06473899,0.060527742,0.050225,0.060403
0.5647937,0.095003776,0.06771469,0.05966892,0.053133,0.059648
0.5647937,0.095003776,0.07069111,0.058831424,0.056029,0.058916
0.5647937,0.095003776,0.07366991,0.058014736,0.058916,0.058208
0.5647937,0.095003776,0.07664919,0.057218455,0.061792,0.057523
0.5647937,0.095003776,0.079630375,0.056442037,0.064657,0.056859
0.5647937,0.095003776,0.08260989,0.055685073,0.067513,0.056218
0.5647937,0.095003776,0.08559108,0.054947197,0.070359,0.055598
0.5647937,0.095003776,0.08857584,0.054227896,0.073195,0.055
0.5647937,0.095003776,0.0915575,0.053526826,0.076021,0.054422
0.5647937,0.095003776,0.09454274,0.05284357,0.078839,0.053864
0.5647937,0.095003776,0.09752607,0.052177712,0.081647,0.053327
0.5647937,0.095003776,0.10051131,0.0515289,0.084446,0.052809
0.5647937,0.095003776,0.103497505,0.050896853,0.087236,0.05231
0.5647937,0.095003776,0.10648322,0.05028101,0.090018,0.051831
0.5647937,0.095003776,0.10946989,0.04968205,0.092792,0.05137
0.5647937,0.095003776,0.112458944,0.049105845,0.095557,0.050927
0.5647937,0.095003776,0.11544967,0.048553243,0.098315,0.050503
0.5647937,0.095003776,0.118441105,0.04802393,0.101064,0.050096
0.5647937,0.095003776,0.121432066,0.047517493,0.103807,0.049706
0.5647937,0.095003776,0.12442589,0.04703355,0.106542,0.049334
0.5647937,0.095003776,0.12741637,0.0465717,0.109271,0.048978
0.5647937,0.095003776,0.13041067,0.046131678,0.111993,0.048639
0.5647937,0.095003776,0.1334014,0.045712978,0.114709,0.048316
0.5647937,0.095003776,0.13638878,0.045315333,0.117419,0.048009
0.5647937,0.095003776,0.13937736,0.04493831,0.120123,0.047717
0.5647937,0.095003776,0.14236212,0.044581555,0.122822,0.047441
0.5647937,0.095003776,0.14534664,0.04424481,0.125517,0.04718
0.5647937,0.095003776,0.14832401,0.04392761,0.128207,0.046934
0.5647937,0.095003776,0.15129948,0.043629706,0.130893,0.046702
0.5647937,0.095003776,0.15427256,0.043350756,0.133575,0.046485
0.5647937,0.095003776,0.15723872,0.043090366,0.136254,0.046282
0.5647937,0.095003776,0.16020489,0.042848237,0.138931,0.046093
0.5647937,0.095003776,0.16316605,0.042624086,0.141606,0.045917
0.5647937,0.095003776,0.16612148,0.042417504,0.14428,0.045755
0.5647937,0.095003776,0.16907239,0.042228267,0.146953,0.045606
0.5647937,0.095003776,0.17201829,0.04205606,0.149626,0.04547
0.5647937,0.095003776,0.17496014,0.041900545,0.152299,0.045346
0.5647937,0.095003776,0.17789602,0.041761458,0.154975,0.045236
0.5647937,0.095003776,0.18082714,0.041638516,0.157652,0.045137
0.5647937,0.095003776,0.18375158,0.04153136,0.160333,0.045051
0.5647937,0.095003776,0.18667245,0.04143983,0.163019,0.044977
0.5647937,0.095003776,0.18958664,0.041363515,0.16571,0.044915
0.5647937,0.095003776,0.19249678,0.04130222,0.168407,0.044864
0.5647937,0.095003776,0.19539905,0.041255705,0.171113,0.044825
0.5647937,0.095003776,0.1982975,0.041223608,0.173829,0.044798
0.5647937,0.095003776,0.20118737,0.041205727,0.176556,0.044781
0.5647937,0.095003776,0.20407557,0.041201845,0.179295,0.044776
0.5647937,0.095003776,0.20695591,0.041211657,0.18205,0.044782
0.5647937,0.095003776,0.2098298,0.041234918,0.184822,0.044798
0.5647937,0.095003776,0.21269798,0.041271463,0.187614,0.044826
0.5647937,0.095003776,0.21556163,0.04132092,0.190428,0.044864
0.5647937,0.095003776,0.21841645,0.041383162,0.193268,0.044912
0.5647937,0.095003776,0.22126842,0.041457914,0.196137,0.044971
0.5647937,0.095003776,0.2241149,0.041545004,0.199038,0.045041
0.5647937,0.095003776,0.22695541,0.04164417,0.201977,0.045121
0.5647937,0.095003776,0.22978759,0.041755185,0.204957,0.045212
0.5647937,0.095003776,0.23261738,0.04187788,0.207985,0.045313
0.5647937,0.095003776,0.23544073,0.04201196,0.211067,0.045425
0.5647937,0.095003776,0.2382586,0.042157277,0.214211,0.045547
0.5647937,0.095003776,0.24107003,0.042313702,0.217423,0.04568
0.5647937,0.095003776,0.2438767,0.042480916,0.220715,0.045824
0.5647937,0.095003776,0.24667907,0.04265876,0.224097,0.045978
0.5647937,0.095003776,0.24947333,0.04284703,0.227582,0.046144
0.5647937,0.095003776,0.25226474,0.043045603,0.231184,0.046321
0.5647937,0.095003776,0.2550521,0.04325427,0.234922,0.04651
0.5647937,0.095003776,0.25783205,0.04347282,0.238815,0.046711
0.5647937,0.095003776,0.26060796,0.043701112,0.242888,0.046925
0.5647937,0.095003776,0.2633772,0.04393889,0.247171,0.047152
0.5647937,0.095003776,0.2661419,0.04418604,0.251697,0.047392
0.5647937,0.095003776,0.26890516,0.04444243,0.256508,0.047648
0.5647937,0.095003776,0.27166057,0.04470785,0.261656,0.047918
0.5647937,0.095003776,0.27441335,0.044982128,0.2672,0.048206
0.5647937,0.095003776,0.2771592,0.045265153,0.273218,0.048512
0.5647937,0.095003776,0.2799034,0.0455567,0.279804,0.048838
0.5647937,0.095003776,0.2826414,0.045856684,0.287075,0.049186
0.5647937,0.095003776,0.28537607,0.046164893,0.29518,0.049559
0.5647937,0.095003776,0.28810716,0.04648126,0.30431,0.04996
0.5647937,0.095003776,0.29083347,0.046805546,0.314709,0.050393
0.5647937,0.095003776,0.29355478,0.047137693,0.326696,0.050864
0.5647937,0.095003776,0.29627395,0.047477446,0.340692,0.051377
0.5647937,0.095003776,0.29898643,0.047824793,0.357254,0.051943
0.5647937,0.095003776,0.30170012,0.04817953,0.377129,0.052571
0.005750265,0.06879253,0.04175055,0.07880561,0.00575,0.068793
0.005750265,0.06879253,0.042277455,0.07737175,0.013763,0.067738
0.005750265,0.06879253,0.04298222,0.07595355,0.020174,0.066728
0.005750265,0.06879253,0.043869853,0.0745516,0.025533,0.065758
0.005750265,0.06879253,0.044948816,0.07316427,0.030183,0.064823
0.005750265,0.06879253,0.046228528,0.07179173,0.034343,0.063921
0.005750265,0.06879253,0.047687054,0.070436046,0.03816,0.063049
