u,w,up,wp,ut,wt
0.51197803,0.0067255124,0.10679507,0.056703836,0.083804,0.052926
0.51197803,0.0067255124,0.10972834,0.056131005,0.086597,0.052423
0.51197803,0.0067255124,0.11266017,0.055579133,0.08938,0.051939
0.51197803,0.0067255124,0.11558628,0.055047892,0.092156,0.051474
0.51197803,0.0067255124,0.11850667,0.054537043,0.094923,0.051027
0.51197803,0.0067255124,0.1214242,0.054046273,0.097682,0.050599
0.51197803,0.0067255124,0.12433267,0.053575277,0.100434,0.050188
0.51197803,0.0067255124,0.12723994,0.05312384,0.103178,0.049794
0.51197803,0.0067255124,0.13014174,0.05269151,0.105915,0.049418
0.51197803,0.0067255124,0.13303971,0.052278213,0.108645,0.049058
0.51197803,0.0067255124,0.13593102,0.05188358,0.111369,0.048715
0.51197803,0.0067255124,0.13881612,0.051507384,0.114086,0.048389
0.51197803,0.0067255124,0.14169788,0.05114939,0.116797,0.048078
0.51197803,0.0067255124,0.14457846,0.050809294,0.119503,0.047783
0.51197803,0.0067255124,0.14745188,0.050486825,0.122203,0.047503
0.51197803,0.0067255124,0.15031815,0.050181836,0.124898,0.047239
0.51197803,0.0067255124,0.15319014,0.049893938,0.127589,0.046989
0.51197803,0.0067255124,0.15605235,0.049622983,0.130276,0.046754
0.51197803,0.0067255124,0.15890813,0.049368642,0.132959,0.046534
0.51197803,0.0067255124,0.16176414,0.04913068,0.13564,0.046327
0.51197803,0.0067255124,0.16461468,0.04890894,0.138317,0.046135
0.51197803,0.0067255124,0.1674614,0.04870309,0.140992,0.045956
0.51197803,0.0067255124,0.17030334,0.04851293,0.143666,0.045791
0.51197803,0.0067255124,0.17314482,0.048338294,0.146339,0.045639
0.51197803,0.0067255124,0.1759808,0.048178896,0.149012,0.0455
0.51197803,0.0067255124,0.17881322,0.04803455,0.151686,0.045374
0.51197803,0.0067255124,0.18163896,0.047904864,0.15436,0.04526
0.51197803,0.0067255124,0.18446541,0.04778994,0.157037,0.045159
0.51197803,0.0067255124,0.18728805,0.04768925,0.159718,0.04507
0.51197803,0.0067255124,0.19011045,0.04760272,0.162402,0.044993
0.51197803,0.0067255124,0.19292808,0.04753019,0.165092,0.044928
0.51197803,0.0067255124,0.19573617,0.04747124,0.167788,0.044875
0.51197803,0.0067255124,0.19854379,0.047425948,0.170492,0.044833
0.51197803,0.0067255124,0.20135236,0.047393933,0.173205,0.044803
0.51197803,0.0067255124,0.20415378,0.04737495,0.175929,0.044784
0.51197803,0.0067255124,0.20695496,0.04736902,0.178665,0.044776
0.51197803,0.0067255124,0.20975518,0.04737576,0.181417,0.044779
0.51197803,0.0067255124,0.2125504,0.047395036,0.184185,0.044793
0.51197803,0.0067255124,0.21534109,0.04742668,0.186972,0.044818
0.51197803,0.0067255124,0.21813011,0.047470406,0.18978,0.044854
0.51197803,0.0067255124,0.22091699,0.04752606,0.192614,0.0449
0.51197803,0.0067255124,0.22369933,0.04759358,0.195476,0.044957
0.51197803,0.0067255124,0.22648048,0.04767266,0.198369,0.045024
0.51197803,0.0067255124,0.2292614,0.047763266,0.201299,0.045102
0.51197803,0.0067255124,0.23203778,0.047865048,0.204269,0.04519
0.51197803,0.0067255124,0.23481321,0.04797793,0.207286,0.045289
0.51197803,0.0067255124,0.23758411,0.048101768,0.210355,0.045398
0.79414535,0.030559605,1.0519567,0.05633216,0.794145,0.03056
0.79414535,0.030559605,1.0645957,0.05908836,0.899813,0.033424
0.79414535,0.030559605,1.0737562,0.061653532,0.975977,0.036615
0.79414535,0.030559605,1.0792657,0.06401841,1.018938,0.039996
0.79414535,0.030559605,1.0809046,0.06617214,1.038452,0.043448
0.79414535,0.030559605,1.078531,0.06810442,1.045196,0.046896
0.79414535,0.030559605,1.0739568,0.06991722,1.045823,0.050305
0.79414535,0.030559605,1.069401,0.0717318,1.043672,0.053656
0.79414535,0.030559605,1.064838,0.07354762,1.040278,0.056942
0.79414535,0.030559605,1.0602883,0.07536411,1.036328,0.060162
0.79414535,0.030559605,1.0557365,0.077181496,1.032129,0.063314
0.79414535,0.030559605,1.051171,0.078999,1.027815,0.0664
0.79414535,0.030559605,1.0466328,0.08081737,1.02345,0.069419
0.79414535,0.030559605,1.0420717,0.082634956,1.01906,0.072373
0.79414535,0.030559605,1.037527,0.084452264,1.014659,0.075262
0.79414535,0.030559605,1.0329777,0.086268894,1.010252,0.078088
0.79414535,0.030559605,1.0284386,0.088084236,1.005842,0.080852
0.79414535,0.030559605,1.0238978,0.089897774,1.001428,0.083554
0.79414535,0.030559605,1.019355,0.091708444,0.997012,0.086196
0.79414535,0.030559605,1.0148201,0.093517244,0.992593,0.088778
0.79414535,0.030559605,1.0102828,0.09532171,0.988169,0.091302
0.79414535,0.030559605,1.0057497,0.09712206,0.983741,0.093768
0.79414535,0.030559605,1.0012139,0.09891792,0.979307,0.096178
0.79414535,0.030559605,0.99669105,0.10070745,0.974866,0.098531
0.79414535,0.030559605,0.9921759,0.10249106,0.970417,0.100829
0.79414535,0.030559605,0.9876616,0.10426554,0.965959,0.103073
0.79414535,0.030559605,0.9831443,0.10603109,0.961491,0.105264
0.79414535,0.030559605,0.97861934,0.107785374,0.957011,0.107402
0.79414535,0.030559605,0.97410643,0.109528914,0.952519,0.109489
0.79414535,0.030559605,0.96959525,0.11125788,0.948012,0.111524
0.79414535,0.030559605,0.9650939,0.11297156,0.943489,0.113509
0.79414535,0.030559605,0.96059275,0.114667274,0.938949,0.115445
0.79414535,0.030559605,0.9560882,0.11634205,0.93439,0.117332
0.79414535,0.030559605,0.9516003,0.11799511,0.929809,0.119171
0.79414535,0.030559605,0.9471069,0.1196213,0.925205,0.120962
0.79414535,0.030559605,0.9426191,0.121218935,0.920576,0.122706
0.79414535,0.030559605,0.9381242,0.12278369,0.915919,0.124405
0.79414535,0.030559605,0.9336387,0.12431158,0.911232,0.126057
0.79414535,0.030559605,0.929139,0.12579796,0.906512,0.127665
0.79414535,0.030559605,0.9246478,0.12723711,0.901756,0.129229
0.79414535,0.030559605,0.9201524,0.12862474,0.89696,0.130749
0.79414535,0.030559605,0.91561806,0.12995186,0.892122,0.132225
0.79414535,0.030559605,0.911082,0.1312142,0.887237,0.133659
0.79414535,0.030559605,0.9065033,0.1324017,0.882302,0.13505
0.79414535,0.030559605,0.90189475,0.1335066,0.87731,0.1364
0.79414535,0.030559605,0.89721006,0.13451838,0.872258,0.137708
0.79414535,0.030559605,0.8924413,0.13542554,0.86714,0.138976
0.79414535,0.030559605,0.88754666,0.13621685,0.861949,0.140202
0.79414535,0.030559605,0.88248545,0.13695893,0.856678,0.141389
0.79414535,0.030559605,0.8772507,0.1377036,0.85132,0.142535
0.79414535,0.030559605,0.8718441,0.13845146,0.845865,0.143642
0.79414535,0.030559605,0.86620104,0.13920093,0.840304,0.14471
0.79414535,0.030559605,0.8603229,0.13995333,0.834625,0.145738
0.79414535,0.030559605,0.8541698,0.14070842,0.828815,0.146727
0.79414535,0.030559605,0.8477191,0.14146689,0.822861,0.147677
0.79414535,0.030559605,0.84091985,0.14222807,0.816744,0.148588
0.79414535,0.030559605,0.83374614,0.14299245,0.810446,0.14946
0.79414535,0.030559605,0.82614005,0.14376083,0.803944,0.150293
0.79414535,0.030559605,0.8180624,0.14453283,0.797211,0.151086
0.79414535,0.030559605,0.8094474,0.1453082,0.790217,0.15184
0.79414535,0.030559605,0.80024666,0.14608866,0.782924,0.152553
0.79414535,0.030559605,0.79038054,0.14687362,0.775288,0.153225
0.79414535,0.030559605,0.77976114,0.1476635,0.767256,0.153856
0.79414535,0.030559605,0.76831424,0.14845887,0.758763,0.154444
0.79414535,0.030559605,0.7559501,0.14926007,0.749731,0.154988
0.79414535,0.030559605,0.7425252,0.15006772,0.740059,0.155486
0.79414535,0.030559605,0.72794306,0.15088221,0.729624,0.155937
0.79414535,0.030559605,0.7120592,0.1517049,0.71827,0.156337
0.79414535,0.030559605,0.6947175,0.152536,0.705795,0.156684
0.79414535,0.030559605,0.6757363,0.15337619,0.691936,0.156974
0.79414535,0.030559605,0.6549342,0.15422669,0.676347,0.157201
0.79414535,0.030559605,0.6321012,0.1550887,0.658561,0.157359
0.79414535,0.030559605,0.6069738,0.15596291,0.637947,0.157438
0.79414535,0.030559605,0.5793031,0.15685168,0.613633,0.157429
0.79414535,0.030559605,0.5487739,0.15775546,0.584408,0.157314
0.79414535,0.030559605,0.5054693,0.15792069,0.548585,0.157075
0.79414535,0.030559605,0.4068727,0.1540272,0.503859,0.156681
0.79414535,0.030559605,0.26998365,0.14743495,0.447256,0.156096
0.79414535,0.030559605,0.14465809,0.14131993,0.375546,0.15527
0.79414535,0.030559605,0.067649364,0.13698736,0.286937,0.154141
0.79414535,0.030559605,0.017765164,0.13341388,0.185006,0.152652
0.79414535,0.030559605,-0.013867259,0.13043731,0.082842,0.150776
0.79414535,0.030559605,-0.033358335,0.12790418,-0.000884,0.148551
0.79414535,0.030559605,-0.04485035,0.12568933,-0.055656,0.14608
0.79414535,0.030559605,-0.051099777,0.12369655,-0.08491,0.143479
0.79414535,0.030559605,-0.05392492,0.12185649,-0.097923,0.140836
0.79414535,0.030559605,-0.054557323,0.120119855,-0.102298,0.1382
0.79414535,0.030559605,-0.053762674,0.118452415,-0.102463,0.135597
0.79414535,0.030559605,-0.052045226,0.11683097,-0.100653,0.133039
0.79414535,0.030559605,-0.049755096,0.11523972,-0.097929,0.13053
0.79414535,0.030559605,-0.047085404,0.11366853,-0.094786,0.128074
0.79414535,0.030559605,-0.044173956,0.11211034,-0.091455,0.125669
0.79414535,0.030559605,-0.041114688,0.110560805,-0.088042,0.123315
0.79414535,0.030559605,-0.037956357,0.10901688,-0.084597,0.121013
0.79414535,0.030559605,-0.03474307,0.107476674,-0.081146,0.118761
0.79414535,0.030559605,-0.031494856,0.10593896,-0.077699,0.116558
0.79414535,0.030559605,-0.028211832,0.10440298,-0.074261,0.114404
0.79414535,0.030559605,-0.024916649,0.10286835,-0.070837,0.112298
0.79414535,0.030559605,-0.021626592,0.10134005,-0.067426,0.110239
0.79414535,0.030559605,-0.018318295,0.09983645,-0.06403,0.108226
0.79414535,0.030559605,-0.015021443,0.098358214,-0.060648,0.106259
0.79414535,0.030559605,-0.011716723,0.09690486,-0.057282,0.104336
0.79414535,0.030559605,-0.008416772,0.09547619,-0.05393,0.102457
0.79414535,0.030559605,-0.005123019,0.09407157,-0.050593,0.100621
0.79414535,0.030559605,-0.0018275976,0.09269062,-0.047271,0.098828
0.79414535,0.030559605,0.0014557838,0.091333166,-0.043963,0.097076
0.79414535,0.030559605,0.004746437,0.089998715,-0.04067,0.095365
0.79414535,0.030559605,0.008028269,0.08868695,-0.037391,0.093695
0.79414535,0.030559605,0.011311293,0.087397836,-0.034126,0.092064
0.79414535,0.030559605,0.0145817995,0.08613052,-0.030876,0.090472
0.79414535,0.030559605,0.017858386,0.08488491,-0.027639,0.088918
0.79414535,0.030559605,0.021124244,0.08366075,-0.024417,0.087401
0.79414535,0.030559605,0.02438736,0.08245781,-0.021209,0.085922
0.79414535,0.030559605,0.027651548,0.08127559,-0.018014,0.084478
0.79414535,0.030559605,0.030907393,0.08011393,-0.014833,0.083071
0.79414535,0.030559605,0.03416133,0.078972384,-0.011665,0.081698
0.79414535,0.030559605,0.037412643,0.07785084,-0.008511,0.080359
0.79414535,0.030559605,0.04066372,0.076748766,-0.00537,0.079055
0.79414535,0.030559605,0.043912888,0.07566625,-0.002242,0.077783
0.79414535,0.030559605,0.047153234,0.07460314,0.000873,0.076544
0.79414535,0.030559605,0.050383568,0.07356359,0.003975,0.075337
0.79414535,0.030559605,0.053601503,0.07254823,0.007064,0.074162
0.79414535,0.030559605,0.05681467,0.07155734,0.010141,0.073017
0.79414535,0.030559605,0.060017824,0.07059059,0.013204,0.071903
0.79414535,0.030559605,0.063204765,0.06964772,0.016256,0.070819
0.79414535,0.030559605,0.066384315,0.06872851,0.019295,0.069764
0.79414535,0.030559605,0.06955314,0.06783268,0.022321,0.068738
0.79414535,0.030559605,0.072713375,0.06696026,0.025336,0.06774
0.79414535,0.030559605,0.075864315,0.06611093,0.028339,0.06677
0.79414535,0.030559605,0.0790019,0.06528457,0.03133,0.065827
0.79414535,0.030559605,0.08212662,0.06448085,0.034309,0.064911
0.79414535,0.030559605,0.08525348,0.06369956,0.037277,0.064022
0.79414535,0.030559605,0.08836317,0.06294066,0.040233,0.063158
0.79414535,0.030559605,0.091462374,0.06220372,0.043178,0.06232
0.79414535,0.030559605,0.0945673,0.06148863,0.046112,0.061506
0.79414535,0.030559605,0.09764576,0.060795076,0.049034,0.060718
0.79414535,0.030559605,0.10072374,0.06012293,0.051946,0.059953
0.79414535,0.030559605,0.10379386,0.05947207,0.054847,0.059212
0.79414535,0.030559605,0.1068542,0.05884199,0.057738,0.058495
0.79414535,0.030559605,0.10990238,0.058232754,0.060618,0.0578
0.79414535,0.030559605,0.11295438,0.057643905,0.063488,0.057128
0.79414535,0.030559605,0.11599183,0.0570753,0.066348,0.056477
0.79414535,0.030559605,0.119019985,0.056526773,0.069197,0.055849
0.79414535,0.030559605,0.12204695,0.05599817,0.072037,0.055242
0.79414535,0.030559605,0.12506318,0.055489086,0.074868,0.054655
0.79414535,0.030559605,0.1280775,0.054999307,0.077689,0.054089
0.79414535,0.030559605,0.13107824,0.054528676,0.080501,0.053544
0.79414535,0.030559605,0.13407135,0.054076813,0.083303,0.053018
0.79414535,0.030559605,0.13705993,0.053643778,0.086097,0.052512
0.79414535,0.030559605,0.14003778,0.053229026,0.088883,0.052024
0.79414535,0.030559605,0.14300847,0.052832626,0.09166,0.051556
0.79414535,0.030559605,0.14598536,0.052454136,0.094428,0.051106
0.79414535,0.030559605,0.14894342,0.05209341,0.097189,0.050674
0.79414535,0.030559605,0.15190005,0.051750213,0.099942,0.05026
0.79414535,0.030559605,0.15484905,0.051424466,0.102687,0.049863
0.79414535,0.030559605,0.15779209,0.05111564,0.105426,0.049484
0.79414535,0.030559605,0.16073251,0.050823756,0.108157,0.049121
0.79414535,0.030559605,0.16366816,0.0505485,0.110882,0.048776
0.79414535,0.030559605,0.16658926,0.05028972,0.1136,0.048446
0.79414535,0.030559605,0.16950989,0.05004719,0.116312,0.048132
0.79414535,0.030559605,0.17243361,0.04982064,0.119019,0.047835
0.79414535,0.030559605,0.17534184,0.049609862,0.12172,0.047552
0.79414535,0.030559605,0.17824173,0.049414642,0.124416,0.047285
0.79414535,0.030559605,0.18114877,0.049234822,0.127108,0.047033
0.79414535,0.030559605,0.18404388,0.049070068,0.129796,0.046795
0.79414535,0.030559605,0.18693233,0.048920408,0.13248,0.046572
0.79414535,0.030559605,0.18982053,0.048785493,0.13516,0.046363
0.79414535,0.030559605,0.19269967,0.048665017,0.137838,0.046168
0.79414535,0.030559605,0.19557929,0.04855907,0.140514,0.045987
0.79414535,0.030559605,0.19845223,0.048467122,0.143188,0.04582
0.79414535,0.030559605,0.20132184,0.048389114,0.145861,0.045665
0.79414535,0.030559605,0.20418525,0.04832489,0.148534,0.045524
0.79414535,0.030559605,0.2070415,0.048274107,0.151207,0.045395
0.79414535,0.030559605,0.2098949,0.048236854,0.153882,0.045279
0.79414535,0.030559605,0.21274543,0.048212744,0.156558,0.045176
0.79414535,0.030559605,0.21558976,0.048201494,0.159238,0.045085
0.79414535,0.030559605,0.21843576,0.04820308,0.161921,0.045006
0.79414535,0.030559605,0.22126961,0.04821735,0.16461,0.044939
0.79414535,0.030559605,0.22411323,0.048244067,0.167305,0.044884
0.79414535,0.030559605,0.22693515,0.04828287,0.170007,0.04484
0.79414535,0.030559605,0.22976995,0.04833395,0.172718,0.044808
0.79414535,0.030559605,0.23259354,0.048396766,0.17544,0.044787
0.79414535,0.030559605,0.23541284,0.04847128,0.178174,0.044777
0.79414535,0.030559605,0.2382319,0.048557423,0.180923,0.044778
0.79414535,0.030559605,0.24104357,0.048654944,0.183688,0.04479
0.79414535,0.030559605,0.24386,0.048763745,0.186471,0.044813
0.79414535,0.030559605,0.24666142,0.0488834,0.189276,0.044847
0.79414535,0.030559605,0.24946833,0.049014047,0.192105,0.044891
0.79414535,0.030559605,0.25227118,0.04915534,0.194961,0.044946
0.79414535,0.030559605,0.2550707,0.049307168,0.197849,0.045011
0.79414535,0.030559605,0.25785494,0.0494695,0.200771,0.045087
0.79414535,0.030559605,0.26065016,0.04964198,0.203734,0.045174
0.79414535,0.030559605,0.26343942,0.049824573,0.206742,0.045271
0.79414535,0.030559605,0.26622772,0.05001703,0.209801,0.045378
0.79414535,0.030559605,0.26901436,0.05021946,0.212919,0.045496
0.79414535,0.030559605,0.27178836,0.050431244,0.216102,0.045624
0.79414535,0.030559605,0.27456594,0.05065263,0.21936,0.045764
0.79414535,0.030559605,0.2773404,0.050883345,0.222704,0.045914
0.79414535,0.030559605,0.28011203,0.05112333,0.226145,0.046075
